	SHH_WT_models_highres31596.py	SHH_WT_models_highres1378.py	SHH_WT_models_highres4863.py	SHH_WT_models_highres34599.py	SHH_WT_models_highres25781.py	SHH_WT_models_highres42525.py	SHH_WT_models_highres8490.py	SHH_WT_models_highres11881.py	SHH_WT_models_highres49960.py	SHH_WT_models_highres11966.py	SHH_WT_models_highres24080.py	SHH_WT_models_highres23829.py	SHH_WT_models_highres49057.py	SHH_WT_models_highres22983.py	SHH_WT_models_highres23072.py	SHH_WT_models_highres34517.py	SHH_WT_models_highres35879.py	SHH_WT_models_highres8834.py	SHH_WT_models_highres10104.py	SHH_WT_models_highres12150.py	SHH_WT_models_highres31879.py	SHH_WT_models_highres5395.py	SHH_WT_models_highres11087.py	SHH_WT_models_highres19906.py	SHH_WT_models_highres23466.py	SHH_WT_models_highres2200.py	SHH_WT_models_highres12741.py	SHH_WT_models_highres47931.py	SHH_WT_models_highres30712.py	SHH_WT_models_highres8504.py	SHH_WT_models_highres39011.py	SHH_WT_models_highres43463.py	SHH_WT_models_highres15002.py	SHH_WT_models_highres12864.py	SHH_WT_models_highres42203.py	SHH_WT_models_highres5002.py	SHH_WT_models_highres37859.py	SHH_WT_models_highres17943.py	SHH_WT_models_highres30274.py	SHH_WT_models_highres7416.py	SHH_WT_models_highres24273.py	SHH_WT_models_highres1427.py	SHH_WT_models_highres49526.py	SHH_WT_models_highres10707.py	SHH_WT_models_highres33745.py	SHH_WT_models_highres47636.py	SHH_WT_models_highres2349.py	SHH_WT_models_highres27492.py	SHH_WT_models_highres41632.py	SHH_WT_models_highres7736.py	SHH_WT_models_highres49927.py	SHH_WT_models_highres38933.py	SHH_WT_models_highres38046.py	SHH_WT_models_highres49180.py	SHH_WT_models_highres40627.py	SHH_WT_models_highres16260.py	SHH_WT_models_highres3504.py	SHH_WT_models_highres20506.py	SHH_WT_models_highres40730.py	SHH_WT_models_highres23113.py	SHH_WT_models_highres4319.py	SHH_WT_models_highres17007.py	SHH_WT_models_highres47141.py	SHH_WT_models_highres29282.py	SHH_WT_models_highres27213.py	SHH_WT_models_highres1670.py	SHH_WT_models_highres15001.py	SHH_WT_models_highres6063.py	SHH_WT_models_highres37336.py	SHH_WT_models_highres22748.py	SHH_WT_models_highres41537.py	SHH_WT_models_highres14127.py	SHH_WT_models_highres34760.py	SHH_WT_models_highres38036.py	SHH_WT_models_highres15190.py	SHH_WT_models_highres20684.py	SHH_WT_models_highres30575.py	SHH_WT_models_highres45679.py	SHH_WT_models_highres6417.py	SHH_WT_models_highres38114.py	SHH_WT_models_highres27394.py	SHH_WT_models_highres12843.py	SHH_WT_models_highres5327.py	SHH_WT_models_highres6304.py	SHH_WT_models_highres48059.py	SHH_WT_models_highres17001.py	SHH_WT_models_highres41357.py	SHH_WT_models_highres34831.py	SHH_WT_models_highres9547.py	SHH_WT_models_highres8956.py	SHH_WT_models_highres32733.py	SHH_WT_models_highres12385.py	SHH_WT_models_highres1093.py	SHH_WT_models_highres15191.py	SHH_WT_models_highres38493.py	SHH_WT_models_highres9157.py	SHH_WT_models_highres32352.py	SHH_WT_models_highres44329.py	SHH_WT_models_highres34949.py	SHH_WT_models_highres92.py	SHH_WT_models_highres18152.py	SHH_WT_models_highres42121.py	SHH_WT_models_highres26110.py	SHH_WT_models_highres24225.py	SHH_WT_models_highres32152.py	SHH_WT_models_highres30124.py	SHH_WT_models_highres22408.py	SHH_WT_models_highres24510.py	SHH_WT_models_highres37991.py	SHH_WT_models_highres5372.py	SHH_WT_models_highres26145.py	SHH_WT_models_highres19348.py	SHH_WT_models_highres38783.py	SHH_WT_models_highres29979.py	SHH_WT_models_highres42018.py	SHH_WT_models_highres11523.py	SHH_WT_models_highres3231.py	SHH_WT_models_highres21540.py	SHH_WT_models_highres23577.py	SHH_WT_models_highres35265.py	SHH_WT_models_highres47034.py	SHH_WT_models_highres4341.py	SHH_WT_models_highres3582.py	SHH_WT_models_highres18351.py	SHH_WT_models_highres9291.py	SHH_WT_models_highres12921.py	SHH_WT_models_highres8464.py	SHH_WT_models_highres35888.py	SHH_WT_models_highres26312.py	SHH_WT_models_highres4519.py	SHH_WT_models_highres36644.py	SHH_WT_models_highres34615.py	SHH_WT_models_highres12667.py	SHH_WT_models_highres40847.py	SHH_WT_models_highres5566.py	SHH_WT_models_highres6237.py	SHH_WT_models_highres32499.py	SHH_WT_models_highres29850.py	SHH_WT_models_highres10187.py	SHH_WT_models_highres24201.py	SHH_WT_models_highres9675.py	SHH_WT_models_highres34461.py	SHH_WT_models_highres46795.py	SHH_WT_models_highres38476.py	SHH_WT_models_highres38863.py	SHH_WT_models_highres42035.py	SHH_WT_models_highres28239.py	SHH_WT_models_highres40612.py	SHH_WT_models_highres44157.py	SHH_WT_models_highres22341.py	SHH_WT_models_highres1278.py	SHH_WT_models_highres9943.py	SHH_WT_models_highres15028.py	SHH_WT_models_highres29602.py	SHH_WT_models_highres23364.py	SHH_WT_models_highres24271.py	SHH_WT_models_highres16398.py	SHH_WT_models_highres46286.py	SHH_WT_models_highres34081.py	SHH_WT_models_highres39524.py	SHH_WT_models_highres8869.py	SHH_WT_models_highres31237.py	SHH_WT_models_highres13336.py	SHH_WT_models_highres27253.py	SHH_WT_models_highres13173.py	SHH_WT_models_highres29684.py	SHH_WT_models_highres26194.py	SHH_WT_models_highres43177.py	SHH_WT_models_highres7009.py	SHH_WT_models_highres15999.py	SHH_WT_models_highres40714.py	SHH_WT_models_highres22556.py	SHH_WT_models_highres37468.py	SHH_WT_models_highres45161.py	SHH_WT_models_highres18275.py	SHH_WT_models_highres17982.py	SHH_WT_models_highres31883.py	SHH_WT_models_highres33734.py	SHH_WT_models_highres23265.py	SHH_WT_models_highres40816.py	SHH_WT_models_highres4191.py	SHH_WT_models_highres44104.py	SHH_WT_models_highres45383.py	SHH_WT_models_highres42354.py	SHH_WT_models_highres2023.py	SHH_WT_models_highres8601.py	SHH_WT_models_highres42759.py	SHH_WT_models_highres25678.py	SHH_WT_models_highres9303.py	SHH_WT_models_highres1537.py	SHH_WT_models_highres29052.py	SHH_WT_models_highres2418.py	SHH_WT_models_highres49590.py	SHH_WT_models_highres12514.py	SHH_WT_models_highres31225.py	SHH_WT_models_highres15620.py	SHH_WT_models_highres46847.py	SHH_WT_models_highres35901.py	SHH_WT_models_highres18887.py	SHH_WT_models_highres33371.py	
SHH_WT_models_highres24080.py	280.723	1763.757	1767.223	427.102	384.421	440.743	1744.507	357.068	386.21	292.577	0.0	341.125	387.738	438.148	458.31	380.78	342.631	1785.953	388.095	510.35	398.777	418.864	415.839	336.721	1757.781	1714.081	1721.325	1776.399	361.55	485.541	1754.318	411.435	1708.39	460.889	460.77	1754.207	443.897	372.251	1777.371	1755.021	1777.717	1684.922	401.277	1766.97	510.837	479.13	351.34	1739.597	322.028	1787.245	402.828	1760.857	1744.425	398.589	1769.827	1739.443	333.115	362.627	1718.602	411.351	329.598	1713.001	502.805	429.153	1694.841	429.852	1725.433	1700.733	466.409	328.088	499.815	454.129	483.237	424.955	1749.479	1748.018	453.989	1732.645	323.72	470.723	1712.264	1747.548	1666.413	214.876	1785.769	520.243	249.613	1761.979	1675.572	383.035	570.614	473.042	474.959	1766.867	1766.892	391.609	1730.032	1785.858	1762.794	524.668	524.4	1768.027	532.678	1763.797	1733.141	1752.721	458.233	402.287	378.391	555.626	1753.377	413.614	413.785	456.47	1705.904	1787.071	1753.094	512.68	536.894	365.906	530.034	1783.268	527.649	514.441	1735.069	1745.317	363.336	1760.227	484.431	1685.312	1761.579	508.484	381.423	1799.989	370.797	202.274	1745.452	1660.474	398.361	456.126	1777.414	1722.986	1725.25	439.17	348.017	627.701	388.095	1688.212	1758.266	427.446	388.379	1769.199	487.63	509.18	1771.555	489.247	1685.773	543.817	554.073	406.571	1792.955	1743.299	506.976	1757.256	529.781	473.557	517.437	1655.588	1739.694	379.937	1732.548	614.861	540.725	1741.517	431.373	471.589	1756.66	477.409	478.431	1760.053	1696.074	1748.428	452.232	458.671	517.02	1760.088	1776.475	521.424	1730.9	492.713	1754.861	476.881	1714.525	494.164	570.468	1734.536	1755.54	414.344	649.694	1746.159	
SHH_WT_models_highres23829.py	237.355	1767.302	1762.828	380.223	357.742	364.248	1745.762	224.622	252.605	247.783	341.125	0.0	175.051	339.472	396.32	148.74	253.945	1780.201	121.508	480.309	166.661	411.291	339.182	180.938	1764.951	1729.159	1737.332	1763.345	155.836	351.196	1752.78	412.819	1719.741	362.7	343.481	1764.217	394.23	261.832	1780.503	1764.497	1764.128	1680.82	250.347	1802.723	404.64	361.895	426.13	1752.27	363.857	1778.077	200.257	1769.79	1753.212	207.065	1762.327	1734.994	140.847	250.952	1722.322	270.389	295.544	1729.598	356.556	318.798	1693.964	273.778	1724.336	1710.387	344.56	288.959	481.418	418.126	277.801	280.301	1741.853	1737.808	317.244	1745.679	369.965	359.816	1725.699	1762.907	1687.317	338.173	1767.654	358.621	318.67	1760.926	1690.913	353.98	491.025	376.968	354.417	1766.892	1757.794	297.64	1751.417	1777.275	1757.818	367.925	478.454	1771.728	431.946	1753.966	1738.09	1747.594	342.492	339.177	338.648	503.866	1764.95	318.294	292.21	489.081	1710.378	1787.41	1780.75	342.945	462.04	406.499	505.297	1779.299	442.495	404.165	1739.934	1751.915	321.467	1761.004	349.718	1683.643	1790.593	396.578	297.28	1804.713	319.276	399.045	1735.815	1666.355	423.653	277.864	1771.778	1738.107	1739.793	419.242	332.941	571.049	413.823	1718.724	1754.711	406.405	297.931	1764.933	357.877	290.926	1762.654	416.737	1702.88	488.544	394.921	205.681	1780.445	1754.615	347.579	1749.625	416.717	359.727	448.607	1674.274	1752.749	315.374	1732.216	491.247	455.859	1734.529	411.323	426.886	1757.811	460.266	417.917	1765.365	1694.91	1758.923	275.486	384.334	440.417	1781.195	1791.531	476.862	1733.723	402.738	1768.275	368.563	1717.471	394.141	455.058	1748.57	1748.316	378.354	550.613	1744.427	
SHH_WT_models_highres49057.py	280.411	1754.231	1745.78	396.562	375.107	365.912	1737.091	265.326	296.541	253.747	387.738	175.051	0.0	347.487	364.614	203.391	231.604	1770.262	172.506	486.103	155.332	418.288	261.621	309.377	1764.022	1727.035	1723.084	1748.868	200.982	372.123	1740.478	418.749	1715.685	340.821	391.055	1761.142	397.589	255.62	1768.176	1753.666	1751.898	1672.718	263.746	1813.672	416.139	375.553	427.86	1750.824	332.217	1761.935	243.102	1767.576	1755.064	221.392	1742.862	1721.494	267.137	189.163	1720.428	338.884	271.145	1730.499	361.123	199.752	1679.063	278.178	1718.359	1703.763	251.452	324.539	465.262	416.203	256.308	267.317	1725.905	1719.343	361.518	1748.214	333.359	408.235	1721.594	1752.665	1679.659	368.806	1752.934	323.028	360.65	1752.576	1688.816	348.29	493.122	439.57	410.03	1765.346	1741.295	225.681	1741.72	1765.926	1750.941	347.495	436.89	1755.839	376.488	1735.576	1724.418	1743.87	235.287	250.188	294.74	466.207	1761.507	249.671	285.944	500.895	1698.545	1774.659	1767.168	358.434	384.666	359.95	500.202	1768.605	359.777	444.472	1724.437	1748.686	230.54	1752.214	402.856	1676.126	1778.737	333.433	276.177	1788.711	250.362	437.068	1728.434	1669.15	454.245	275.937	1762.087	1735.241	1747.917	421.455	391.937	509.926	398.976	1710.38	1735.448	442.427	247.024	1755.299	392.603	233.138	1743.222	360.88	1693.696	498.536	356.988	224.204	1765.461	1757.111	371.566	1733.059	357.179	436.201	372.381	1666.92	1760.871	271.974	1732.417	460.906	427.387	1713.768	403.285	374.105	1742.449	495.054	363.259	1760.097	1680.666	1752.224	275.328	417.253	365.736	1773.878	1782.989	495.501	1732.201	374.941	1761.291	398.337	1703.942	458.803	449.919	1749.611	1738.89	333.518	494.516	1728.686	
SHH_WT_models_highres22983.py	372.687	1739.211	1740.746	190.797	439.412	188.808	1709.298	351.861	401.691	354.763	438.148	339.472	347.487	0.0	218.143	361.868	387.884	1753.211	360.368	281.766	349.164	241.424	406.219	372.215	1728.148	1685.901	1714.619	1739.985	369.124	230.993	1725.442	248.16	1677.782	192.81	186.507	1726.676	203.128	384.632	1742.244	1721.82	1745.265	1649.16	379.066	1769.607	257.49	259.71	277.451	1705.418	444.473	1761.747	384.864	1735.051	1760.872	363.836	1737.738	1706.753	373.155	400.519	1689.637	434.693	418.434	1690.495	244.726	389.777	1673.173	414.827	1692.103	1667.793	442.672	395.829	335.673	213.029	418.001	408.757	1711.215	1697.88	201.779	1758.248	453.757	254.221	1688.579	1717.038	1656.744	465.801	1749.934	274.187	477.437	1729.615	1644.742	453.534	404.417	233.448	216.4	1738.314	1743.798	418.656	1719.367	1748.137	1726.606	272.709	319.716	1742.369	293.886	1727.53	1705.387	1720.059	438.446	420.786	426.99	408.217	1727.011	418.837	428.571	352.449	1668.726	1752.087	1765.319	260.339	328.478	485.458	382.213	1773.405	317.419	265.717	1701.042	1722.982	408.724	1730.153	219.378	1651.496	1777.104	247.943	437.916	1763.234	417.013	510.702	1712.992	1624.237	299.07	447.142	1742.654	1706.064	1747.601	490.454	409.803	502.416	253.548	1676.615	1736.356	457.119	396.048	1733.148	238.471	427.2	1738.342	256.951	1656.907	415.951	320.83	391.649	1771.013	1765.111	255.995	1717.121	304.617	259.331	290.38	1627.413	1765.993	428.963	1714.033	456.814	294.102	1715.985	264.965	487.5	1711.611	287.179	273.741	1732.001	1671.423	1717.305	401.222	246.625	310.773	1736.107	1751.687	397.499	1695.095	290.148	1725.515	218.198	1682.074	274.71	403.484	1710.243	1720.308	456.789	489.29	1722.45	
SHH_WT_models_highres23072.py	356.102	1738.251	1737.572	191.366	402.211	174.957	1707.216	394.994	393.83	343.219	458.31	396.32	364.614	218.143	0.0	401.786	354.639	1747.865	398.369	265.507	388.212	223.584	377.945	426.925	1731.182	1679.514	1713.177	1732.615	382.022	248.246	1717.268	203.008	1673.222	242.55	254.05	1728.383	215.069	380.698	1733.853	1714.032	1733.971	1647.623	404.053	1769.044	260.316	208.063	280.698	1702.236	414.768	1762.367	411.143	1731.115	1760.125	395.896	1740.761	1703.7	436.181	356.847	1686.166	428.106	365.522	1686.212	269.481	389.241	1671.981	419.214	1692.106	1658.663	418.981	377.237	257.929	206.685	431.585	404.884	1712.47	1696.888	276.724	1752.477	418.522	300.812	1683.56	1704.476	1650.594	430.163	1744.277	289.345	460.141	1727.284	1639.87	393.008	400.072	311.06	293.849	1738.934	1741.905	373.028	1715.699	1741.516	1731.646	302.449	266.372	1742.127	242.583	1730.766	1694.143	1723.064	406.688	381.708	387.628	368.23	1721.774	357.226	386.072	371.963	1667.443	1752.006	1761.534	315.807	273.455	428.609	353.284	1766.131	246.294	299.304	1692.046	1715.824	382.209	1722.691	295.941	1650.988	1771.389	247.284	441.045	1761.805	382.917	484.794	1711.586	1624.605	333.865	430.323	1742.583	1698.874	1753.617	441.688	446.342	464.456	243.561	1665.786	1735.926	457.631	387.81	1734.77	304.201	463.826	1741.716	202.99	1646.326	409.709	330.484	410.039	1770.664	1765.97	300.176	1719.6	256.549	330.423	250.224	1618.929	1764.937	353.748	1717.576	475.358	251.957	1711.619	230.624	413.569	1700.424	309.211	247.302	1728.194	1670.488	1706.298	426.559	278.851	251.165	1725.865	1739.698	411.351	1698.477	294.125	1713.667	298.559	1676.013	308.339	435.802	1704.623	1718.14	402.95	479.644	1719.091	
SHH_WT_models_highres34517.py	285.348	1766.334	1757.802	398.324	388.163	392.806	1747.906	242.18	260.742	280.143	380.78	148.74	203.391	361.868	401.786	0.0	283.344	1773.011	105.16	494.059	147.214	418.06	361.61	224.23	1764.65	1736.283	1735.287	1752.015	184.539	334.791	1749.307	430.105	1725.172	341.45	373.541	1769.183	406.641	269.914	1776.997	1764.467	1756.289	1681.081	265.231	1811.223	403.262	376.304	446.974	1758.118	378.228	1772.398	120.531	1770.478	1760.498	183.843	1755.237	1732.651	175.681	282.864	1722.472	281.435	292.882	1735.896	317.056	309.614	1693.046	215.87	1724.503	1714.195	293.252	338.413	469.644	453.501	194.613	249.177	1737.272	1729.319	342.226	1749.846	357.344	344.313	1731.186	1765.133	1690.551	357.446	1757.028	329.899	328.484	1757.435	1698.878	338.277	497.928	388.845	381.615	1764.797	1754.179	333.15	1751.617	1767.312	1757.828	315.938	466.819	1767.836	429.528	1746.836	1736.498	1744.513	323.961	308.274	310.26	499.545	1767.423	286.106	302.818	508.056	1711.289	1780.979	1778.268	306.717	415.795	408.753	512.766	1774.839	411.992	400.677	1737.358	1752.046	319.538	1761.584	359.363	1681.223	1787.424	394.058	251.286	1800.936	290.605	424.381	1732.535	1673.43	435.372	238.536	1768.852	1744.147	1747.472	478.159	353.097	540.16	431.044	1725.959	1748.438	439.041	297.386	1762.136	369.407	228.785	1755.569	401.2	1706.512	477.556	341.418	226.265	1773.875	1761.022	307.216	1742.795	394.825	366.948	414.419	1680.906	1753.736	322.045	1734.356	483.156	456.802	1727.548	403.83	401.138	1751.548	490.166	400.569	1766.685	1693.214	1760.501	290.947	402.4	407.237	1784.089	1786.026	479.173	1729.296	357.481	1770.146	359.525	1716.927	402.967	457.572	1754.532	1742.064	368.037	521.501	1739.821	
SHH_WT_models_highres35879.py	189.08	1737.614	1737.764	369.463	320.731	369.569	1715.177	276.785	305.682	182.093	342.631	253.945	231.604	387.884	354.639	283.344	0.0	1761.6	272.591	467.732	288.545	385.85	262.593	317.638	1740.347	1693.919	1708.551	1744.266	201.879	401.953	1726.103	370.421	1689.966	377.746	400.859	1736.269	395.263	309.488	1748.246	1728.901	1744.837	1656.737	304.825	1784.697	429.274	379.6	417.705	1723.628	305.379	1758.883	311.556	1744.407	1724.325	254.926	1738.158	1706.362	305.003	221.343	1702.666	317.988	185.25	1700.589	419.2	276.969	1663.211	304.825	1698.847	1677.049	337.17	204.652	447.759	392.676	361.556	325.693	1717.443	1713.928	388.178	1715.42	347.931	424.482	1695.485	1723.616	1650.542	323.734	1750.438	406.307	339.936	1733.246	1657.711	286.793	480.144	440.134	425.593	1745.548	1732.224	224.128	1716.332	1759.155	1737.089	434.305	431.638	1745.782	413.724	1729.892	1700.174	1729.395	302.437	268.149	284.091	462.162	1734.821	279.887	263.364	494.02	1682.393	1756.982	1757.504	414.94	417.084	328.543	465.078	1773.37	396.135	444.255	1704.531	1721.612	234.933	1730.641	424.722	1658.225	1765.79	377.55	339.597	1770.552	262.218	383.847	1716.726	1640.5	460.102	330.249	1748.423	1705.329	1721.924	352.096	359.517	517.02	382.364	1674.291	1727.447	389.618	305.639	1737.622	383.076	365.579	1736.676	396.28	1659.007	512.083	427.752	242.216	1767.027	1727.699	425.369	1725.225	415.082	445.521	408.804	1634.44	1730.688	217.034	1716.518	513.733	445.079	1709.475	406.307	351.45	1724.541	451.468	391.784	1734.066	1666.985	1725.301	346.048	414.778	401.207	1741.786	1756.185	479.898	1711.114	419.961	1729.892	435.12	1688.991	470.049	496.561	1719.406	1722.927	331.526	569.834	1713.886	
SHH_WT_models_highres8834.py	1752.625	224.025	234.245	1730.914	1690.895	1750.582	389.188	1732.007	1736.989	1752.901	1785.953	1780.201	1770.262	1753.211	1747.865	1773.011	1761.6	0.0	1774.228	1672.46	1767.545	1740.01	1723.653	1771.793	391.911	352.537	354.689	217.436	1776.931	1755.756	199.982	1743.046	354.677	1737.982	1747.539	374.343	1762.285	1763.055	148.36	183.264	181.791	457.421	1728.686	675.787	1697.065	1772.92	1754.687	369.6	1733.152	194.827	1783.721	332.794	478.898	1760.52	329.458	222.837	1781.494	1777.723	428.271	1742.449	1787.328	355.111	1755.464	1767.441	381.007	1784.76	404.736	393.877	1779.945	1736.111	1706.713	1732.591	1790.485	1741.563	348.786	369.559	1763.907	495.624	1746.919	1756.021	374.108	196.954	426.882	1802.342	242.397	1762.897	1780.647	420.311	403.78	1739.232	1697.135	1738.05	1749.62	404.513	382.708	1767.37	343.628	133.403	419.738	1765.595	1705.668	285.202	1702.98	366.643	277.495	438.74	1783.288	1755.704	1754.901	1764.117	327.194	1759.221	1773.119	1717.403	415.267	412.745	549.677	1755.175	1742.3	1724.112	1727.948	248.049	1747.546	1719.261	244.957	382.725	1766.641	442.41	1742.158	504.464	377.572	1738.708	1775.655	362.038	1769.311	1790.707	486.064	484.154	1753.738	1781.644	439.877	363.689	475.032	1697.856	1694.704	1736.718	1743.149	341.535	291.787	1648.44	1784.117	419.529	1731.35	1765.516	350.477	1772.215	408.875	1767.915	1754.462	1791.132	247.871	489.216	1756.297	371.601	1760.969	1737.487	1750.702	442.455	502.249	1761.025	439.059	1768.751	1721.177	388.287	1758.652	1699.026	261.85	1677.498	1753.558	434.255	389.031	348.924	1737.035	1713.608	1770.667	339.249	171.28	1772.637	428.821	1736.062	357.529	1762.841	324.699	1736.438	1775.783	334.694	452.462	1703.526	1782.88	352.754	
SHH_WT_models_highres10104.py	285.175	1760.377	1755.055	395.319	388.153	376.784	1731.852	238.149	265.918	281.564	388.095	121.508	172.506	360.368	398.369	105.16	272.591	1774.228	0.0	494.803	123.022	424.013	354.69	232.738	1748.403	1714.822	1728.819	1753.233	159.034	334.586	1746.062	426.623	1705.842	345.313	367.571	1749.644	402.847	282.415	1771.638	1757.758	1757.848	1665.603	259.432	1793.585	400.686	366.071	443.296	1738.562	374.578	1772.587	163.582	1750.777	1741.573	187.528	1753.026	1727.112	178.822	258.8	1706.248	278.033	291.869	1714.681	320.956	306.701	1686.979	225.901	1706.92	1695.495	303.752	326.571	465.911	446.369	199.43	245.868	1731.789	1722.678	332.885	1732.95	371.867	345.206	1711.787	1755.482	1678.019	366.396	1757.897	306.843	327.938	1743.35	1678.135	335.858	495.526	385.551	374.704	1748.12	1752.231	317.594	1739.553	1769.29	1741.802	324.371	463.496	1763.843	418.405	1743.625	1729.551	1730.296	308.659	305.076	318.955	504.214	1747.022	302.564	279.147	506.308	1697.263	1770.066	1775.589	302.558	421.335	404.54	517.061	1775.986	403.813	395.25	1730.931	1731.648	314.051	1754.263	355.044	1668.465	1786.979	381.774	258.024	1789.344	293.688	436.626	1718.273	1654.594	429.679	212.217	1754.967	1722.257	1730.411	465.987	364.194	543.212	425.475	1710.505	1747.051	444.61	308.238	1745.834	356.37	216.017	1753.197	402.778	1688.335	488.236	336.578	191.155	1774.595	1743.928	313.75	1737.693	376.653	366.485	426.353	1662.499	1737.881	311.769	1716.055	477.387	458.148	1724.863	411.988	400.229	1747.861	487.905	396.595	1750.301	1685.421	1742.676	274.622	396.137	406.959	1764.914	1787.504	485.758	1716.65	368.133	1753.343	373.818	1708.177	402.517	456.863	1733.28	1727.121	371.822	529.731	1735.701	
SHH_WT_models_highres12150.py	434.728	1660.658	1666.72	272.85	392.862	262.994	1639.105	414.711	403.289	433.399	510.35	480.309	486.103	281.766	265.507	494.059	467.732	1672.46	494.803	0.0	476.942	292.359	439.893	478.947	1655.968	1608.696	1645.428	1665.091	487.771	340.655	1642.142	272.465	1605.331	342.524	310.619	1659.847	293.652	428.313	1662.18	1635.743	1665.952	1586.255	425.724	1702.99	232.026	317.066	353.742	1627.462	469.86	1684.829	507.401	1663.346	1696.494	486.752	1666.864	1632.668	499.851	482.848	1608.237	442.45	492.59	1616.668	384.945	516.727	1610.999	524.612	1620.924	1591.891	554.515	443.521	242.702	253.963	538.484	453.379	1641.284	1635.186	349.628	1699.009	461.275	346.35	1615.929	1629.854	1585.138	517.937	1678.403	408.838	542.521	1660.198	1565.795	474.835	394.706	346.27	335.48	1669.517	1677.177	503.92	1644.32	1669.613	1663.18	426.926	269.38	1663.215	262.648	1662.351	1628.635	1654.122	549.273	514.298	489.525	449.269	1659.17	499.008	513.98	378.731	1602.898	1684.949	1695.121	411.657	412.169	484.203	380.015	1689.692	399.135	276.969	1624.552	1655.727	514.896	1651.706	349.129	1589.763	1703.16	372.949	558.698	1691.884	513.544	543.925	1647.913	1553.361	361.86	555.125	1674.001	1632.33	1686.862	430.57	437.619	559.337	337.252	1601.079	1665.034	377.379	492.427	1670.806	368.823	572.486	1673.638	332.963	1588.57	431.428	450.489	527.065	1696.119	1712.227	399.213	1650.036	399.845	360.337	360.531	1559.782	1708.734	469.747	1647.218	560.551	229.809	1652.482	318.587	441.119	1635.249	232.347	380.553	1657.529	1606.464	1644.735	451.356	299.418	408.889	1658.008	1669.408	459.195	1623.407	391.27	1649.447	370.821	1612.528	330.152	497.764	1642.331	1657.072	451.074	545.823	1649.019	
SHH_WT_models_highres31879.py	295.209	1754.228	1746.14	394.666	390.54	370.259	1735.873	255.177	281.699	281.427	398.777	166.661	155.332	349.164	388.212	147.214	288.545	1767.545	123.022	476.942	0.0	418.506	339.112	275.434	1758.715	1726.643	1722.762	1745.105	202.306	352.676	1738.398	430.838	1714.319	342.834	378.827	1761.392	378.653	244.115	1765.261	1752.081	1749.692	1669.698	279.056	1810.122	405.772	372.935	440.429	1748.135	376.136	1763.185	187.12	1764.539	1754.604	197.28	1743.355	1720.068	232.885	247.555	1713.481	322.028	291.31	1729.075	336.204	254.919	1680.707	250.146	1714.413	1702.714	266.916	324.954	457.564	432.017	225.353	236.09	1724.305	1718.248	353.077	1750.448	359.382	365.324	1720.549	1751.909	1679.22	377.864	1747.087	313.855	363.909	1749.493	1687.677	359.823	499.199	410.84	392.901	1760.621	1741.832	330.769	1740.935	1763.125	1748.293	329.817	444.383	1755.966	391.322	1734.922	1723.981	1738.335	287.196	297.219	334.537	494.623	1762.442	272.826	298.949	501.774	1695.599	1771.387	1767.785	328.544	405.68	401.025	514.07	1771.379	388.914	419.343	1724.338	1747.463	306.632	1749.805	381.918	1671.621	1778.987	360.736	274.789	1786.589	280.414	443.584	1724.148	1664.803	417.053	267.329	1758.151	1734.263	1745.854	467.216	371.413	534.524	417.096	1712.016	1735.886	428.385	259.113	1752.786	378.034	234.967	1743.073	378.625	1693.568	468.037	344.855	227.513	1765.235	1761.91	336.381	1731.417	361.163	397.18	397.211	1666.858	1756.664	294.053	1726.844	486.421	421.278	1715.405	398.828	379.161	1741.712	490.312	384.194	1760.749	1680.611	1750.306	293.952	406.513	395.57	1773.244	1781.432	486.241	1723.343	371.022	1762.817	386.834	1703.096	426.31	448.222	1751.708	1734.991	375.294	510.866	1729.856	
