	SHH_WT_models_highres25781.py	SHH_WT_models_highres38863.py	SHH_WT_models_highres38476.py	SHH_WT_models_highres22341.py	SHH_WT_models_highres6304.py	SHH_WT_models_highres41357.py	SHH_WT_models_highres24080.py	SHH_WT_models_highres6237.py	SHH_WT_models_highres45383.py	SHH_WT_models_highres49960.py	SHH_WT_models_highres23113.py	SHH_WT_models_highres38036.py	SHH_WT_models_highres11881.py	SHH_WT_models_highres49526.py	SHH_WT_models_highres8956.py	SHH_WT_models_highres6417.py	SHH_WT_models_highres41632.py	SHH_WT_models_highres35265.py	SHH_WT_models_highres11087.py	SHH_WT_models_highres17982.py	SHH_WT_models_highres35901.py	SHH_WT_models_highres17943.py	SHH_WT_models_highres22748.py	SHH_WT_models_highres35879.py	SHH_WT_models_highres31596.py	SHH_WT_models_highres11966.py	SHH_WT_models_highres1278.py	SHH_WT_models_highres29282.py	SHH_WT_models_highres37336.py	SHH_WT_models_highres22408.py	SHH_WT_models_highres9157.py	SHH_WT_models_highres20506.py	SHH_WT_models_highres4319.py	SHH_WT_models_highres15999.py	SHH_WT_models_highres19348.py	SHH_WT_models_highres37991.py	SHH_WT_models_highres8464.py	SHH_WT_models_highres24510.py	SHH_WT_models_highres5566.py	SHH_WT_models_highres29602.py	SHH_WT_models_highres38783.py	SHH_WT_models_highres12667.py	SHH_WT_models_highres34760.py	SHH_WT_models_highres1670.py	SHH_WT_models_highres24201.py	SHH_WT_models_highres19906.py	SHH_WT_models_highres3504.py	SHH_WT_models_highres49057.py	SHH_WT_models_highres39524.py	SHH_WT_models_highres49180.py	SHH_WT_models_highres49927.py	SHH_WT_models_highres31879.py	SHH_WT_models_highres34517.py	SHH_WT_models_highres10104.py	SHH_WT_models_highres23829.py	SHH_WT_models_highres30712.py	SHH_WT_models_highres42035.py	SHH_WT_models_highres22556.py	SHH_WT_models_highres18887.py	SHH_WT_models_highres5372.py	SHH_WT_models_highres31225.py	SHH_WT_models_highres46286.py	SHH_WT_models_highres25678.py	SHH_WT_models_highres32733.py	SHH_WT_models_highres47034.py	SHH_WT_models_highres8504.py	SHH_WT_models_highres47141.py	SHH_WT_models_highres21540.py	SHH_WT_models_highres13336.py	SHH_WT_models_highres1537.py	SHH_WT_models_highres17001.py	SHH_WT_models_highres92.py	SHH_WT_models_highres34081.py	SHH_WT_models_highres24271.py	SHH_WT_models_highres23265.py	SHH_WT_models_highres26194.py	SHH_WT_models_highres13173.py	SHH_WT_models_highres2023.py	SHH_WT_models_highres23577.py	SHH_WT_models_highres3582.py	SHH_WT_models_highres12864.py	SHH_WT_models_highres34615.py	SHH_WT_models_highres22983.py	SHH_WT_models_highres47636.py	SHH_WT_models_highres23072.py	SHH_WT_models_highres37859.py	SHH_WT_models_highres34599.py	SHH_WT_models_highres42525.py	SHH_WT_models_highres14127.py	SHH_WT_models_highres5395.py	SHH_WT_models_highres43463.py	SHH_WT_models_highres10187.py	SHH_WT_models_highres18275.py	SHH_WT_models_highres2349.py	SHH_WT_models_highres28239.py	SHH_WT_models_highres12514.py	SHH_WT_models_highres12385.py	SHH_WT_models_highres29684.py	SHH_WT_models_highres15028.py	SHH_WT_models_highres30575.py	SHH_WT_models_highres26312.py	SHH_WT_models_highres42203.py	SHH_WT_models_highres1093.py	SHH_WT_models_highres38114.py	SHH_WT_models_highres2418.py	SHH_WT_models_highres42354.py	SHH_WT_models_highres33745.py	SHH_WT_models_highres18351.py	SHH_WT_models_highres29979.py	SHH_WT_models_highres12150.py	SHH_WT_models_highres33734.py	SHH_WT_models_highres26110.py	SHH_WT_models_highres37468.py	SHH_WT_models_highres41537.py	SHH_WT_models_highres18152.py	
SHH_WT_models_highres13173.py	386.258	1764.337	1766.571	232.573	474.501	225.406	1729.261	393.855	389.85	386.534	453.989	317.244	361.518	201.779	276.724	342.226	388.178	1763.907	332.885	349.628	353.077	263.281	456.124	349.616	1736.141	1689.879	1749.739	1763.5	332.945	156.178	1758.36	297.037	1691.326	245.296	130.052	1730.192	260.817	410.188	1770.7	1739.559	1766.246	1674.669	398.528	1740.132	258.924	199.528	293.875	1709.239	478.467	1789.376	358.672	1722.044	1759.997	378.728	1770.615	1747.292	332.898	409.381	1701.738	393.05	418.536	1691.465	218.857	450.322	1713.111	409.669	1706.551	1686.35	471.747	415.199	385.179	251.265	392.738	405.451	1743.325	1717.876	0.0	1751.026	479.369	207.81	1698.331	1738.525	1683.975	458.186	1781.745	276.023	441.298	1744.391	1658.534	478.296	415.164	188.973	108.788	1735.135	1780.727	424.601	1737.935	1760.417	1733.15	273.266	381.834	1760.131	341.937	1763.853	1740.839	1727.39	465.229	459.332	456.646	432.015	1717.677	438.231	428.106	359.828	1701.185	
SHH_WT_models_highres2023.py	1708.065	522.109	476.366	1737.785	1665.59	1758.228	437.178	1700.018	1700.979	1713.098	1732.645	1745.679	1748.214	1758.248	1752.477	1749.846	1715.42	495.624	1732.95	1699.009	1750.448	1745.21	1708.675	1718.311	484.244	470.43	570.014	441.583	1716.324	1743.354	493.504	1747.343	452.225	1726.767	1741.914	450.666	1769.874	1743.558	506.012	517.166	472.056	440.835	1696.825	765.804	1702.742	1763.139	1754.225	539.796	1700.52	530.827	1741.617	377.068	278.449	1714.956	500.602	501.051	1732.555	1753.481	486.879	1694.503	1743.957	463.146	1735.042	1745.75	534.459	1757.543	434.633	495.94	1735.45	1690.495	1721.807	1745.893	1734.468	1707.787	486.237	475.53	1751.026	0.0	1716.945	1745.676	448.407	534.292	607.036	1745.225	468.764	1744.397	1746.234	396.04	532.891	1703.654	1718.33	1737.684	1745.297	399.904	567.209	1734.863	590.365	479.614	409.116	1735.785	1723.026	511.952	1717.458	514.3	516.095	395.831	1740.274	1718.279	1721.501	1774.198	382.65	1715.085	1761.68	1718.489	472.86	
SHH_WT_models_highres23577.py	348.659	1722.956	1721.734	464.004	315.685	447.977	1712.888	327.857	292.45	325.904	323.72	369.965	333.359	453.757	418.522	357.344	347.931	1746.919	371.867	461.275	359.382	444.751	294.3	414.647	1734.368	1697.141	1681.173	1728.474	379.522	458.976	1715.783	433.792	1689.958	428.099	491.904	1737.868	455.886	301.827	1741.175	1723.866	1733.293	1653.854	292.958	1771.265	438.913	459.887	405.838	1718.187	190.954	1740.594	374.437	1739.236	1727.945	395.829	1719.986	1700.036	374.819	312.499	1685.006	352.274	322.588	1699.07	462.34	358.787	1649.248	388.065	1692.779	1676.82	367.198	398.134	398.055	476.201	393.982	285.245	1701.448	1698.501	479.369	1716.945	0.0	471.585	1695.484	1719.327	1639.603	287.655	1737.887	454.659	288.877	1725.857	1658.647	308.246	520.435	518.195	510.053	1736.273	1721.702	310.74	1701.408	1745.718	1730.832	467.109	395.358	1722.632	411.974	1712.482	1691.072	1718.966	370.255	299.117	263.442	500.533	1737.359	328.493	392.658	496.565	1679.078	
SHH_WT_models_highres3582.py	397.504	1746.607	1750.171	247.369	482.301	278.97	1714.788	378.411	383.79	391.438	470.723	359.816	408.235	254.221	300.812	344.313	424.482	1756.021	345.206	346.35	365.324	292.64	489.311	346.744	1719.71	1677.699	1732.014	1756.537	372.047	167.156	1734.743	293.861	1680.22	252.793	214.756	1721.872	263.452	406.627	1755.181	1726.918	1753.75	1660.572	403.534	1740.28	257.917	247.748	335.519	1695.718	483.2	1771.682	341.683	1717.989	1751.123	381.73	1754.035	1729.538	335.132	453.463	1681.532	381.984	414.959	1679.204	213.578	466.646	1698.126	358.297	1689.806	1671.284	469.963	429.616	343.36	330.256	371.158	386.519	1730.68	1706.084	207.81	1745.676	471.585	0.0	1687.125	1726.854	1665.589	455.013	1774.983	285.557	445.792	1728.53	1641.557	433.935	427.292	158.866	196.964	1723.951	1762.078	471.497	1714.702	1752.411	1725.622	277.536	357.859	1746.381	386.49	1750.329	1721.495	1715.714	477.435	457.339	429.621	457.003	1713.726	460.472	420.901	390.846	1689.523	
SHH_WT_models_highres12864.py	1686.723	404.345	425.997	1664.236	1643.558	1687.329	248.27	1673.607	1678.244	1687.573	1712.264	1725.699	1721.594	1688.579	1683.56	1731.186	1695.485	374.108	1711.787	1615.929	1720.549	1675.811	1682.79	1696.15	267.565	152.984	507.768	418.192	1699.658	1696.581	398.919	1678.609	92.567	1679.013	1677.793	195.475	1698.112	1714.32	367.816	381.593	409.114	356.439	1670.181	595.419	1632.193	1699.365	1687.978	269.296	1678.467	425.173	1726.477	255.05	345.317	1692.493	495.133	406.7	1714.677	1731.17	286.091	1673.753	1727.171	123.734	1694.73	1723.343	506.286	1741.497	288.882	125.322	1728.638	1668.818	1652.571	1670.279	1720.088	1683.124	484.547	521.392	1698.331	448.407	1695.484	1687.125	0.0	364.216	500.304	1729.593	430.761	1702.275	1732.547	340.586	195.47	1686.937	1683.623	1675.945	1683.331	336.679	516.502	1717.671	502.524	406.199	335.878	1705.413	1650.7	468.901	1647.298	515.72	425.976	362.096	1731.309	1697.758	1705.339	1751.805	233.153	1704.422	1744.733	1644.703	290.28	
SHH_WT_models_highres34615.py	1711.95	272.761	307.68	1688.43	1654.464	1708.408	415.01	1702.612	1704.289	1715.344	1747.548	1762.907	1752.665	1717.038	1704.476	1765.133	1723.616	196.954	1755.482	1629.854	1751.909	1700.899	1696.153	1734.08	452.26	327.03	432.247	295.776	1743.012	1727.786	227.639	1704.153	350.221	1708.906	1710.675	420.383	1721.584	1738.577	184.421	180.295	224.232	514.103	1699.058	673.638	1657.307	1727.71	1721.375	371.169	1700.709	323.111	1768.242	403.25	501.927	1732.163	441.025	271.855	1764.672	1752.992	455.858	1704.875	1754.727	347.056	1728.767	1748.412	438.903	1779.775	455.682	352.342	1764.999	1692.397	1667.104	1689.645	1773.436	1715.767	438.332	471.022	1738.525	534.292	1719.327	1726.854	364.216	0.0	407.69	1765.105	303.304	1732.149	1775.698	483.537	357.299	1704.888	1656.624	1706.778	1716.894	483.707	420.346	1740.956	402.036	247.249	499.02	1743.737	1666.88	383.889	1664.938	476.983	273.837	518.253	1762.594	1728.795	1728.848	1724.027	371.088	1732.245	1757.153	1681.665	461.574	
SHH_WT_models_highres22983.py	1641.533	350.435	393.831	1636.924	1590.178	1660.921	480.176	1625.086	1627.24	1642.494	1666.413	1687.317	1679.659	1656.744	1650.594	1690.551	1650.542	426.882	1678.019	1585.138	1679.22	1654.675	1623.428	1654.912	501.59	476.905	309.346	466.095	1662.998	1672.234	426.115	1660.945	487.043	1656.608	1656.799	497.328	1669.805	1667.843	393.07	397.994	458.594	502.246	1622.662	692.002	1592.739	1669.249	1674.327	458.644	1622.499	412.577	1688.325	548.558	520.786	1655.795	507.613	415.128	1683.974	1682.868	492.045	1624.279	1680.349	505.076	1670.975	1675.084	398.946	1704.253	500.616	466.545	1694.355	1623.892	1619.417	1644.402	1695.09	1636.255	491.616	559.654	1683.975	607.036	1639.603	1665.589	500.304	407.69	0.0	1694.314	497.424	1674.262	1697.377	535.085	482.963	1633.747	1596.085	1654.498	1661.853	548.522	472.044	1668.383	331.139	480.481	553.672	1685.899	1615.365	417.729	1617.191	511.528	343.234	560.856	1691.608	1657.072	1655.142	1668.903	545.672	1661.725	1687.812	1645.57	504.908	
SHH_WT_models_highres47636.py	258.196	1786.476	1786.754	413.758	371.56	423.141	1766.516	388.359	363.565	286.618	214.876	338.173	368.806	465.801	430.163	357.446	323.734	1802.342	366.396	517.937	377.864	421.213	429.563	342.609	1778.643	1729.412	1746.813	1795.929	347.572	456.327	1772.031	412.326	1726.09	457.283	452.842	1774.401	436.711	323.69	1797.227	1772.787	1796.078	1704.41	406.428	1790.301	510.328	426.148	364.672	1758.392	318.101	1801.961	378.036	1771.424	1762.336	384.42	1788.261	1761.641	332.326	307.544	1733.637	391.436	279.706	1727.978	479.232	419.753	1716.782	387.14	1744.493	1717.226	414.432	323.508	476.527	465.197	436.143	396.918	1769.894	1765.928	458.186	1745.225	287.655	455.013	1729.593	1765.105	1694.314	0.0	1803.516	490.087	192.125	1781.802	1692.023	323.641	571.443	477.293	476.164	1782.406	1786.673	354.513	1758.808	1801.707	1785.26	500.339	516.848	1786.995	514.95	1783.047	1752.379	1772.816	413.723	357.901	323.353	540.071	1764.362	373.762	358.766	473.581	1727.137	
SHH_WT_models_highres23072.py	1749.216	328.193	273.628	1738.442	1688.394	1752.707	403.556	1722.566	1728.573	1747.604	1785.769	1767.654	1752.934	1749.934	1744.277	1757.028	1750.438	242.397	1757.897	1678.403	1747.087	1752.079	1710.531	1764.017	452.415	396.658	422.856	170.497	1762.031	1770.157	293.923	1752.858	405.494	1738.527	1758.285	406.885	1771.292	1750.606	275.678	272.751	227.457	446.767	1718.639	734.209	1696.171	1772.555	1774.672	447.674	1725.502	323.605	1764.934	336.52	494.836	1744.937	338.638	233.241	1775.381	1763.519	480.169	1735.552	1774.0	420.784	1761.997	1746.065	373.319	1765.313	421.35	451.943	1752.109	1737.715	1711.105	1739.407	1766.533	1726.45	302.856	317.347	1781.745	468.764	1737.887	1774.983	430.761	303.304	497.424	1803.516	0.0	1759.055	1788.068	398.112	467.68	1729.398	1706.785	1754.123	1765.059	401.725	387.274	1752.608	455.139	225.712	398.538	1766.937	1706.904	346.466	1696.086	342.735	341.04	416.26	1759.088	1740.312	1739.16	1768.864	323.765	1740.022	1755.415	1739.085	442.341	
SHH_WT_models_highres37859.py	441.283	1754.741	1748.255	314.648	489.92	263.091	1724.474	393.533	419.343	413.827	520.243	358.621	323.028	274.187	289.345	329.899	406.307	1762.897	306.843	408.838	313.855	330.779	436.838	440.084	1740.69	1694.345	1730.089	1752.179	354.572	211.199	1737.841	342.058	1692.513	206.83	305.982	1739.048	320.447	407.467	1756.311	1734.707	1747.999	1662.18	387.733	1770.763	318.265	293.004	365.095	1718.343	457.131	1776.975	365.219	1723.248	1766.998	342.869	1748.317	1723.281	403.679	369.507	1700.509	442.562	406.517	1697.582	193.061	378.046	1690.523	359.955	1698.209	1683.223	370.784	470.334	351.392	355.728	304.898	374.02	1721.511	1692.494	276.023	1744.397	454.659	285.557	1702.275	1732.149	1674.262	490.087	1759.055	0.0	455.392	1735.364	1660.267	422.621	415.127	318.649	317.495	1733.126	1758.492	408.608	1724.786	1750.445	1731.499	188.0	347.224	1752.206	283.508	1737.586	1720.293	1721.738	369.423	363.18	395.613	397.603	1717.709	402.556	390.996	449.297	1691.037	
SHH_WT_models_highres34599.py	316.835	1787.453	1781.86	447.914	390.984	436.376	1761.176	370.636	346.833	336.59	249.613	318.67	360.65	477.437	460.141	328.484	339.936	1780.647	327.938	542.521	363.909	441.484	426.915	343.377	1772.98	1730.035	1742.583	1776.363	322.864	439.311	1776.182	435.891	1728.283	453.563	461.541	1769.851	465.343	368.0	1804.113	1780.834	1789.405	1701.737	375.593	1774.376	494.176	433.819	393.169	1757.054	314.649	1782.427	359.634	1764.228	1759.882	386.066	1784.219	1760.909	311.418	325.408	1731.672	353.725	300.345	1728.161	457.827	446.069	1716.48	362.263	1740.537	1719.733	433.162	370.133	482.609	495.252	402.85	373.208	1768.13	1764.615	441.298	1746.234	288.877	445.792	1732.547	1775.698	1697.377	192.125	1788.068	455.392	0.0	1775.367	1694.994	300.624	568.404	472.055	473.458	1774.332	1782.221	344.399	1758.15	1782.481	1779.749	484.922	516.636	1777.554	512.022	1778.648	1757.77	1766.395	427.281	368.477	320.305	542.335	1759.674	382.827	334.758	496.327	1734.197	
SHH_WT_models_highres42525.py	1730.371	384.885	340.81	1714.933	1670.768	1736.275	202.678	1701.319	1706.606	1728.56	1761.979	1760.926	1752.576	1729.615	1727.284	1757.435	1733.246	420.311	1743.35	1660.198	1749.493	1730.851	1702.75	1734.365	229.477	324.621	454.84	381.033	1733.54	1739.148	402.517	1728.184	316.873	1717.893	1728.494	269.554	1748.131	1747.635	431.945	438.86	399.018	241.28	1696.902	652.227	1664.293	1744.438	1747.65	342.319	1708.561	406.1	1753.494	246.042	362.324	1723.869	344.691	390.033	1752.746	1758.498	277.393	1700.427	1761.723	326.274	1731.177	1742.65	410.942	1765.739	197.061	360.604	1750.47	1712.701	1684.16	1725.584	1742.984	1707.705	333.038	380.659	1744.391	396.04	1725.857	1728.53	340.586	483.537	535.085	1781.802	398.112	1735.364	1775.367	0.0	390.156	1710.298	1721.727	1719.624	1730.924	134.873	442.755	1746.714	462.38	414.939	197.992	1737.225	1686.293	369.423	1682.974	360.733	473.534	162.788	1752.23	1724.551	1728.045	1791.024	276.164	1729.641	1757.14	1714.073	360.438	
SHH_WT_models_highres14127.py	1647.395	404.591	446.736	1614.143	1603.031	1638.615	265.442	1636.217	1639.57	1647.967	1675.572	1690.913	1688.816	1644.742	1639.87	1698.878	1657.711	403.78	1678.135	1565.795	1687.677	1627.488	1647.911	1659.215	302.796	157.555	522.601	460.438	1664.572	1655.495	390.103	1629.539	198.064	1638.396	1633.882	277.28	1651.579	1675.95	398.707	353.442	419.6	402.078	1633.354	604.465	1584.234	1652.62	1645.324	270.512	1638.96	450.643	1698.335	342.355	412.596	1658.28	536.038	414.807	1680.676	1695.119	298.591	1632.785	1687.763	182.917	1660.649	1692.37	508.792	1706.391	329.253	156.63	1700.89	1629.287	1600.592	1623.109	1689.943	1648.137	530.553	574.73	1658.534	532.891	1658.647	1641.557	195.47	357.299	482.963	1692.023	467.68	1660.267	1694.994	390.156	0.0	1643.335	1633.267	1630.455	1639.305	400.223	508.568	1678.931	490.321	440.966	420.445	1676.292	1603.421	495.428	1603.727	566.765	420.925	432.607	1700.005	1663.949	1665.605	1706.837	324.457	1679.391	1702.746	1601.442	349.907	
SHH_WT_models_highres5395.py	275.979	1715.001	1714.166	410.612	305.799	413.141	1695.356	307.344	309.833	276.315	383.035	353.98	348.29	453.534	393.008	338.277	286.793	1739.232	335.858	474.835	359.823	423.9	337.504	363.758	1719.535	1683.349	1685.031	1722.604	336.861	437.483	1700.381	383.363	1679.695	414.104	478.71	1725.835	424.936	342.524	1727.501	1709.446	1718.951	1639.89	325.965	1777.24	444.771	427.604	465.761	1708.783	323.667	1736.029	360.265	1730.811	1714.691	357.939	1714.703	1685.605	359.472	296.089	1677.472	326.26	237.209	1686.388	436.58	377.792	1641.726	320.538	1680.294	1663.046	375.422	310.438	381.508	481.521	379.428	335.663	1695.123	1691.659	478.296	1703.654	308.246	433.935	1686.937	1704.888	1633.747	323.641	1729.398	422.621	300.624	1710.298	1643.335	0.0	520.16	472.533	502.142	1726.619	1710.697	306.983	1692.565	1734.9	1726.657	461.292	411.487	1722.18	448.141	1706.524	1678.416	1712.211	352.206	297.421	189.342	492.395	1724.614	329.461	262.325	545.461	1669.309	
SHH_WT_models_highres43463.py	497.223	1680.663	1685.542	427.21	471.184	401.068	1704.213	443.096	446.525	500.467	570.614	491.025	493.122	404.417	400.072	497.928	480.144	1697.135	495.526	394.706	499.199	428.718	474.123	515.12	1720.698	1671.052	1672.416	1695.254	472.991	371.088	1671.575	437.382	1671.437	418.188	409.879	1720.87	442.892	508.642	1685.364	1665.77	1693.52	1656.934	445.453	1755.417	355.392	422.832	473.594	1683.033	487.828	1708.946	507.382	1721.844	1737.132	479.506	1698.839	1661.482	510.935	516.865	1684.97	459.7	525.965	1680.202	405.618	533.367	1640.406	518.381	1685.666	1659.387	559.841	506.046	408.174	412.453	538.18	463.276	1672.86	1654.333	415.164	1718.33	520.435	427.292	1683.623	1656.624	1596.085	571.443	1706.785	415.127	568.404	1721.727	1633.267	520.16	0.0	421.834	411.187	1725.749	1698.112	508.853	1655.847	1696.697	1718.979	431.66	410.767	1687.913	386.707	1691.217	1656.407	1712.193	561.248	530.649	525.041	270.107	1715.165	524.17	519.424	517.98	1680.677	
SHH_WT_models_highres10187.py	399.897	1730.611	1736.801	219.285	497.019	253.445	1702.441	413.223	428.091	403.189	473.042	376.968	439.57	233.448	311.06	388.845	440.134	1738.05	385.551	346.27	410.84	261.825	518.65	357.316	1709.394	1663.59	1716.615	1737.225	397.528	188.276	1719.557	286.387	1667.009	256.617	157.731	1710.381	248.768	441.009	1737.104	1706.172	1736.436	1651.171	442.78	1726.972	290.786	254.703	321.678	1682.92	522.289	1758.86	401.306	1709.369	1744.73	409.602	1737.512	1715.206	366.913	476.828	1673.849	425.38	451.67	1665.782	236.671	501.509	1685.167	438.462	1682.083	1661.565	521.005	434.23	374.867	293.608	440.069	449.732	1715.108	1692.432	188.973	1737.684	518.195	158.866	1675.945	1706.778	1654.498	477.293	1754.123	318.649	472.055	1719.624	1630.455	472.533	421.834	0.0	144.782	1715.155	1744.706	493.427	1702.114	1735.016	1715.333	314.94	373.746	1729.877	402.14	1735.643	1705.715	1705.939	521.45	502.514	473.958	446.763	1704.07	496.862	462.709	370.585	1678.459	
SHH_WT_models_highres18275.py	397.37	1741.724	1746.628	223.852	485.733	233.851	1712.045	421.078	409.895	402.51	474.959	354.417	410.03	216.4	293.849	381.615	425.593	1749.62	374.704	335.48	392.901	263.866	497.759	356.335	1720.977	1673.529	1728.245	1747.146	375.191	172.839	1735.599	304.215	1675.489	270.461	107.472	1717.508	255.082	420.288	1750.447	1718.381	1749.975	1659.05	432.068	1731.602	264.686	199.081	308.687	1690.798	513.071	1772.095	395.792	1716.664	1750.182	409.824	1750.844	1728.025	359.078	449.029	1682.142	409.072	454.771	1676.507	252.426	491.655	1694.365	451.559	1691.333	1668.817	511.645	427.093	387.522	249.267	439.862	432.95	1724.374	1703.574	108.788	1745.297	510.053	196.964	1683.331	1716.894	1661.853	476.164	1765.059	317.495	473.458	1730.924	1639.305	502.142	411.187	144.782	0.0	1724.467	1758.865	469.042	1717.806	1748.249	1722.017	315.21	390.596	1740.787	367.537	1746.489	1718.375	1714.607	511.036	502.272	491.736	443.953	1711.558	476.935	459.202	351.845	1683.837	
SHH_WT_models_highres2349.py	1741.018	380.797	334.513	1720.294	1684.663	1741.277	225.205	1714.274	1717.783	1739.456	1766.867	1766.892	1765.346	1738.314	1738.934	1764.797	1745.548	404.513	1748.12	1669.517	1760.621	1729.749	1719.203	1741.683	234.179	327.987	456.105	373.396	1739.973	1729.815	412.091	1732.202	319.28	1715.3	1725.042	277.138	1752.81	1759.577	433.637	432.424	393.805	252.134	1708.28	630.146	1672.545	1749.076	1740.071	322.811	1721.98	401.437	1760.228	218.34	365.802	1732.522	320.184	416.693	1752.178	1773.833	280.223	1710.534	1774.066	324.234	1725.37	1758.855	423.228	1776.611	194.899	371.574	1760.48	1723.23	1695.591	1728.237	1745.797	1718.391	325.159	362.562	1735.135	399.904	1736.273	1723.951	336.679	483.707	548.522	1782.406	401.725	1733.126	1774.332	134.873	400.223	1726.619	1725.749	1715.155	1724.467	0.0	460.38	1762.067	469.373	399.175	150.153	1730.231	1695.811	354.361	1690.469	343.788	478.471	122.594	1766.569	1736.184	1743.821	1795.247	259.672	1742.088	1778.688	1705.882	347.059	
SHH_WT_models_highres28239.py	1728.941	343.137	344.717	1730.779	1668.969	1748.771	426.756	1705.8	1710.845	1728.291	1766.892	1757.794	1741.295	1743.798	1741.905	1754.179	1732.224	382.708	1752.231	1677.177	1741.832	1748.497	1692.794	1745.064	448.483	481.658	416.279	405.165	1746.7	1766.925	357.477	1748.313	495.843	1742.356	1753.728	476.638	1762.501	1735.075	381.158	385.014	367.934	473.082	1703.084	675.868	1686.55	1763.013	1778.462	476.555	1708.226	385.11	1764.553	488.826	523.238	1733.867	395.976	350.914	1768.999	1744.99	486.178	1712.96	1756.431	496.401	1762.66	1732.8	340.868	1768.382	465.006	507.946	1747.568	1717.077	1705.119	1741.597	1768.231	1714.628	406.718	455.219	1780.727	567.209	1721.702	1762.078	516.502	420.346	472.044	1786.673	387.274	1758.492	1782.221	442.755	508.568	1710.697	1698.112	1744.706	1758.865	460.38	0.0	1734.563	413.864	403.527	494.679	1773.166	1703.212	405.418	1699.009	396.83	396.039	486.257	1750.492	1728.256	1725.917	1764.882	490.52	1732.978	1741.386	1726.011	511.571	
SHH_WT_models_highres12514.py	291.189	1745.325	1739.216	422.216	351.492	401.621	1727.993	335.896	332.947	267.401	391.609	297.64	225.681	418.656	373.028	333.15	224.128	1767.37	317.594	503.92	330.769	417.385	230.71	380.598	1761.15	1717.134	1713.933	1745.631	276.751	429.298	1735.465	411.163	1711.352	404.662	440.365	1757.515	433.552	332.396	1762.03	1743.308	1749.698	1671.182	305.054	1804.303	446.927	403.751	450.404	1744.015	280.966	1754.707	361.036	1766.072	1746.9	340.105	1735.389	1716.129	357.611	230.32	1719.561	359.458	246.983	1723.426	436.677	278.322	1669.288	352.796	1717.19	1696.807	325.615	336.501	453.56	430.491	375.855	337.213	1720.921	1717.019	424.601	1734.863	310.74	471.497	1717.671	1740.956	1668.383	354.513	1752.608	408.608	344.399	1746.714	1678.931	306.983	508.853	493.427	469.042	1762.067	1734.563	0.0	1731.665	1764.661	1751.418	439.907	427.265	1746.945	412.563	1728.549	1713.49	1743.378	289.223	284.559	277.718	459.647	1755.877	269.218	287.533	534.053	1699.444	
SHH_WT_models_highres12385.py	1709.065	310.783	327.787	1697.574	1648.265	1717.861	445.551	1684.917	1692.56	1710.591	1730.032	1751.417	1741.72	1719.367	1715.699	1751.617	1716.332	343.628	1739.553	1644.32	1740.935	1712.199	1684.789	1723.644	426.526	471.503	263.322	434.947	1730.288	1723.146	339.002	1709.529	484.742	1708.75	1715.943	473.517	1729.014	1732.475	356.488	366.538	365.582	487.606	1683.428	657.491	1655.958	1735.409	1730.843	424.564	1682.824	323.426	1754.099	493.978	535.207	1720.36	419.481	343.495	1748.069	1741.395	452.238	1688.611	1743.523	469.39	1722.164	1734.707	402.68	1761.741	444.274	489.683	1750.668	1690.212	1669.674	1707.086	1753.76	1701.171	445.38	475.534	1737.935	590.365	1701.408	1714.702	502.524	402.036	331.139	1758.808	455.139	1724.786	1758.15	462.38	490.321	1692.565	1655.847	1702.114	1717.806	469.373	413.864	1731.665	0.0	383.501	515.573	1736.357	1671.633	302.645	1675.162	447.529	407.642	514.877	1748.234	1718.589	1718.542	1729.737	499.575	1728.142	1746.316	1701.189	531.319	
SHH_WT_models_highres29684.py	1751.454	297.942	256.945	1726.428	1689.386	1744.026	407.679	1730.092	1736.488	1750.98	1785.858	1777.275	1765.926	1748.137	1741.516	1767.312	1759.155	133.403	1769.29	1669.613	1763.125	1734.981	1721.755	1772.231	425.614	381.106	384.716	203.914	1773.562	1749.737	209.547	1737.147	384.65	1726.254	1744.59	410.301	1755.68	1761.802	204.687	213.426	150.024	452.067	1727.56	713.647	1695.441	1769.192	1751.121	422.824	1731.428	250.349	1776.441	322.264	504.776	1755.806	309.238	249.414	1777.415	1775.033	461.233	1742.511	1784.785	385.93	1745.562	1760.975	401.043	1777.971	413.871	433.85	1770.203	1733.102	1699.475	1727.891	1778.923	1737.994	336.198	327.079	1760.417	479.614	1745.718	1752.411	406.199	247.249	480.481	1801.707	225.712	1750.445	1782.481	414.939	440.966	1734.9	1696.697	1735.016	1748.249	399.175	403.527	1764.661	383.501	0.0	417.971	1751.658	1700.412	306.713	1695.273	352.234	304.162	429.006	1774.227	1748.621	1751.227	1758.469	302.284	1751.517	1770.835	1715.944	424.246	
