	SHH_WT_models38454.py	SHH_WT_models39215.py	SHH_WT_models3827.py	SHH_WT_models40786.py	SHH_WT_models10615.py	SHH_WT_models11746.py	SHH_WT_models357.py	SHH_WT_models12018.py	SHH_WT_models35923.py	SHH_WT_models1483.py	SHH_WT_models27725.py	SHH_WT_models22704.py	SHH_WT_models46610.py	SHH_WT_models25210.py	SHH_WT_models8890.py	SHH_WT_models21516.py	SHH_WT_models48773.py	SHH_WT_models491.py	SHH_WT_models1192.py	SHH_WT_models38276.py	SHH_WT_models49283.py	SHH_WT_models29668.py	SHH_WT_models2238.py	SHH_WT_models29348.py	SHH_WT_models37141.py	SHH_WT_models14847.py	SHH_WT_models30347.py	SHH_WT_models41853.py	SHH_WT_models7344.py	SHH_WT_models1588.py	SHH_WT_models22421.py	SHH_WT_models8764.py	SHH_WT_models39507.py	SHH_WT_models15435.py	SHH_WT_models41149.py	SHH_WT_models45309.py	SHH_WT_models11760.py	SHH_WT_models44296.py	SHH_WT_models47603.py	SHH_WT_models35629.py	SHH_WT_models44428.py	SHH_WT_models36637.py	SHH_WT_models47783.py	SHH_WT_models44981.py	SHH_WT_models37228.py	SHH_WT_models36833.py	SHH_WT_models2378.py	SHH_WT_models22582.py	SHH_WT_models34183.py	SHH_WT_models44943.py	SHH_WT_models28174.py	SHH_WT_models42616.py	SHH_WT_models6662.py	SHH_WT_models18902.py	SHH_WT_models26485.py	SHH_WT_models27908.py	SHH_WT_models40839.py	SHH_WT_models29459.py	SHH_WT_models17169.py	SHH_WT_models38759.py	SHH_WT_models19239.py	SHH_WT_models42278.py	SHH_WT_models15235.py	SHH_WT_models25278.py	SHH_WT_models9748.py	SHH_WT_models32436.py	SHH_WT_models37719.py	SHH_WT_models33732.py	SHH_WT_models34323.py	SHH_WT_models19436.py	SHH_WT_models34283.py	SHH_WT_models5070.py	SHH_WT_models17200.py	SHH_WT_models37605.py	SHH_WT_models7718.py	SHH_WT_models40490.py	SHH_WT_models1709.py	SHH_WT_models31532.py	SHH_WT_models30779.py	SHH_WT_models2347.py	SHH_WT_models15552.py	SHH_WT_models16149.py	SHH_WT_models10306.py	SHH_WT_models30402.py	SHH_WT_models13634.py	SHH_WT_models41778.py	SHH_WT_models29007.py	SHH_WT_models36378.py	SHH_WT_models31832.py	SHH_WT_models39112.py	SHH_WT_models24206.py	SHH_WT_models5307.py	SHH_WT_models12433.py	SHH_WT_models18377.py	SHH_WT_models12231.py	SHH_WT_models49537.py	SHH_WT_models9944.py	SHH_WT_models48341.py	SHH_WT_models25404.py	SHH_WT_models25325.py	SHH_WT_models8984.py	SHH_WT_models1789.py	SHH_WT_models6373.py	SHH_WT_models17583.py	SHH_WT_models47710.py	SHH_WT_models41859.py	SHH_WT_models21876.py	SHH_WT_models31879.py	SHH_WT_models22069.py	SHH_WT_models38869.py	SHH_WT_models21025.py	SHH_WT_models192.py	SHH_WT_models23133.py	SHH_WT_models19903.py	SHH_WT_models7880.py	SHH_WT_models27167.py	SHH_WT_models32722.py	SHH_WT_models18570.py	SHH_WT_models41837.py	SHH_WT_models40274.py	SHH_WT_models29228.py	SHH_WT_models38655.py	SHH_WT_models717.py	SHH_WT_models8847.py	SHH_WT_models28238.py	SHH_WT_models34190.py	SHH_WT_models6070.py	SHH_WT_models5447.py	SHH_WT_models27032.py	SHH_WT_models1166.py	SHH_WT_models33698.py	SHH_WT_models49440.py	SHH_WT_models43041.py	SHH_WT_models43346.py	SHH_WT_models44997.py	SHH_WT_models32237.py	SHH_WT_models9283.py	SHH_WT_models49996.py	SHH_WT_models45114.py	SHH_WT_models7095.py	SHH_WT_models18557.py	SHH_WT_models11029.py	SHH_WT_models41538.py	SHH_WT_models13902.py	SHH_WT_models9585.py	SHH_WT_models27717.py	SHH_WT_models29730.py	SHH_WT_models45774.py	SHH_WT_models8077.py	SHH_WT_models40317.py	SHH_WT_models42102.py	SHH_WT_models7530.py	SHH_WT_models31195.py	SHH_WT_models10580.py	SHH_WT_models17316.py	SHH_WT_models40479.py	SHH_WT_models17085.py	SHH_WT_models28244.py	SHH_WT_models47890.py	SHH_WT_models14471.py	SHH_WT_models11050.py	SHH_WT_models32291.py	SHH_WT_models32644.py	SHH_WT_models32695.py	SHH_WT_models7948.py	SHH_WT_models32116.py	SHH_WT_models3886.py	SHH_WT_models11273.py	SHH_WT_models17399.py	SHH_WT_models4621.py	SHH_WT_models4070.py	SHH_WT_models34817.py	SHH_WT_models35309.py	SHH_WT_models41274.py	SHH_WT_models5926.py	SHH_WT_models35708.py	SHH_WT_models33622.py	SHH_WT_models9654.py	SHH_WT_models28611.py	SHH_WT_models23029.py	SHH_WT_models40865.py	SHH_WT_models40152.py	SHH_WT_models32950.py	SHH_WT_models13608.py	SHH_WT_models34664.py	SHH_WT_models2611.py	SHH_WT_models39351.py	SHH_WT_models34543.py	SHH_WT_models8846.py	SHH_WT_models37289.py	SHH_WT_models488.py	SHH_WT_models38204.py	SHH_WT_models571.py	SHH_WT_models34442.py	SHH_WT_models17286.py	SHH_WT_models9457.py	SHH_WT_models15986.py	SHH_WT_models28664.py	SHH_WT_models1811.py	SHH_WT_models30093.py	
SHH_WT_models27725.py	4112.683	4012.732	1308.197	1335.992	893.731	4061.432	967.652	4042.466	4088.35	3997.127	0.0	3983.982	4101.216	4116.735	4073.045	4040.594	4116.352	1342.673	675.655	4020.366	4040.351	4059.659	1442.539	4098.31	1196.23	3957.92	1266.293	1414.483	1312.597	1260.765	1426.947	1504.082	4081.493	1384.808	4017.037	1304.855	4002.855	1506.676	1425.966	1543.115	4104.415	4010.956	4010.525	4001.147	1485.845	4015.06	3998.794	4107.746	1556.293	4044.905	4115.566	1420.036	1467.8	1671.062	4025.266	4155.439	1564.326	4034.733	4122.446	1511.833	1369.022	3965.899	3990.107	1471.365	3990.539	1514.025	1424.809	1525.817	4024.608	1649.342	4119.076	4007.906	1285.12	4047.731	1531.961	1414.325	4048.227	4087.063	1593.261	4079.454	4219.819	1610.769	4244.303	1391.184	1424.498	4334.474	3982.767	1553.177	1438.221	4111.919	1250.961	1319.752	1359.325	4326.774	4246.047	4366.35	1432.922	4339.734	4010.33	4178.556	1294.548	4331.362	1420.081	1449.406	1435.362	1380.206	4330.212	1415.098	4338.473	4189.294	1463.846	4348.902	4350.986	1444.544	1341.599	4350.782	1467.403	4271.142	4210.024	4190.032	1489.969	4367.434	4317.259	4271.692	4343.524	4343.692	4334.95	4194.049	1504.462	1413.101	4307.509	1375.609	1522.431	4334.067	1487.482	4348.372	1472.46	1505.338	1310.423	4244.761	1320.949	1574.96	1318.799	4373.556	4326.092	1407.9	4335.794	1591.849	4330.665	4304.199	4181.807	4341.783	4192.439	1355.266	1359.5	4289.58	4379.686	1485.22	1348.036	4357.171	4373.461	1273.15	1490.505	4347.152	4342.348	4314.753	4224.834	4290.71	1556.99	1632.298	1513.437	1228.37	4341.695	4368.237	1393.632	1457.073	4300.115	4396.32	4304.8	1397.791	1485.704	4353.121	4158.325	1362.87	4364.862	4291.784	1535.641	1533.791	4349.057	4176.801	1485.133	1386.256	4269.944	4328.5	1553.188	4177.292	1437.802	1604.296	1413.445	1396.52	
SHH_WT_models22704.py	755.381	842.572	3975.434	3905.214	3917.531	876.643	3821.127	649.841	525.205	321.732	3983.982	0.0	1038.556	923.543	682.091	965.664	669.425	3842.724	4041.38	738.451	702.994	760.354	3897.255	799.252	3902.22	601.712	3812.352	3906.178	3867.016	3807.924	3924.074	3919.304	842.069	3988.673	1094.167	3963.039	725.723	3901.997	3822.103	3917.655	1015.491	753.763	773.781	818.431	3842.973	787.555	410.724	747.318	3844.686	850.28	654.827	3896.792	3855.022	3920.267	850.561	819.207	3868.433	819.617	844.814	3913.405	3832.759	763.876	787.48	3810.973	677.726	3862.059	3842.262	3859.872	876.616	3854.684	963.294	760.641	3864.338	896.877	3899.907	3861.315	957.826	986.068	3836.199	1077.838	1248.283	3863.539	1272.95	4239.931	3934.986	1237.923	896.849	3812.746	4204.91	1500.262	4287.355	4122.368	4116.042	1266.969	1230.112	1283.973	4179.482	1222.472	934.226	1144.036	4056.946	1228.641	4216.082	4209.251	4223.003	4083.876	1208.228	4110.212	1206.176	1067.796	4222.523	1218.147	1208.842	4117.286	4243.066	1229.06	4021.06	1400.461	1202.96	1207.298	4190.47	1239.45	1185.376	1277.696	1285.266	1262.022	1296.515	1198.833	4263.881	4189.503	1311.904	4214.612	4193.162	1195.557	4180.903	1396.746	4192.854	4218.383	4215.258	1182.241	4092.577	4206.48	4110.046	1225.185	1245.943	4198.243	1203.124	4222.755	1181.365	1238.163	1043.44	1198.086	1322.895	4219.426	4228.043	1231.485	1271.539	4127.001	4224.081	1187.939	1270.065	4246.335	4215.884	1212.987	1228.252	1213.08	1110.893	1267.625	4216.142	4201.984	4088.826	4312.517	1234.238	1226.376	4228.007	4200.176	1206.838	1300.641	1253.028	4196.643	4218.601	1308.174	1102.651	4232.266	1268.088	1187.083	4171.582	4218.924	1238.403	1237.068	4210.436	4225.146	1177.647	1251.058	4189.866	1119.06	4189.493	4196.693	4210.671	4173.414	
SHH_WT_models46610.py	560.608	446.511	3835.071	3716.671	3892.347	434.731	3800.23	527.804	905.938	1027.686	4101.216	1038.556	0.0	321.833	834.199	467.179	880.41	3801.175	4234.771	815.344	852.877	588.949	3842.527	672.553	3851.674	944.761	3776.52	3721.344	3822.11	3797.343	3875.955	3717.651	827.506	3977.043	452.017	3799.739	859.004	3890.015	3752.532	3850.619	546.815	892.461	937.324	815.731	3748.892	912.469	1047.808	799.985	3736.769	868.695	999.099	3791.15	3812.823	3788.98	913.931	887.866	3762.78	855.908	956.125	3872.607	3778.988	1008.747	900.384	3590.568	955.497	3835.117	3794.027	3806.45	1001.303	3729.724	500.702	914.135	3875.64	945.597	3796.071	3805.478	906.456	832.617	3730.994	658.052	1127.958	3732.61	1214.713	4139.67	3727.532	1336.738	858.948	3732.275	4141.153	1822.395	4299.222	4016.96	3999.743	1326.847	1203.265	1428.936	4098.801	1406.752	975.586	1220.433	3970.991	1404.41	4127.195	4112.177	4125.758	3995.766	1388.511	4001.027	1411.152	1272.477	4147.895	1397.888	1377.444	3954.427	4185.907	1339.368	3936.609	1086.267	1239.57	1271.395	4087.165	1422.202	1353.846	1213.058	1381.521	1378.647	1336.132	1174.778	4120.653	4082.869	1344.402	4121.571	4043.23	1392.911	4059.998	1231.508	4124.432	4118.791	4138.466	1266.614	4013.982	4056.184	4001.314	1481.281	1325.377	4100.205	1345.964	4080.765	1353.306	1309.342	1305.005	1361.625	1112.123	4147.817	4143.813	1320.416	1503.488	3915.924	4176.382	1332.306	1378.881	4237.634	4134.34	1390.223	1436.344	1392.423	1321.727	1376.192	4131.703	4061.451	3881.582	4357.943	1446.134	1351.256	4082.029	4084.415	1314.699	1606.705	1359.209	4092.854	4042.513	1280.621	1365.745	4144.032	1398.152	1370.637	4067.094	4128.11	1393.363	1029.878	4129.054	4147.793	1292.706	1400.467	4027.064	1300.809	4086.36	4068.439	4125.908	4046.657	
SHH_WT_models25210.py	470.361	482.02	3885.908	3767.089	3923.145	434.921	3832.09	464.572	757.299	911.082	4116.735	923.543	321.833	0.0	643.871	487.259	685.543	3827.565	4237.169	644.158	668.347	536.541	3869.04	466.332	3874.863	864.543	3792.825	3765.762	3840.226	3819.552	3898.865	3763.016	619.002	3998.556	499.923	3842.471	712.539	3912.657	3771.612	3878.929	352.042	703.883	744.229	651.257	3774.013	719.34	876.557	616.119	3762.974	664.875	826.966	3814.189	3828.476	3825.852	721.592	684.313	3786.692	673.694	751.853	3896.352	3796.583	861.726	722.808	3653.583	830.455	3858.295	3822.236	3823.091	802.358	3758.471	488.838	752.424	3906.126	779.235	3819.077	3835.02	715.009	658.167	3758.767	521.784	1156.514	3755.849	1255.814	4210.476	3797.979	1317.42	750.783	3752.566	4200.983	1878.467	4351.638	4073.606	4056.122	1315.23	1212.697	1437.277	4158.882	1394.496	819.007	1236.47	4022.396	1369.323	4192.279	4169.336	4191.251	4047.069	1342.676	4056.845	1405.38	1257.711	4210.518	1373.229	1347.656	4018.216	4241.855	1310.785	3990.375	1142.75	1237.318	1263.352	4150.606	1417.773	1320.56	1225.727	1376.372	1403.493	1354.291	1191.54	4182.619	4150.188	1310.278	4176.49	4109.549	1346.221	4125.428	1281.763	4182.723	4185.657	4192.854	1231.296	4070.385	4122.805	4054.654	1450.553	1301.992	4164.082	1309.492	4144.04	1332.894	1280.235	1284.054	1323.139	1145.343	4204.388	4202.812	1289.605	1503.27	3984.283	4231.104	1319.867	1353.747	4286.505	4190.902	1369.947	1399.569	1365.447	1295.369	1368.216	4188.045	4120.261	3951.562	4397.919	1399.105	1322.166	4149.167	4147.177	1285.707	1589.447	1314.305	4152.394	4115.984	1265.821	1336.945	4200.091	1367.008	1342.256	4132.879	4187.326	1357.599	1075.4	4184.228	4201.326	1288.851	1349.971	4088.611	1282.693	4140.641	4128.452	4185.001	4107.103	
SHH_WT_models8890.py	666.405	758.15	3936.658	3833.077	3931.033	830.542	3825.051	608.892	505.579	751.124	4073.045	682.091	834.199	643.871	0.0	838.493	304.931	3824.089	4159.362	482.951	323.874	695.527	3875.656	336.425	3885.853	693.297	3788.147	3829.974	3841.957	3799.886	3903.01	3831.931	311.384	3986.501	860.547	3902.311	413.926	3892.423	3780.337	3887.112	542.124	409.545	432.345	411.334	3794.683	452.789	549.408	281.558	3788.224	388.724	455.092	3848.27	3825.164	3862.288	554.395	380.561	3812.916	493.141	352.873	3894.057	3802.218	530.758	494.653	3723.866	513.599	3841.078	3821.248	3825.335	531.616	3789.85	760.606	435.871	3873.928	401.987	3848.53	3844.072	472.826	454.232	3781.0	606.712	1276.819	3794.771	1416.496	4233.502	3866.022	1271.845	565.694	3765.536	4210.962	1872.566	4323.514	4105.548	4090.809	1266.297	1322.608	1469.354	4172.845	1327.403	512.034	1308.253	4042.989	1270.509	4216.508	4198.125	4216.698	4066.905	1274.619	4090.309	1340.903	1193.854	4225.179	1331.469	1288.596	4068.737	4254.046	1241.087	4001.939	1390.49	1255.992	1253.44	4179.974	1400.34	1253.778	1335.593	1414.053	1393.239	1323.026	1313.148	4229.158	4181.287	1231.182	4202.091	4156.641	1240.785	4159.756	1438.468	4194.659	4213.701	4215.335	1197.308	4090.552	4172.712	4089.398	1395.182	1268.525	4192.105	1256.361	4189.918	1292.926	1245.453	1239.017	1264.934	1321.697	4221.498	4228.364	1261.55	1458.638	4051.381	4237.814	1296.925	1345.286	4276.832	4213.767	1338.657	1320.406	1328.646	1252.259	1330.614	4211.088	4168.758	4018.962	4368.914	1316.27	1285.145	4195.696	4180.926	1168.327	1572.988	1248.552	4183.295	4172.615	1311.675	1254.425	4225.145	1365.612	1313.807	4160.255	4212.082	1263.217	1246.288	4205.1	4223.36	1251.685	1270.226	4146.614	1227.048	4171.418	4169.939	4209.731	4148.053	
SHH_WT_models21516.py	658.851	386.142	3827.124	3697.221	3869.942	531.104	3776.639	542.673	973.067	960.516	4040.594	965.664	467.179	487.259	838.493	0.0	939.932	3790.191	4198.522	697.282	850.757	502.64	3826.517	769.888	3812.898	767.68	3750.692	3703.497	3791.875	3780.24	3851.93	3698.357	872.895	3947.467	367.903	3768.901	873.54	3874.872	3733.739	3835.776	720.931	874.397	866.131	803.481	3741.49	849.746	959.625	828.66	3724.227	864.779	1025.543	3760.075	3799.485	3787.373	846.635	924.23	3742.948	803.783	1025.21	3854.788	3755.519	839.264	802.161	3589.84	803.468	3820.659	3782.01	3795.908	925.382	3724.319	577.395	833.231	3864.885	955.997	3766.542	3784.92	964.131	939.764	3722.894	835.522	1062.824	3716.998	1157.355	4135.827	3720.664	1292.836	719.676	3714.239	4134.56	1603.195	4293.368	4002.786	3986.825	1313.716	1149.71	1371.82	4100.468	1368.522	919.138	1167.328	3964.853	1347.749	4122.759	4099.69	4126.298	3988.158	1340.708	3995.27	1374.489	1225.652	4147.237	1369.786	1353.449	3945.928	4172.333	1357.337	3944.325	1082.712	1190.001	1141.872	4087.973	1408.666	1307.267	1159.224	1291.577	1352.904	1302.018	1130.075	4108.601	4083.424	1291.373	4104.599	4040.984	1371.19	4059.943	1198.696	4119.391	4120.726	4121.267	1217.323	4002.96	4049.381	3993.429	1476.442	1303.589	4087.463	1329.125	4076.34	1304.33	1269.872	1281.027	1337.085	1053.479	4144.263	4134.819	1265.701	1500.678	3909.856	4161.315	1372.629	1377.908	4223.593	4121.257	1342.928	1380.227	1306.296	1250.997	1303.594	4128.516	4052.023	3877.139	4343.344	1401.781	1376.197	4075.264	4076.348	1304.649	1579.149	1307.633	4078.887	4043.666	1276.988	1262.171	4123.564	1380.127	1295.174	4070.495	4118.898	1404.489	1057.165	4116.954	4128.909	1254.436	1358.927	4019.995	1185.154	4071.187	4057.553	4108.356	4036.331	
SHH_WT_models48773.py	654.528	845.432	3999.122	3913.937	3978.491	832.039	3880.771	626.655	355.866	710.495	4116.352	669.425	880.41	685.543	304.931	939.932	0.0	3874.91	4162.905	609.382	468.977	714.663	3928.787	381.999	3942.394	828.178	3845.209	3908.395	3901.819	3854.408	3956.114	3910.239	399.998	4026.456	975.612	3974.61	532.091	3935.576	3839.933	3941.222	601.007	543.494	611.265	574.051	3852.785	590.322	570.747	313.502	3851.901	522.576	286.242	3909.616	3874.276	3918.758	629.319	312.047	3877.65	586.341	327.222	3943.873	3859.375	725.398	666.443	3803.795	668.918	3892.132	3878.606	3877.48	641.893	3850.867	773.233	636.363	3913.64	591.868	3915.264	3906.215	604.452	547.791	3841.608	687.303	1310.93	3860.555	1421.686	4294.657	3944.851	1255.729	776.458	3826.527	4261.505	1934.986	4364.38	4166.744	4153.382	1246.29	1331.181	1447.362	4224.985	1299.344	738.61	1333.567	4102.753	1256.48	4273.546	4256.494	4270.262	4126.822	1247.393	4150.371	1312.173	1215.886	4274.584	1292.721	1251.532	4139.803	4302.888	1191.642	4056.934	1397.391	1284.784	1302.191	4236.275	1356.85	1246.695	1340.083	1399.067	1368.426	1331.929	1325.955	4290.14	4239.286	1248.495	4260.996	4220.24	1203.921	4224.646	1430.489	4246.773	4267.677	4272.657	1199.592	4150.449	4236.058	4150.594	1320.774	1245.695	4247.161	1220.736	4252.59	1278.212	1249.996	1243.794	1238.424	1356.599	4278.37	4286.647	1260.806	1406.274	4128.755	4286.432	1257.426	1295.544	4321.51	4264.43	1312.448	1279.201	1333.574	1232.954	1329.577	4261.073	4231.365	4093.993	4398.593	1271.86	1234.214	4261.098	4242.935	1170.43	1507.985	1245.492	4244.001	4245.278	1270.529	1298.143	4280.433	1306.894	1308.071	4215.957	4268.611	1220.847	1277.978	4252.88	4274.131	1247.487	1247.303	4213.226	1270.123	4228.612	4228.134	4268.26	4213.89	
SHH_WT_models491.py	3867.959	3752.457	887.457	858.73	698.439	3808.366	509.939	3808.648	3876.202	3861.712	1342.673	3842.724	3801.175	3827.565	3824.089	3790.191	3874.91	0.0	1380.65	3804.459	3785.105	3847.336	346.75	3813.621	585.157	3765.955	436.668	818.395	427.36	323.794	343.899	962.388	3810.657	534.711	3741.92	945.201	3729.979	409.636	423.511	402.681	3792.503	3743.517	3760.841	3727.161	485.591	3767.33	3821.01	3855.652	485.648	3761.878	3897.663	596.391	439.599	585.998	3777.421	3916.148	480.712	3797.449	3852.298	408.501	510.424	3727.213	3739.028	936.061	3779.495	369.197	335.031	527.065	3777.857	514.042	3864.688	3772.376	446.838	3752.692	622.596	456.294	3750.691	3767.94	477.884	3731.717	4000.64	604.376	4057.09	1405.743	1064.547	4148.313	3721.848	564.103	1260.036	4054.791	1652.074	1267.503	1264.552	4118.726	4038.705	4203.309	1219.488	4169.689	3732.497	3975.332	1160.444	4148.21	1274.619	1269.345	1302.917	1233.6	4154.318	1262.898	4173.202	4023.036	1321.556	4191.772	4183.632	1310.868	1378.011	4153.847	1050.87	4015.724	3996.317	4010.982	1209.977	4193.329	4137.831	4076.006	4179.127	4163.286	4136.795	3994.3	1393.571	1263.123	4098.029	1343.413	1266.742	4156.935	1228.873	4122.685	1235.583	1268.981	1385.973	4049.105	1186.622	1295.663	1332.825	4235.411	4135.956	1294.656	4149.707	1253.272	4163.352	4105.05	3991.747	4154.213	3936.964	1323.009	1301.841	4098.509	4195.727	1361.871	1338.636	4156.324	4174.598	1408.966	1301.894	4185.796	4180.78	4154.805	4083.929	4105.407	1231.269	1238.106	1304.03	1647.675	4185.295	4169.764	1387.482	1273.551	4072.622	4273.619	4118.789	1273.87	1325.913	4137.926	3989.036	1407.34	4192.708	4127.811	1204.472	1294.846	4143.209	3910.017	1256.752	1348.548	4078.828	4155.523	1250.798	4014.253	1289.272	1266.212	1350.793	1278.896	
SHH_WT_models1192.py	4161.392	4139.885	1254.12	1473.858	982.472	4188.641	1191.806	4164.689	4115.335	4047.374	675.655	4041.38	4234.771	4237.169	4159.362	4198.522	4162.905	1380.65	0.0	4147.227	4132.709	4197.114	1446.256	4178.97	1370.204	4067.512	1429.783	1552.941	1453.514	1357.847	1418.162	1673.458	4190.145	1324.711	4187.787	1389.183	4096.062	1455.82	1576.952	1533.384	4222.978	4105.806	4120.438	4114.52	1554.335	4134.119	4078.391	4206.984	1681.501	4153.139	4160.266	1539.566	1496.451	1639.315	4156.762	4223.248	1622.464	4171.249	4193.704	1483.391	1544.462	4087.248	4112.952	1676.577	4098.173	1531.383	1532.029	1549.892	4152.378	1694.324	4268.122	4118.324	1268.506	4138.634	1624.112	1570.55	4162.25	4172.921	1625.047	4186.903	4373.228	1721.187	4383.086	1356.197	1593.544	4431.49	4115.622	1651.798	1419.116	4247.177	1145.02	1523.087	1555.136	4421.138	4387.077	4444.928	1391.472	4393.426	4130.176	4291.728	1491.48	4402.803	1449.134	1488.231	1418.154	1553.844	4408.088	1555.455	4387.487	4305.594	1396.855	4410.318	4418.473	1578.035	1339.942	4405.661	1577.0	4431.279	4347.877	4343.95	1494.073	4407.634	4406.2	4409.627	4444.851	4425.114	4435.886	4326.942	1497.835	1411.42	4430.45	1437.741	1543.467	4402.464	1503.628	4483.874	1454.171	1496.131	1412.579	4375.395	1493.465	1581.026	1517.879	4387.574	4419.506	1449.213	4411.884	1574.624	4414.451	4422.643	4285.465	4412.818	4351.055	1389.772	1435.609	4411.579	4403.546	1651.609	1349.627	4396.359	4424.573	1248.649	1491.316	4413.919	4415.855	4412.432	4343.887	4414.868	1526.645	1658.621	1679.507	1123.427	4405.755	4423.691	1469.76	1501.247	4398.444	4406.62	4413.739	1498.562	1539.307	4433.813	4278.913	1416.998	4413.302	4402.035	1510.084	1530.402	4415.386	4313.113	1479.518	1428.603	4391.427	4418.24	1626.025	4314.746	1498.643	1633.089	1526.681	1575.034	
SHH_WT_models38276.py	782.277	632.135	3895.485	3786.148	3886.848	695.366	3793.55	544.117	724.073	754.705	4020.366	738.451	815.344	644.158	482.951	697.282	609.382	3804.459	4147.227	0.0	384.864	514.255	3837.607	579.775	3818.171	682.439	3746.914	3778.988	3792.431	3773.904	3863.614	3786.933	474.08	3946.594	759.351	3828.659	475.086	3867.976	3744.189	3853.688	661.199	383.689	360.719	411.473	3762.691	334.08	535.205	495.538	3751.556	401.063	683.131	3778.673	3797.208	3835.483	305.254	572.128	3762.158	308.787	604.655	3859.687	3759.1	474.819	380.235	3687.749	552.554	3823.124	3797.371	3789.463	330.388	3762.112	675.764	410.022	3855.265	639.447	3779.954	3796.68	520.659	640.639	3748.043	774.631	1146.801	3747.033	1252.188	4189.838	3808.892	1236.888	619.149	3716.959	4174.326	1825.976	4311.457	4042.692	4028.273	1252.845	1177.997	1405.165	4144.278	1354.823	541.107	1178.717	3997.443	1278.258	4168.282	4141.103	4179.247	4013.31	1239.914	4033.506	1371.528	1078.398	4188.74	1302.112	1254.581	4005.598	4204.98	1254.957	3972.644	1263.448	1113.85	1124.94	4137.155	1393.314	1221.728	1186.19	1298.065	1393.412	1321.154	1144.645	4173.823	4137.611	1185.805	4142.289	4108.752	1241.337	4116.656	1323.848	4156.48	4171.495	4153.34	1085.833	4034.505	4115.454	4042.045	1405.232	1216.222	4136.655	1233.227	4137.096	1256.541	1152.224	1174.218	1244.985	1162.323	4175.443	4177.391	1142.154	1492.792	3993.597	4190.074	1295.274	1330.524	4237.28	4155.402	1314.084	1291.405	1254.679	1140.143	1237.515	4166.33	4108.888	3962.453	4346.058	1280.295	1275.964	4141.648	4126.875	1217.022	1551.8	1167.074	4123.626	4120.49	1263.166	1126.943	4163.931	1322.603	1214.475	4121.616	4157.117	1276.968	1167.706	4154.805	4164.304	1164.812	1202.402	4088.059	1103.979	4112.756	4108.633	4148.675	4087.071	
SHH_WT_models49283.py	769.691	715.657	3893.58	3800.266	3887.514	799.412	3794.115	626.997	645.598	748.267	4040.351	702.994	852.877	668.347	323.874	850.757	468.977	3785.105	4132.709	384.864	0.0	691.037	3822.363	464.8	3841.192	716.468	3748.263	3787.999	3797.007	3759.704	3852.462	3803.071	336.671	3938.134	891.268	3857.183	342.179	3844.843	3740.485	3839.673	573.648	238.067	257.215	284.615	3751.247	308.556	496.999	405.654	3748.039	286.32	594.667	3799.092	3782.017	3819.89	405.628	497.714	3760.025	451.907	463.0	3843.008	3758.297	457.371	398.756	3693.013	472.628	3800.366	3782.454	3774.518	400.077	3749.491	805.25	343.506	3835.047	468.299	3793.663	3795.692	362.323	448.822	3733.169	649.04	1265.291	3750.554	1391.879	4205.08	3829.044	1318.254	580.351	3714.742	4183.104	1919.717	4307.143	4075.496	4060.905	1321.142	1306.607	1502.157	4145.449	1404.225	467.715	1251.573	4012.332	1339.64	4183.704	4164.589	4189.479	4035.4	1313.602	4056.501	1414.44	1143.823	4192.867	1370.557	1322.11	4034.45	4222.141	1294.103	3971.666	1386.345	1216.107	1239.034	4148.219	1457.547	1291.505	1320.792	1426.192	1461.117	1385.846	1251.477	4201.657	4148.554	1264.205	4171.398	4128.319	1288.788	4128.846	1452.126	4165.093	4181.44	4182.957	1189.292	4058.927	4142.011	4065.619	1449.542	1298.728	4163.949	1298.535	4154.962	1328.013	1235.414	1203.938	1302.609	1283.203	4184.958	4197.22	1239.949	1528.362	4024.734	4207.765	1305.568	1393.514	4245.99	4177.467	1387.242	1365.576	1352.168	1238.929	1349.328	4174.582	4134.459	3993.774	4343.638	1354.718	1315.392	4168.833	4150.585	1223.308	1612.997	1265.294	4152.642	4144.221	1349.981	1191.948	4196.872	1404.198	1318.688	4127.598	4175.294	1312.803	1211.654	4173.057	4191.891	1265.228	1286.677	4116.663	1184.744	4140.006	4137.195	4180.299	4119.084	
