	SHH_WT_models39112.py	SHH_WT_models17169.py	SHH_WT_models39507.py	SHH_WT_models29348.py	SHH_WT_models8890.py	SHH_WT_models22582.py	SHH_WT_models35923.py	SHH_WT_models28174.py	SHH_WT_models48773.py	SHH_WT_models27908.py	SHH_WT_models44428.py	SHH_WT_models2347.py	SHH_WT_models37605.py	SHH_WT_models25404.py	SHH_WT_models1709.py	SHH_WT_models31532.py	SHH_WT_models15235.py	SHH_WT_models5070.py	SHH_WT_models11760.py	SHH_WT_models44981.py	SHH_WT_models49283.py	SHH_WT_models44943.py	SHH_WT_models36637.py	SHH_WT_models47783.py	SHH_WT_models36833.py	SHH_WT_models26485.py	SHH_WT_models34323.py	SHH_WT_models38276.py	SHH_WT_models29459.py	SHH_WT_models29007.py	SHH_WT_models42278.py	SHH_WT_models9748.py	SHH_WT_models14847.py	SHH_WT_models2378.py	SHH_WT_models1483.py	SHH_WT_models22704.py	SHH_WT_models41149.py	SHH_WT_models46610.py	SHH_WT_models39215.py	SHH_WT_models21516.py	SHH_WT_models12018.py	SHH_WT_models29668.py	SHH_WT_models11746.py	SHH_WT_models34283.py	SHH_WT_models38454.py	SHH_WT_models25210.py	SHH_WT_models25325.py	SHH_WT_models5447.py	SHH_WT_models42102.py	SHH_WT_models38869.py	SHH_WT_models32950.py	SHH_WT_models9457.py	SHH_WT_models12231.py	SHH_WT_models8847.py	SHH_WT_models15552.py	SHH_WT_models41837.py	SHH_WT_models40274.py	SHH_WT_models7095.py	SHH_WT_models3886.py	SHH_WT_models31195.py	SHH_WT_models37289.py	SHH_WT_models10306.py	SHH_WT_models18570.py	SHH_WT_models17085.py	SHH_WT_models9654.py	SHH_WT_models32237.py	SHH_WT_models33698.py	SHH_WT_models33622.py	SHH_WT_models571.py	SHH_WT_models28611.py	SHH_WT_models40317.py	SHH_WT_models40479.py	SHH_WT_models11273.py	SHH_WT_models2611.py	SHH_WT_models14471.py	SHH_WT_models40152.py	SHH_WT_models1789.py	SHH_WT_models717.py	SHH_WT_models43346.py	SHH_WT_models29730.py	SHH_WT_models21876.py	SHH_WT_models7530.py	SHH_WT_models41274.py	SHH_WT_models27167.py	SHH_WT_models8846.py	SHH_WT_models34442.py	SHH_WT_models18377.py	SHH_WT_models41778.py	SHH_WT_models9585.py	SHH_WT_models8077.py	SHH_WT_models32116.py	SHH_WT_models11050.py	SHH_WT_models34664.py	SHH_WT_models32695.py	SHH_WT_models7948.py	SHH_WT_models35309.py	SHH_WT_models192.py	SHH_WT_models23133.py	SHH_WT_models6070.py	SHH_WT_models28238.py	SHH_WT_models34190.py	SHH_WT_models48341.py	SHH_WT_models22069.py	SHH_WT_models13902.py	SHH_WT_models49537.py	SHH_WT_models38655.py	
SHH_WT_models40479.py	827.299	776.162	3877.793	3781.431	3866.564	894.607	3773.545	708.793	786.936	797.13	4007.906	760.641	914.135	752.424	435.871	833.231	636.363	3772.376	4118.324	410.022	343.506	748.457	3809.364	568.032	3819.745	650.696	3727.682	3768.655	3776.028	3744.668	3839.338	3782.353	501.874	3927.446	882.739	3834.348	463.61	3835.012	3725.019	3827.505	689.58	377.943	275.351	397.594	3740.654	366.068	587.949	517.262	3735.347	424.221	763.405	3779.659	3771.41	3809.217	520.514	651.909	3742.625	516.972	655.818	3831.906	3739.617	444.558	398.863	3674.878	416.94	3788.302	3767.664	3762.664	463.841	3736.075	854.209	0.0	3820.247	460.952	3776.671	3779.822	504.164	559.975	3718.797	738.971	1278.629	3738.323	1409.641	4173.122	3800.356	1352.921	533.662	3701.142	4155.162	1838.974	4280.072	4043.79	4028.485	1367.8	1327.51	1534.622	4119.216	1430.881	410.496	1273.545	3981.833	1369.744	4150.918	4131.978	4160.216	4003.8	
SHH_WT_models11273.py	3926.949	3816.007	943.79	1024.276	681.199	3868.774	561.372	3858.87	3901.942	3883.667	1285.12	3864.338	3875.64	3906.126	3873.928	3864.885	3913.64	446.838	1268.506	3855.265	3835.047	3898.293	502.19	3875.303	646.12	3813.278	565.388	1022.914	601.466	448.531	544.202	1127.917	3870.024	604.637	3822.16	995.701	3773.053	457.468	621.758	567.435	3870.287	3797.015	3815.429	3782.156	636.71	3819.851	3851.481	3905.449	670.557	3822.951	3927.975	714.412	578.482	740.432	3832.132	3965.605	663.19	3852.194	3901.57	532.754	635.448	3783.884	3798.99	1099.465	3827.462	488.361	554.413	619.236	3832.664	728.424	3926.767	3820.247	0.0	3812.432	724.172	627.75	3817.898	3835.505	635.945	3815.052	4032.255	784.001	4081.833	1314.208	1074.893	4176.472	3784.206	642.759	1163.743	4082.251	1563.211	1195.573	1198.121	4148.904	4069.11	4236.486	1140.577	4195.512	3795.032	3996.093	1080.5	4179.452	1203.068	1202.799	1236.884	1161.165	
SHH_WT_models2611.py	834.924	873.401	3857.413	3762.36	3875.665	1004.538	3772.594	803.055	766.611	919.398	4047.731	896.877	945.597	779.235	401.987	955.997	591.868	3752.692	4138.634	639.447	468.299	919.996	3804.897	486.06	3836.032	758.829	3733.838	3747.844	3782.973	3741.197	3828.966	3761.142	466.517	3930.318	948.924	3832.958	410.171	3825.251	3720.755	3816.586	626.154	446.243	439.829	421.671	3729.661	488.668	771.242	496.65	3724.198	443.307	762.6	3785.239	3762.838	3778.33	671.123	677.888	3736.507	678.598	550.973	3820.723	3745.158	561.13	501.075	3645.876	593.223	3774.172	3754.122	3759.255	632.749	3711.555	936.491	460.952	3812.432	0.0	3784.31	3782.144	503.824	391.252	3702.248	545.189	1389.894	3726.683	1548.244	4151.326	3783.107	1425.517	516.031	3700.202	4135.744	1977.876	4252.43	4041.538	4025.218	1408.792	1458.283	1639.889	4086.308	1475.272	368.952	1391.736	3977.236	1420.38	4135.026	4118.484	4130.859	4003.411	
SHH_WT_models14471.py	3914.569	3748.03	1033.143	938.353	906.759	3790.411	812.64	3804.295	3926.224	3921.838	1531.961	3899.907	3796.071	3819.077	3848.53	3766.542	3915.264	622.596	1624.112	3779.954	3793.663	3820.519	449.575	3832.341	450.791	3800.192	497.361	917.303	433.635	565.621	519.389	966.072	3808.166	558.761	3705.955	848.408	3750.715	528.811	424.782	478.814	3790.367	3751.277	3762.856	3730.521	450.925	3759.211	3842.511	3862.089	389.196	3756.946	3931.689	292.932	516.414	688.48	3736.687	3920.505	367.247	3753.187	3865.416	529.018	496.216	3727.4	3734.899	1062.557	3809.886	575.648	624.356	452.026	3742.216	570.723	3817.936	3776.671	724.172	3784.31	0.0	536.292	3736.66	3787.169	547.557	3739.233	3961.89	374.999	4020.707	1484.19	1115.276	4120.708	3733.76	386.317	1364.373	4086.697	1865.592	1256.24	1239.604	4095.712	3993.605	4179.862	1367.524	4187.277	3731.079	3974.073	1213.052	4137.748	1375.187	1296.326	1442.706	1218.646	
SHH_WT_models40152.py	3906.099	3755.272	1121.196	978.216	901.187	3802.555	595.224	3808.704	3912.142	3889.824	1414.325	3861.315	3805.478	3835.02	3844.072	3784.92	3906.215	456.294	1570.55	3796.68	3795.692	3837.435	476.819	3837.887	508.242	3778.879	447.094	948.216	370.799	400.845	478.624	1064.537	3820.847	652.204	3733.024	1062.62	3747.298	538.522	387.934	516.022	3806.72	3755.208	3765.997	3737.667	608.961	3769.102	3826.59	3866.825	442.611	3771.701	3922.409	561.083	585.624	800.391	3764.443	3931.711	548.349	3782.379	3871.442	498.254	440.509	3725.755	3741.154	1019.458	3791.099	452.146	355.326	617.062	3766.786	655.324	3847.038	3779.822	627.75	3782.144	536.292	0.0	3753.506	3797.534	601.656	3755.979	3978.351	551.798	4029.833	1494.757	1142.341	4129.399	3734.519	501.02	1323.771	4041.923	1811.472	1252.884	1252.042	4106.396	4009.759	4179.413	1338.782	4174.755	3741.215	3969.002	1191.034	4142.901	1326.418	1304.968	1404.2	1249.227	
SHH_WT_models1789.py	921.026	855.134	3840.548	3733.593	3860.813	870.353	3768.62	770.999	804.927	1005.417	4048.227	957.826	906.456	715.009	472.826	964.131	604.452	3750.691	4162.25	520.659	362.323	824.423	3780.887	529.901	3796.54	934.46	3706.505	3715.979	3750.257	3726.607	3811.178	3734.101	340.292	3909.718	921.497	3791.588	440.821	3812.402	3691.432	3795.756	529.639	369.891	403.997	368.166	3700.79	396.335	720.017	515.03	3693.243	296.616	724.887	3737.418	3738.064	3765.798	447.688	582.831	3705.393	467.038	460.016	3802.375	3714.647	613.641	486.715	3625.542	705.305	3770.077	3746.223	3726.602	412.05	3690.688	853.668	504.164	3817.898	503.824	3736.66	3753.506	0.0	390.527	3678.706	591.888	1360.137	3683.031	1505.635	4150.6	3762.086	1434.778	707.217	3663.459	4139.078	2144.344	4276.328	4022.678	4004.295	1429.176	1400.269	1656.186	4095.206	1557.466	495.917	1383.966	3963.425	1471.211	4132.152	4105.805	4135.105	3985.801	
SHH_WT_models717.py	795.236	842.869	3860.008	3765.592	3886.904	892.6	3797.145	774.667	773.492	992.487	4087.063	986.068	832.617	658.167	454.232	939.764	547.791	3767.94	4172.921	640.639	448.822	866.215	3814.252	411.159	3846.895	939.524	3746.671	3748.583	3794.737	3761.392	3841.672	3762.945	359.619	3943.375	930.118	3832.962	451.996	3841.237	3728.774	3824.89	437.418	443.784	523.277	409.688	3729.503	518.583	815.271	498.186	3728.287	358.82	728.598	3785.707	3766.613	3779.867	625.962	577.051	3739.941	629.715	466.507	3833.582	3755.397	717.216	578.748	3651.288	721.039	3792.989	3771.723	3761.913	597.727	3710.48	855.539	559.975	3835.505	391.252	3787.169	3797.534	390.527	0.0	3703.981	383.513	1397.583	3725.178	1547.444	4177.493	3792.441	1457.687	672.961	3703.777	4162.629	2142.487	4284.817	4059.841	4042.109	1426.828	1453.631	1672.341	4110.624	1528.087	541.447	1410.865	3995.477	1469.372	4159.835	4139.043	4153.273	4021.838	
SHH_WT_models43346.py	3822.897	3692.051	939.494	906.739	853.59	3739.364	809.053	3755.345	3851.31	3852.402	1593.261	3836.199	3730.994	3758.767	3781.0	3722.894	3841.608	477.884	1625.047	3748.043	3733.169	3788.753	400.185	3754.582	693.622	3742.027	531.778	832.633	495.791	554.492	468.769	912.523	3755.553	662.269	3673.225	919.613	3680.554	514.912	459.739	429.702	3721.884	3687.624	3708.177	3671.93	391.895	3714.846	3793.858	3806.694	446.237	3696.248	3869.357	551.388	371.05	469.194	3710.837	3870.273	323.013	3729.231	3801.847	484.224	572.362	3681.867	3690.688	976.821	3749.531	488.67	515.828	425.982	3711.667	300.421	3791.031	3718.797	635.945	3702.248	547.557	601.656	3678.706	3703.981	0.0	3657.999	3933.621	510.782	3989.255	1563.821	1062.379	4093.288	3673.308	466.692	1412.068	4057.598	1864.086	1394.903	1367.355	4065.106	3967.37	4151.118	1373.501	4135.115	3676.281	3917.122	1270.525	4101.153	1432.873	1395.683	1462.174	1330.952	
SHH_WT_models29730.py	712.34	759.948	3802.843	3696.236	3855.614	808.586	3759.275	741.714	829.98	1077.62	4079.454	1077.838	658.052	521.784	606.712	835.522	687.303	3731.717	4186.903	774.631	649.04	868.272	3778.191	409.477	3809.722	984.154	3713.391	3685.775	3759.8	3732.534	3805.465	3694.07	559.484	3917.718	801.988	3774.604	621.675	3816.297	3686.706	3786.497	366.848	634.495	722.642	583.313	3684.313	718.444	971.064	619.792	3676.874	584.231	873.345	3739.402	3737.826	3728.489	779.202	729.472	3694.097	745.299	640.33	3799.901	3718.736	856.492	716.837	3574.266	886.314	3764.525	3733.265	3729.419	789.136	3661.532	762.244	738.971	3815.052	545.189	3739.233	3755.979	591.888	383.513	3657.999	0.0	1357.762	3671.547	1506.571	4110.592	3719.492	1461.237	720.007	3663.746	4101.474	2112.171	4241.675	3995.993	3976.931	1431.208	1425.229	1650.12	4048.487	1529.538	689.975	1410.328	3939.062	1489.623	4096.785	4074.176	4089.802	3964.045	
SHH_WT_models21876.py	1212.622	1061.846	4044.029	3921.292	4067.014	1055.547	3968.344	1012.508	1271.876	1264.997	4219.819	1248.283	1127.958	1156.514	1276.819	1062.824	1310.93	4000.64	4373.228	1146.801	1265.291	998.332	4036.231	1269.247	4001.99	1205.964	3957.83	3914.97	3999.22	3982.159	4062.282	3910.336	1299.995	4159.959	1088.475	3962.887	1240.618	4075.344	3942.387	4045.625	1273.321	1281.597	1285.693	1251.545	3961.412	1250.588	1274.758	1242.52	3930.161	1308.879	1340.012	3951.632	4015.701	3997.637	1213.737	1300.433	3957.105	1181.305	1373.101	4050.012	3956.357	1259.215	1242.325	3772.749	1269.14	4027.237	3979.121	4005.919	1288.985	3940.326	1035.663	1278.629	4032.255	1389.894	3961.89	3978.351	1360.137	1397.583	3933.621	1357.762	0.0	3916.257	356.166	4234.722	3835.623	620.226	1256.764	3915.053	4229.085	1775.012	4420.38	4061.585	4054.729	660.294	283.522	754.018	4197.465	787.532	1349.698	480.325	4031.816	770.2	4199.971	4174.641	4209.155	4061.995	
SHH_WT_models7530.py	3851.703	3696.976	1051.662	906.373	962.307	3736.868	830.281	3749.783	3874.557	3886.023	1610.769	3863.539	3732.61	3755.849	3794.771	3716.998	3860.555	604.376	1721.187	3747.033	3750.554	3778.311	525.115	3771.524	566.106	3758.111	512.919	858.368	490.724	583.612	563.797	911.087	3750.068	684.897	3652.193	901.464	3699.467	609.319	388.552	489.99	3724.071	3707.105	3722.69	3681.216	426.639	3715.299	3811.751	3807.027	309.735	3710.175	3882.504	408.845	497.904	612.948	3699.528	3864.033	422.226	3715.356	3809.889	556.95	520.756	3688.337	3690.219	986.912	3771.779	597.861	574.818	477.733	3710.365	457.735	3769.738	3738.323	784.001	3726.683	374.999	551.798	3683.031	3725.178	510.782	3671.547	3916.257	0.0	3978.447	1587.731	1127.836	4074.175	3683.403	444.551	1453.451	4047.238	1937.713	1341.304	1327.609	4044.504	3951.374	4130.351	1442.208	4131.763	3681.625	3933.33	1275.995	4086.253	1458.376	1395.729	1503.879	1314.053	
SHH_WT_models41274.py	1254.884	1136.05	4107.422	3989.445	4112.098	1075.408	4021.076	1075.226	1327.211	1252.027	4244.303	1272.95	1214.713	1255.814	1416.496	1157.355	1421.686	4057.09	4383.086	1252.188	1391.879	1059.28	4091.522	1390.054	4054.533	1274.012	4012.025	3982.014	4052.37	4036.521	4116.826	3977.341	1450.233	4210.304	1214.629	4027.599	1363.57	4129.143	3999.572	4100.911	1412.868	1391.477	1413.921	1397.508	4020.753	1384.312	1333.72	1388.049	3989.517	1439.55	1430.519	4010.795	4070.228	4057.377	1330.47	1422.532	4014.504	1299.923	1501.159	4105.131	4012.063	1397.252	1386.879	3845.152	1403.565	4079.642	4031.584	4062.566	1417.485	3998.536	1135.183	1409.641	4081.833	1548.244	4020.707	4029.833	1505.635	1547.444	3989.255	1506.571	356.166	3978.447	0.0	4312.686	3905.521	710.666	1434.763	3970.723	4297.535	1741.168	4467.842	4124.507	4117.927	760.054	268.303	675.307	4272.045	823.814	1509.897	443.903	4092.678	833.619	4269.015	4247.819	4283.333	4121.425	
SHH_WT_models27167.py	4274.611	4107.917	1288.895	1365.838	1225.597	4177.981	1279.508	4184.451	4280.279	4261.953	1391.184	4239.931	4139.67	4210.476	4233.502	4135.827	4294.657	1405.743	1356.197	4189.838	4205.08	4214.465	1412.294	4228.218	1323.781	4149.896	1439.939	1470.263	1441.123	1403.573	1407.454	1517.71	4213.109	1286.523	4038.282	1337.08	4130.945	1439.857	1511.087	1451.405	4184.736	4169.949	4178.664	4127.045	1482.762	4167.431	4232.464	4250.84	1536.325	4176.734	4310.501	1420.592	1491.983	1523.289	4169.901	4326.456	1523.489	4167.226	4262.461	1467.116	1499.186	4122.282	4131.649	1490.606	4184.621	1494.968	1496.744	1525.165	4177.13	1585.786	4183.593	4173.122	1314.208	4151.326	1484.19	1494.757	4150.6	4177.493	1563.821	4110.592	4234.722	1587.731	4312.686	0.0	1234.144	4403.015	4095.946	1574.386	392.788	4340.426	643.681	717.394	725.004	4363.402	4295.134	4484.805	414.475	4450.723	4119.669	4259.502	854.511	4425.614	410.479	456.395	392.859	791.038	
SHH_WT_models8846.py	3890.349	3700.745	761.726	665.168	817.363	3747.824	941.523	3771.481	3947.1	3957.347	1424.498	3934.986	3727.532	3797.979	3866.022	3720.664	3944.851	1064.547	1593.544	3808.892	3829.044	3796.62	1078.34	3830.828	981.124	3800.539	1067.792	645.414	1082.175	1140.749	1126.005	656.562	3830.98	1173.0	3643.594	692.42	3757.422	1245.504	1094.314	1161.558	3780.092	3786.512	3801.988	3740.249	1040.594	3793.366	3906.081	3873.747	1076.838	3788.907	3973.324	957.646	1142.635	982.598	3781.854	3957.093	1057.397	3779.396	3892.684	1227.324	1078.405	3757.485	3754.917	545.146	3826.618	1234.435	1123.516	1191.202	3792.501	1062.563	3771.572	3800.356	1074.893	3783.107	1115.276	1142.341	3762.086	3792.441	1062.379	3719.492	3835.623	1127.836	3905.521	1234.144	0.0	4012.073	3716.938	1189.367	1257.713	4038.931	1528.071	1048.525	1020.046	3976.757	3884.703	4096.076	1207.98	4087.963	3741.712	3868.679	998.972	4045.68	1146.489	1174.699	1160.792	1086.053	
SHH_WT_models34442.py	1267.183	1276.228	4217.131	4095.851	4227.723	1262.445	4116.984	1146.987	1201.867	1277.587	4334.474	1237.923	1336.738	1317.42	1271.845	1292.836	1255.729	4148.313	4431.49	1236.888	1318.254	1130.812	4195.402	1296.513	4156.825	1279.884	4106.687	4089.397	4149.554	4123.468	4220.275	4079.958	1346.482	4308.905	1312.86	4138.484	1323.375	4221.71	4095.019	4197.635	1394.55	1351.183	1360.853	1362.628	4119.331	1344.098	1269.195	1246.686	4087.552	1379.098	1242.17	4116.062	4164.87	4161.972	1313.471	1239.948	4120.528	1253.165	1326.144	4204.046	4115.705	1328.268	1345.77	3937.38	1330.783	4173.661	4130.532	4160.864	1353.969	4098.814	1141.771	1352.921	4176.472	1425.517	4120.708	4129.399	1434.778	1457.687	4093.288	1461.237	620.226	4074.175	710.666	4403.015	4012.073	0.0	1383.391	4075.967	4396.176	1827.666	4518.107	4226.301	4221.17	217.726	583.764	465.011	4368.535	361.052	1426.102	822.482	4203.756	283.033	4372.941	4345.131	4378.378	4224.418	
SHH_WT_models18377.py	855.504	694.931	3799.305	3692.624	3828.108	950.207	3719.913	712.555	907.547	939.762	3982.767	896.849	858.948	750.783	565.694	719.676	776.458	3721.848	4115.622	619.149	580.351	814.261	3770.808	648.694	3779.32	583.912	3695.21	3690.607	3743.066	3707.937	3794.043	3695.597	610.214	3893.422	731.298	3761.752	559.668	3803.166	3682.903	3783.32	703.088	607.1	533.802	476.815	3693.931	557.807	802.094	609.802	3682.279	609.191	912.877	3733.776	3739.475	3744.509	710.807	824.961	3701.581	743.355	794.021	3790.713	3702.573	449.406	451.461	3585.239	476.927	3747.357	3718.244	3733.776	707.198	3681.59	884.67	533.662	3784.206	516.031	3733.76	3734.519	707.217	672.961	3673.308	720.007	1256.764	3683.403	1434.763	4095.946	3716.938	1383.391	0.0	3661.87	4090.73	1683.138	4212.862	3981.151	3965.42	1374.935	1374.024	1555.526	4047.309	1435.232	449.52	1310.32	3926.599	1402.984	4088.359	4069.859	4085.581	3955.041	
SHH_WT_models41778.py	3834.835	3688.056	1124.758	1040.081	933.887	3726.86	771.784	3733.47	3836.705	3832.901	1553.177	3812.746	3732.275	3752.566	3765.536	3714.239	3826.527	564.103	1651.798	3716.959	3714.742	3762.582	448.243	3751.856	554.759	3726.117	435.177	1002.222	431.449	461.936	543.657	1058.799	3731.056	660.511	3660.957	1001.372	3665.591	490.181	351.191	505.499	3716.992	3671.049	3686.42	3653.823	424.168	3685.571	3759.34	3784.124	342.791	3679.566	3843.407	463.642	448.602	710.689	3672.711	3844.7	389.323	3693.208	3782.309	530.648	386.049	3656.757	3665.201	1117.256	3732.471	487.487	556.868	357.642	3676.04	520.335	3768.224	3701.142	642.759	3700.202	386.317	501.02	3663.459	3703.777	466.692	3663.746	3915.053	444.551	3970.723	1574.386	1189.367	4075.967	3661.87	0.0	1414.294	4043.972	1913.376	1330.592	1307.88	4050.185	3945.149	4132.224	1400.224	4127.137	3658.05	3909.928	1228.823	4088.383	1442.09	1374.275	1507.841	1266.531	
SHH_WT_models9585.py	4249.169	4104.12	1326.539	1367.485	1198.815	4165.407	1183.84	4169.148	4246.08	4221.588	1438.221	4204.91	4141.153	4200.983	4210.962	4134.56	4261.505	1260.036	1419.116	4174.326	4183.104	4206.064	1271.222	4207.162	1220.155	4128.214	1297.197	1438.93	1293.574	1258.021	1245.133	1496.19	4197.353	1156.342	4051.715	1367.418	4108.109	1280.534	1355.817	1301.571	4176.872	4144.378	4156.513	4111.126	1363.386	4147.212	4196.887	4233.495	1387.042	4156.367	4275.724	1312.336	1341.099	1409.508	4151.039	4301.993	1387.818	4153.085	4238.755	1294.736	1344.08	4106.833	4116.64	1490.961	4165.28	1307.358	1321.893	1382.397	4157.801	1445.081	4185.646	4155.162	1163.743	4135.744	1364.373	1323.771	4139.078	4162.629	1412.068	4101.474	4229.085	1453.451	4297.535	392.788	1257.713	4396.176	4090.73	1414.294	0.0	4327.483	828.959	679.541	689.934	4360.198	4280.417	4465.526	248.246	4423.339	4113.667	4236.469	778.774	4407.69	296.232	332.51	351.656	746.583	
SHH_WT_models8077.py	1683.225	1610.259	4132.806	4022.589	4129.931	1808.989	3992.169	1643.356	1792.35	1522.056	4111.919	1500.262	1822.395	1878.467	1872.566	1603.195	1934.986	4054.791	4247.177	1825.976	1919.717	1709.143	4116.886	1930.807	4094.745	1343.767	4042.967	4055.713	4083.907	4031.212	4136.45	4044.011	2020.397	4196.21	1709.871	4112.706	1909.975	4129.597	4044.063	4108.19	2064.93	1957.458	1914.588	1932.765	4062.197	1935.998	1722.956	1900.396	4035.968	2038.608	1940.82	4092.232	4106.446	4094.245	2000.008	2007.835	4077.751	1964.526	2088.456	4120.615	4063.697	1734.377	1825.071	3924.817	1659.3	4070.12	4031.272	4108.825	2035.033	4047.457	1848.534	1838.974	4082.251	1977.876	4086.697	4041.923	2144.344	2142.487	4057.598	2112.171	1775.012	4047.238	1741.168	4340.426	4038.931	1827.666	1683.138	4043.972	4327.483	0.0	4423.566	4242.381	4240.732	1858.658	1826.094	1662.597	4318.821	1721.81	1925.604	1753.997	4212.804	1811.194	4328.51	4331.086	4337.875	4236.951	
SHH_WT_models32116.py	4349.758	4253.183	1473.237	1601.652	1353.977	4329.44	1467.732	4317.113	4340.176	4299.073	1250.961	4287.355	4299.222	4351.638	4323.514	4293.368	4364.38	1652.074	1145.02	4311.457	4307.143	4353.61	1721.518	4331.937	1645.895	4242.842	1712.867	1708.822	1734.39	1660.999	1698.303	1781.674	4324.899	1597.473	4212.224	1609.362	4242.811	1748.929	1821.238	1772.832	4314.351	4276.142	4287.212	4245.289	1792.723	4285.76	4304.527	4358.331	1881.19	4292.774	4374.74	1778.945	1777.526	1830.722	4308.485	4408.509	1853.53	4310.108	4356.518	1769.161	1808.209	4235.188	4251.098	1737.255	4274.231	1789.053	1770.347	1836.008	4305.805	1896.013	4357.595	4280.072	1563.211	4252.43	1865.592	1811.472	4276.328	4284.817	1864.086	4241.675	4420.38	1937.713	4467.842	643.681	1528.071	4518.107	4212.862	1913.376	828.959	4423.566	0.0	1108.953	1131.527	4498.929	4468.4	4515.475	781.225	4470.528	4236.971	4391.711	1166.245	4482.226	853.863	950.136	772.437	1163.602	
SHH_WT_models11050.py	4161.568	3991.299	1333.296	1276.69	1113.371	4023.469	1072.986	4024.9	4159.334	4145.663	1319.752	4122.368	4016.96	4073.606	4105.548	4002.786	4166.744	1267.503	1523.087	4042.692	4075.496	4046.586	1288.462	4094.576	1066.286	4036.791	1181.977	1305.361	1209.067	1216.362	1296.186	1334.965	4071.454	1257.405	3921.959	1217.789	4002.457	1360.223	1252.239	1354.163	4053.508	4039.727	4045.956	3996.021	1302.185	4026.059	4101.109	4103.057	1300.801	4042.138	4179.322	1173.531	1328.105	1433.486	4012.676	4185.706	1339.053	4008.883	4130.134	1359.445	1209.096	4001.871	4001.715	1305.853	4064.301	1372.561	1305.624	1350.676	4024.807	1422.283	4019.484	4043.79	1195.573	4041.538	1256.24	1252.884	4022.678	4059.841	1394.903	3995.993	4061.585	1341.304	4124.507	717.394	1048.525	4226.301	3981.151	1330.592	679.541	4242.381	1108.953	0.0	196.02	4196.7	4102.399	4312.604	703.892	4302.04	4000.91	4093.906	349.153	4266.636	580.916	535.083	675.942	344.75	
SHH_WT_models34664.py	4144.603	3976.979	1300.462	1248.452	1107.128	4007.153	1086.746	4011.0	4148.567	4137.503	1359.325	4116.042	3999.743	4056.122	4090.809	3986.825	4153.382	1264.552	1555.136	4028.273	4060.905	4032.22	1272.702	4076.429	1056.931	4026.943	1178.374	1276.012	1192.364	1220.032	1294.509	1297.036	4055.811	1250.681	3905.92	1180.588	3989.574	1346.557	1237.964	1335.775	4034.642	4024.772	4031.428	3981.668	1265.005	4012.959	4088.999	4087.354	1276.843	4025.237	4167.575	1149.924	1297.521	1396.889	3998.577	4171.78	1312.892	3994.266	4113.756	1362.943	1197.254	3990.074	3987.339	1284.257	4053.016	1362.922	1314.154	1320.86	4007.68	1386.765	4003.36	4028.485	1198.121	4025.218	1239.604	1252.042	4004.295	4042.109	1367.355	3976.931	4054.729	1327.609	4117.927	725.004	1020.046	4221.17	3965.42	1307.88	689.934	4240.732	1131.527	196.02	0.0	4192.793	4095.5	4307.36	697.582	4297.717	3986.26	4086.004	341.074	4263.042	609.672	523.799	680.235	288.477	
SHH_WT_models32695.py	1255.262	1272.363	4182.47	4060.197	4205.735	1270.283	4091.868	1149.856	1192.553	1293.388	4326.774	1266.969	1326.847	1315.23	1266.297	1313.716	1246.29	4118.726	4421.138	1252.845	1321.142	1154.644	4170.824	1283.858	4136.262	1290.192	4086.644	4055.904	4129.179	4100.661	4193.087	4044.312	1329.928	4283.147	1311.539	4108.762	1305.771	4196.481	4071.47	4167.176	1372.826	1346.913	1370.267	1349.053	4091.583	1345.988	1296.76	1246.976	4058.337	1372.219	1243.668	4091.915	4141.009	4125.709	1323.422	1230.271	4094.065	1263.431	1304.81	4174.788	4093.886	1341.33	1346.081	3900.002	1352.008	4144.521	4100.454	4137.167	1367.296	4064.955	1151.369	1367.8	4148.904	1408.792	4095.712	4106.396	1429.176	1426.828	4065.106	1431.208	660.294	4044.504	760.054	4363.402	3976.757	217.726	1374.935	4050.185	4360.198	1858.658	4498.929	4196.7	4192.793	0.0	648.34	526.298	4328.543	364.581	1417.418	856.423	4175.626	288.414	4336.094	4310.386	4337.106	4199.628	
SHH_WT_models7948.py	1233.094	1136.249	4097.163	3973.082	4103.612	1064.225	4007.644	1041.353	1255.743	1237.194	4246.047	1230.112	1203.265	1212.697	1322.608	1149.71	1331.181	4038.705	4387.077	1177.997	1306.607	1023.457	4071.685	1306.403	4033.307	1255.702	3988.123	3960.998	4029.627	4015.442	4098.254	3956.914	1351.271	4195.899	1191.649	4007.832	1288.572	4109.848	3973.812	4082.762	1340.658	1312.78	1333.63	1317.587	3997.555	1299.056	1260.604	1291.164	3964.852	1349.085	1335.316	3984.571	4046.932	4040.075	1238.0	1321.071	3990.527	1188.911	1392.283	4086.808	3987.092	1324.396	1305.737	3823.619	1342.458	4062.279	4014.393	4037.94	1310.55	3977.0	1065.132	1327.51	4069.11	1458.283	3993.605	4009.759	1400.269	1453.631	3967.37	1425.229	283.522	3951.374	268.303	4295.134	3884.703	583.764	1374.024	3945.149	4280.417	1826.094	4468.4	4102.399	4095.5	648.34	0.0	650.242	4252.694	760.357	1424.803	460.698	4072.271	729.714	4250.411	4222.915	4265.641	4099.109	
