	Six_mouse_models37455.py	Six_mouse_models20174.py	Six_mouse_models38690.py	Six_mouse_models10811.py	Six_mouse_models15117.py	Six_mouse_models24968.py	Six_mouse_models918.py	Six_mouse_models36618.py	Six_mouse_models12314.py	Six_mouse_models22789.py	Six_mouse_models8863.py	Six_mouse_models24535.py	Six_mouse_models39421.py	Six_mouse_models23566.py	Six_mouse_models27791.py	Six_mouse_models36432.py	Six_mouse_models30179.py	Six_mouse_models12750.py	Six_mouse_models8255.py	Six_mouse_models49893.py	Six_mouse_models23222.py	Six_mouse_models17756.py	Six_mouse_models48513.py	Six_mouse_models24703.py	Six_mouse_models31015.py	Six_mouse_models11370.py	Six_mouse_models7247.py	Six_mouse_models6364.py	Six_mouse_models49081.py	Six_mouse_models18368.py	Six_mouse_models28062.py	Six_mouse_models33861.py	Six_mouse_models14178.py	Six_mouse_models36715.py	Six_mouse_models4575.py	Six_mouse_models24482.py	Six_mouse_models25136.py	Six_mouse_models14262.py	Six_mouse_models44251.py	Six_mouse_models48573.py	Six_mouse_models38755.py	Six_mouse_models655.py	Six_mouse_models2564.py	Six_mouse_models25663.py	Six_mouse_models13801.py	Six_mouse_models20327.py	Six_mouse_models9268.py	Six_mouse_models23848.py	Six_mouse_models19966.py	Six_mouse_models2110.py	Six_mouse_models24016.py	Six_mouse_models23833.py	Six_mouse_models26036.py	Six_mouse_models9042.py	Six_mouse_models44717.py	Six_mouse_models25959.py	Six_mouse_models20817.py	Six_mouse_models10289.py	Six_mouse_models30124.py	Six_mouse_models9465.py	Six_mouse_models32.py	Six_mouse_models43061.py	Six_mouse_models24027.py	Six_mouse_models43439.py	Six_mouse_models32878.py	Six_mouse_models18683.py	Six_mouse_models17239.py	Six_mouse_models18082.py	Six_mouse_models23837.py	Six_mouse_models24115.py	Six_mouse_models42115.py	Six_mouse_models12693.py	Six_mouse_models469.py	Six_mouse_models20897.py	Six_mouse_models13033.py	Six_mouse_models38578.py	Six_mouse_models46556.py	Six_mouse_models2070.py	Six_mouse_models17178.py	Six_mouse_models4952.py	Six_mouse_models3269.py	Six_mouse_models4128.py	Six_mouse_models49270.py	Six_mouse_models45856.py	Six_mouse_models39041.py	Six_mouse_models9617.py	Six_mouse_models380.py	Six_mouse_models4407.py	Six_mouse_models22040.py	Six_mouse_models48086.py	Six_mouse_models5551.py	Six_mouse_models28097.py	Six_mouse_models40464.py	Six_mouse_models25517.py	Six_mouse_models5535.py	Six_mouse_models33140.py	Six_mouse_models36748.py	Six_mouse_models24474.py	Six_mouse_models19402.py	Six_mouse_models28226.py	Six_mouse_models31826.py	Six_mouse_models3490.py	Six_mouse_models25955.py	Six_mouse_models10170.py	Six_mouse_models16824.py	Six_mouse_models45064.py	Six_mouse_models10486.py	Six_mouse_models16162.py	Six_mouse_models38863.py	Six_mouse_models15504.py	Six_mouse_models11017.py	Six_mouse_models26179.py	Six_mouse_models47608.py	Six_mouse_models28537.py	Six_mouse_models36339.py	Six_mouse_models44324.py	Six_mouse_models34148.py	Six_mouse_models48880.py	Six_mouse_models43457.py	Six_mouse_models18305.py	Six_mouse_models12049.py	Six_mouse_models26804.py	Six_mouse_models34188.py	Six_mouse_models26653.py	Six_mouse_models1007.py	Six_mouse_models27183.py	Six_mouse_models49851.py	Six_mouse_models40438.py	Six_mouse_models41648.py	Six_mouse_models29270.py	Six_mouse_models2970.py	Six_mouse_models433.py	Six_mouse_models2596.py	Six_mouse_models46861.py	Six_mouse_models9475.py	Six_mouse_models3660.py	Six_mouse_models35271.py	Six_mouse_models4828.py	Six_mouse_models43407.py	Six_mouse_models33559.py	Six_mouse_models436.py	Six_mouse_models19407.py	Six_mouse_models4411.py	Six_mouse_models41645.py	Six_mouse_models24658.py	Six_mouse_models35416.py	Six_mouse_models17088.py	Six_mouse_models15222.py	Six_mouse_models40675.py	Six_mouse_models28548.py	Six_mouse_models44200.py	Six_mouse_models749.py	Six_mouse_models25281.py	Six_mouse_models29151.py	Six_mouse_models39562.py	Six_mouse_models18989.py	Six_mouse_models39307.py	Six_mouse_models27280.py	Six_mouse_models45447.py	Six_mouse_models49200.py	Six_mouse_models8909.py	Six_mouse_models46675.py	Six_mouse_models10710.py	Six_mouse_models677.py	Six_mouse_models37595.py	Six_mouse_models44792.py	Six_mouse_models35625.py	Six_mouse_models47451.py	Six_mouse_models48604.py	Six_mouse_models39401.py	Six_mouse_models21704.py	Six_mouse_models8585.py	Six_mouse_models33993.py	Six_mouse_models16182.py	Six_mouse_models39436.py	Six_mouse_models48847.py	Six_mouse_models21597.py	Six_mouse_models30079.py	Six_mouse_models14974.py	Six_mouse_models19283.py	Six_mouse_models4772.py	Six_mouse_models7712.py	Six_mouse_models14155.py	Six_mouse_models39349.py	Six_mouse_models43352.py	Six_mouse_models36290.py	Six_mouse_models26931.py	Six_mouse_models49815.py	Six_mouse_models9766.py	Six_mouse_models46973.py	Six_mouse_models33238.py	Six_mouse_models29317.py	Six_mouse_models22723.py	Six_mouse_models32887.py	Six_mouse_models23955.py	Six_mouse_models23349.py	Six_mouse_models48145.py	Six_mouse_models47029.py	Six_mouse_models1439.py	Six_mouse_models23784.py	
Six_mouse_models8863.py	2281.595	816.881	2222.87	2285.058	2247.6	294.44	2329.483	2247.325	2244.086	2199.462	0.0	2214.951	2208.042	879.808	293.222	361.93	483.172	936.412	234.449	351.847	2213.523	390.111	445.229	377.894	2202.824	2235.266	264.065	2209.64	452.098	224.36	2196.478	859.471	2184.862	2289.952	295.019	2250.127	766.144	237.65	195.262	2236.2	2281.146	472.737	500.315	519.22	2221.309	315.365	2217.32	2200.865	2223.603	2198.705	352.977	2241.232	2219.89	415.995	2209.761	2269.555	962.495	2275.036	511.297	2257.246	206.84	854.412	2232.844	2194.023	449.593	2235.043	2195.613	2225.588	393.922	2214.982	2221.577	260.666	2211.518	388.426	2270.497	2191.677	512.37	414.418	497.295	291.961	502.926	472.203	2182.606	427.691	515.295	2180.143	2194.327	650.605	456.63	2220.694	490.906	374.879	2244.019	356.091	2339.074	2207.148	802.253	428.951	297.244	339.122	285.322	2265.309	2215.808	345.022	854.005	2241.386	333.112	2151.826	2251.101	546.535	440.336	2308.813	345.468	301.044	2250.996	2307.273	2249.298	352.344	2264.269	2217.972	347.929	628.939	2204.824	999.379	321.902	2238.653	2173.931	319.506	282.369	2243.421	2248.783	2223.496	2201.559	2271.618	2180.573	369.376	2207.293	921.06	513.608	2254.066	2221.645	2174.49	2200.239	452.502	616.315	2251.603	608.19	2260.248	2236.282	421.21	338.404	2250.8	2236.651	2207.5	388.865	346.675	2225.581	2241.003	2289.154	538.622	2169.013	342.205	2210.636	443.713	2246.324	2180.902	2280.771	2159.588	2322.546	2179.891	846.471	437.162	1016.632	2257.014	2222.034	944.851	408.362	432.792	334.48	437.637	2280.748	2244.365	622.019	2213.999	347.962	2253.806	2214.313	2209.421	2196.434	367.445	2289.741	337.163	2238.58	2246.718	2251.184	2288.957	2193.26	2230.247	553.934	455.722	
Six_mouse_models24535.py	911.896	2329.949	312.641	883.866	317.469	2212.249	885.019	411.707	358.871	269.758	2214.951	0.0	280.526	2376.266	2211.018	2237.416	2243.883	2283.162	2209.706	2234.477	244.413	2253.297	2246.225	2249.875	247.804	500.111	2211.697	222.071	2237.074	2192.489	226.924	2298.908	318.774	917.616	2238.259	305.221	2314.129	2220.955	2198.343	455.797	941.919	2235.631	2264.278	2222.724	526.934	2190.292	278.184	302.435	356.756	245.428	2224.082	219.671	480.303	2219.965	545.492	431.788	2275.949	831.239	2236.239	474.677	2209.981	2300.717	261.988	248.332	2241.172	879.143	289.936	200.859	2218.591	245.616	495.835	2191.284	271.468	2249.338	473.936	327.608	2218.975	2234.384	2277.036	2233.528	2274.175	2263.133	394.359	2264.084	2223.428	304.141	333.062	2312.181	2273.123	220.467	2263.874	2218.13	396.983	2253.805	981.952	532.308	2230.032	2238.072	2216.069	2263.231	2231.017	432.458	399.655	2216.543	2308.326	483.861	2238.451	356.593	393.728	2263.097	2248.634	1001.571	2237.274	2227.258	500.6	864.841	459.998	2217.794	523.551	777.019	2241.123	2275.044	483.246	2306.917	2189.29	449.952	287.911	2204.759	2230.912	978.807	462.546	372.381	365.626	851.628	338.229	2254.264	435.483	2275.252	2232.721	474.032	405.689	597.43	327.466	2229.435	2285.777	409.086	2260.185	777.497	431.581	2271.777	2238.242	956.347	559.134	276.718	2226.417	2185.071	298.683	444.911	616.479	2287.601	383.664	2216.764	364.841	2272.815	430.028	353.199	456.322	362.455	942.781	354.68	2270.421	2270.404	2319.342	499.192	552.348	2288.528	2212.975	2228.608	2193.148	2280.002	598.481	410.536	2241.941	580.875	2222.506	808.238	484.063	319.218	791.691	2176.465	1005.819	2225.721	469.856	406.497	423.77	648.772	373.992	433.442	2208.15	2218.453	
Six_mouse_models39421.py	966.271	2342.537	308.853	949.365	322.805	2214.74	901.634	468.284	340.013	289.731	2208.042	280.526	0.0	2377.201	2197.917	2223.249	2232.285	2310.263	2193.913	2225.98	376.308	2229.102	2232.877	2233.825	326.968	575.058	2196.502	287.124	2235.101	2178.276	275.515	2311.602	275.135	921.121	2217.242	259.397	2323.567	2214.985	2187.343	407.582	952.882	2218.488	2261.767	2206.246	563.209	2174.855	327.304	343.694	398.577	281.018	2197.914	385.885	551.083	2215.516	548.126	413.15	2279.046	850.297	2210.692	475.961	2196.412	2301.835	282.832	373.77	2223.533	906.348	380.583	291.425	2191.667	376.29	532.892	2181.374	410.994	2251.966	409.027	370.335	2201.056	2217.826	2271.489	2213.063	2253.799	2238.148	340.926	2242.322	2208.61	372.587	338.147	2282.398	2263.911	345.606	2259.502	2207.258	418.432	2245.73	1009.729	532.002	2227.521	2212.342	2195.364	2257.818	2232.204	410.783	411.296	2198.93	2312.766	536.748	2231.17	440.058	453.926	2239.425	2221.961	1002.754	2211.592	2214.605	552.34	889.271	439.556	2193.986	464.677	833.663	2212.175	2254.066	561.574	2319.521	2176.34	467.998	412.114	2188.019	2216.138	1027.041	443.724	329.25	361.126	865.328	364.205	2255.242	408.709	2299.029	2225.661	488.544	377.275	605.861	347.526	2207.498	2256.596	516.44	2253.767	780.056	443.55	2247.65	2239.752	964.772	579.34	360.751	2200.302	2178.314	358.277	479.892	582.872	2270.288	444.418	2187.529	415.746	2256.924	514.302	352.046	508.589	398.712	958.253	424.597	2284.617	2260.99	2313.756	457.099	543.25	2298.699	2195.135	2215.798	2171.485	2270.072	636.013	459.989	2226.546	630.715	2212.198	879.678	472.478	405.496	832.962	2158.228	1018.475	2221.219	501.63	449.738	475.079	642.135	323.279	497.895	2192.366	2197.879	
Six_mouse_models23566.py	2284.831	443.592	2395.801	2298.391	2403.856	907.131	2291.143	2347.142	2408.805	2376.925	879.808	2376.266	2377.201	0.0	910.607	863.759	843.173	504.5	829.223	884.621	2376.708	846.273	816.34	839.603	2358.086	2349.856	840.219	2349.683	832.998	892.882	2344.014	580.286	2344.396	2291.752	846.889	2399.01	400.99	846.809	902.984	2377.988	2279.896	802.292	849.827	793.09	2330.176	894.908	2412.823	2398.009	2369.745	2339.692	904.624	2395.354	2326.852	860.622	2284.586	2416.69	512.105	2254.854	819.598	2417.443	873.833	515.205	2379.674	2350.24	801.609	2234.76	2348.849	2392.355	849.157	2361.234	2328.096	916.286	2391.68	909.453	2419.905	2382.023	822.847	978.02	782.835	854.726	935.84	918.877	2322.408	932.285	823.912	2316.22	2338.794	875.572	951.124	2351.038	949.724	852.465	2402.266	821.113	2333.121	2276.973	689.204	962.152	828.172	870.852	848.018	2395.351	2406.279	824.622	598.976	2315.554	819.292	2334.968	2411.354	939.472	920.936	2310.996	851.666	820.276	2414.263	2303.908	2403.357	901.992	2428.583	2297.483	861.66	887.274	2312.943	634.361	899.592	2432.122	2311.206	886.116	842.018	2277.944	2404.863	2404.602	2358.342	2254.916	2320.463	844.847	2395.985	603.859	877.995	2414.148	2363.756	2257.896	2336.037	846.146	841.822	2389.792	931.537	2288.3	2396.53	925.778	835.494	2252.283	2317.648	2344.469	928.257	910.333	2339.15	2379.256	2370.357	898.324	2315.699	856.05	2340.817	943.88	2395.513	2363.23	2392.709	2328.294	2317.447	2304.941	577.218	960.782	588.801	2441.92	2294.745	521.512	963.685	956.211	916.832	960.501	2367.862	2386.011	911.005	2285.964	810.469	2334.454	2378.491	2338.219	2282.91	882.618	2293.741	833.778	2389.762	2382.467	2403.037	2350.327	2337.151	2383.13	836.964	983.975	
Six_mouse_models27791.py	2309.766	824.1	2207.6	2325.426	2226.813	229.628	2338.525	2242.647	2240.071	2183.517	293.222	2211.018	2197.917	910.607	0.0	375.139	350.688	966.902	378.689	411.059	2197.723	403.861	499.572	415.955	2189.662	2239.226	343.045	2198.702	554.723	220.509	2194.628	937.599	2174.03	2317.764	311.691	2227.774	806.277	317.678	246.847	2224.757	2310.665	503.538	513.418	616.921	2216.85	429.482	2209.342	2199.511	2228.195	2199.829	287.249	2229.735	2229.208	353.122	2208.632	2259.166	1020.251	2291.722	573.019	2253.178	401.562	928.967	2225.033	2197.851	535.118	2278.021	2187.726	2210.383	443.941	2221.009	2228.399	179.199	2210.61	461.067	2265.98	2185.261	591.565	467.587	597.093	384.02	563.37	519.235	2177.645	451.552	614.105	2178.159	2184.735	644.658	486.318	2215.706	551.369	417.626	2218.144	458.493	2375.544	2209.883	805.103	492.292	411.16	395.452	429.749	2256.963	2220.303	392.123	875.429	2236.764	369.746	2147.354	2235.515	572.634	499.887	2346.692	388.915	382.149	2254.137	2345.675	2253.442	359.487	2247.817	2231.973	445.749	698.485	2213.502	1027.579	411.676	2237.245	2177.435	354.774	348.828	2277.598	2241.88	2211.85	2192.906	2294.321	2181.757	406.84	2195.066	958.985	601.939	2256.16	2206.31	2178.258	2194.458	414.199	630.301	2245.603	679.226	2279.181	2223.518	541.058	423.659	2284.713	2239.559	2194.969	491.53	380.984	2223.209	2233.237	2289.47	583.774	2174.188	400.592	2223.111	476.122	2250.447	2184.238	2269.952	2157.198	2362.048	2182.774	886.812	529.663	1053.27	2244.576	2234.042	973.874	434.397	454.008	455.468	569.398	2287.087	2249.068	712.395	2227.427	433.981	2275.348	2209.872	2200.499	2218.171	452.806	2332.607	493.896	2235.982	2235.697	2253.992	2287.847	2183.575	2233.049	582.311	571.076	
Six_mouse_models36432.py	2323.961	778.201	2222.141	2329.338	2235.002	341.97	2348.98	2266.458	2233.033	2234.931	361.93	2237.416	2223.249	863.759	375.139	0.0	382.399	958.956	314.355	299.535	2237.578	194.684	535.077	119.614	2243.531	2284.775	357.945	2236.85	576.29	405.062	2234.086	960.902	2224.189	2337.499	330.162	2231.322	799.424	351.784	362.551	2201.809	2319.239	538.784	492.963	584.091	2267.915	513.893	2240.237	2237.508	2256.038	2234.949	336.668	2246.376	2271.118	498.449	2249.697	2247.27	1053.77	2306.441	608.447	2238.912	405.719	956.455	2234.929	2241.791	548.993	2287.156	2238.572	2244.651	519.862	2250.146	2266.271	355.792	2244.655	241.083	2275.31	2237.035	616.135	488.179	506.258	483.284	435.158	397.36	2226.604	365.319	625.875	2223.116	2227.606	532.1	367.922	2237.639	392.409	547.486	2211.813	203.307	2363.018	2243.602	860.152	473.535	398.987	300.428	380.058	2263.583	2248.339	340.491	945.358	2277.421	316.317	2206.678	2239.387	414.863	409.186	2348.443	429.969	385.781	2232.809	2356.663	2274.879	448.406	2246.509	2254.452	362.276	593.832	2261.894	992.724	543.799	2247.784	2217.602	363.911	259.147	2299.225	2232.137	2230.798	2232.78	2290.586	2223.745	250.801	2234.514	1040.106	597.854	2257.138	2236.867	2223.55	2232.373	446.685	491.323	2234.487	629.611	2295.022	2247.812	453.793	379.05	2290.919	2276.323	2242.568	403.611	519.807	2251.651	2259.961	2295.062	390.792	2225.532	442.053	2262.515	398.007	2270.555	2234.914	2280.09	2214.824	2351.863	2224.354	924.107	450.346	1010.281	2259.475	2272.851	1026.714	472.526	396.435	565.221	462.902	2300.095	2252.234	653.817	2265.047	375.36	2302.341	2253.169	2244.822	2233.958	534.248	2331.531	358.617	2264.853	2261.893	2250.309	2294.17	2236.255	2262.537	616.999	563.95	
Six_mouse_models30179.py	2373.969	794.647	2226.91	2384.95	2233.361	315.066	2360.65	2256.697	2236.582	2233.312	483.172	2243.883	2232.285	843.173	350.688	382.399	0.0	920.671	486.019	418.612	2232.174	368.068	523.346	437.363	2247.23	2276.531	512.198	2242.0	613.814	396.728	2244.308	982.878	2223.891	2379.66	461.907	2233.992	808.729	510.814	450.651	2202.701	2371.892	553.759	478.983	658.83	2260.44	597.35	2247.212	2242.434	2266.019	2244.252	419.961	2245.328	2267.139	368.904	2240.59	2249.974	1043.657	2326.691	603.426	2239.666	563.229	965.706	2239.227	2256.975	567.056	2336.034	2248.521	2249.41	520.594	2265.44	2261.871	392.531	2243.58	439.674	2277.326	2236.512	627.229	587.339	557.307	523.355	537.707	477.246	2227.856	504.154	670.617	2235.444	2240.406	565.588	537.959	2243.979	510.316	485.949	2212.725	485.355	2407.272	2236.26	808.9	575.949	542.092	424.712	583.477	2275.465	2249.236	509.483	946.736	2266.686	484.835	2216.073	2245.859	509.459	583.941	2405.415	533.685	560.118	2239.528	2396.595	2285.365	502.932	2242.161	2292.344	483.954	671.259	2257.091	990.83	558.8	2258.531	2237.693	565.701	435.774	2359.152	2238.35	2230.577	2226.687	2310.665	2235.582	467.671	2244.996	1039.441	640.064	2261.142	2250.193	2217.399	2232.437	357.974	558.881	2243.251	723.08	2323.96	2252.109	629.207	569.624	2346.955	2264.544	2245.819	554.347	631.085	2257.487	2271.531	2286.069	541.438	2236.213	536.359	2274.803	569.615	2290.443	2239.424	2282.609	2222.018	2398.8	2239.324	906.395	596.443	1005.862	2260.333	2271.406	1018.721	505.025	500.334	648.325	657.629	2302.368	2266.987	754.266	2255.827	550.629	2341.2	2267.396	2241.483	2280.655	660.585	2393.502	565.025	2275.923	2271.502	2260.643	2291.57	2239.516	2283.265	666.779	729.244	
Six_mouse_models12750.py	2185.681	545.449	2316.315	2204.767	2317.309	942.513	2234.527	2241.403	2357.014	2292.123	936.412	2283.162	2310.263	504.5	966.902	958.956	920.671	0.0	929.079	953.197	2266.795	966.846	840.024	960.898	2267.988	2232.74	949.489	2264.987	831.321	939.438	2263.654	704.308	2267.231	2225.02	964.356	2319.494	543.319	924.532	946.614	2358.725	2205.167	842.243	837.199	831.024	2230.193	973.914	2324.089	2317.231	2283.904	2264.815	983.553	2306.87	2213.885	907.648	2201.178	2344.173	578.029	2205.729	896.181	2349.679	950.521	674.219	2308.838	2253.961	859.198	2155.86	2258.854	2304.417	961.641	2272.222	2216.934	952.879	2291.735	977.153	2339.44	2283.745	842.229	1015.234	807.895	955.769	1027.405	1002.335	2250.736	1010.392	827.692	2229.235	2251.684	947.653	1014.932	2264.513	1013.882	882.126	2336.189	926.859	2245.654	2183.24	555.233	1026.548	953.214	941.053	935.473	2315.666	2333.392	944.174	760.581	2215.278	915.81	2233.175	2316.351	1046.329	1014.557	2225.137	992.15	932.568	2353.741	2246.178	2314.546	997.482	2375.056	2196.678	963.915	900.354	2198.424	470.364	943.98	2335.032	2217.744	965.067	949.053	2177.994	2333.348	2360.686	2263.621	2236.431	2240.067	933.825	2298.471	604.351	859.699	2325.105	2282.489	2169.795	2259.889	894.318	916.611	2308.518	901.515	2242.553	2303.544	1015.504	912.946	2179.436	2236.588	2259.142	1001.29	977.649	2264.718	2288.932	2284.11	1025.105	2222.96	993.948	2260.714	1005.246	2294.028	2270.845	2285.374	2230.522	2243.525	2220.334	561.764	1016.766	569.065	2367.965	2214.858	592.716	992.037	998.402	1005.106	1021.278	2260.192	2293.494	897.628	2199.577	927.76	2225.974	2288.085	2252.448	2188.371	990.208	2210.915	917.489	2291.888	2288.234	2301.088	2263.487	2270.613	2281.776	847.87	1051.817	
Six_mouse_models8255.py	2276.853	808.261	2222.743	2275.795	2243.939	364.767	2310.416	2237.862	2242.876	2202.954	234.449	2209.706	2193.913	829.223	378.689	314.355	486.019	929.079	0.0	359.257	2216.621	316.862	463.726	300.586	2206.371	2244.065	188.456	2201.553	482.354	303.469	2189.711	842.505	2182.314	2280.867	260.4	2236.939	773.676	235.204	278.102	2226.359	2262.214	458.632	538.658	480.422	2231.373	309.607	2224.77	2204.846	2223.658	2187.064	397.49	2242.41	2223.044	467.737	2203.132	2256.227	932.415	2258.55	481.927	2253.29	216.412	828.815	2219.006	2193.838	457.728	2223.099	2197.697	2221.96	360.788	2211.797	2227.374	348.875	2218.632	396.176	2260.282	2201.872	498.417	481.921	458.511	332.639	480.018	450.945	2174.746	431.081	524.113	2175.241	2195.657	617.828	483.863	2208.438	499.998	424.191	2240.45	297.514	2322.58	2192.243	801.273	452.858	173.456	403.899	300.973	2247.245	2222.068	218.894	863.924	2236.964	289.114	2163.874	2247.572	484.028	396.777	2301.308	294.098	270.349	2253.826	2292.2	2247.868	352.378	2262.664	2207.626	336.825	616.029	2212.253	1002.207	373.073	2242.765	2169.986	327.42	226.414	2249.147	2240.244	2211.455	2194.058	2260.889	2171.758	351.238	2213.277	946.043	546.545	2253.444	2213.862	2175.415	2185.865	402.723	553.275	2254.952	647.412	2248.653	2238.458	426.238	339.745	2231.672	2231.307	2208.651	375.666	373.14	2209.594	2240.485	2273.257	490.643	2171.587	270.857	2207.801	473.651	2248.577	2187.351	2272.156	2171.732	2301.814	2172.106	837.492	481.826	984.559	2263.879	2215.562	929.477	470.441	454.365	348.655	471.503	2276.908	2237.766	627.973	2210.221	235.862	2252.962	2222.455	2203.424	2179.928	313.09	2283.233	251.973	2243.649	2242.576	2245.619	2271.645	2190.419	2234.783	552.405	488.214	
Six_mouse_models49893.py	2351.301	801.078	2226.439	2349.588	2244.683	337.394	2380.137	2268.251	2233.708	2232.038	351.847	2234.477	2225.98	884.621	411.059	299.535	418.612	953.197	359.257	0.0	2232.306	347.871	570.843	315.423	2239.154	2274.362	397.638	2241.027	544.658	372.709	2230.848	958.809	2220.834	2361.077	467.995	2245.375	796.917	426.644	399.846	2216.084	2346.456	594.086	544.308	593.019	2260.342	407.619	2232.653	2225.224	2249.037	2231.931	363.59	2249.158	2259.555	352.253	2253.403	2257.468	1048.749	2329.178	577.73	2239.386	387.985	942.031	2244.443	2232.247	525.528	2300.986	2236.35	2250.062	447.361	2247.922	2255.108	359.665	2227.901	278.862	2275.631	2220.406	576.403	424.132	498.49	456.068	391.889	391.324	2218.479	429.735	592.436	2221.058	2222.548	619.191	465.637	2240.106	389.809	469.585	2228.045	335.473	2386.142	2242.048	863.746	392.591	422.029	269.306	420.339	2273.506	2235.61	447.991	966.569	2280.657	448.07	2191.163	2243.988	413.344	447.433	2367.14	489.144	493.065	2227.854	2371.722	2263.92	445.896	2252.965	2278.58	337.518	599.918	2245.939	984.447	404.363	2239.134	2212.174	464.477	325.973	2321.472	2238.248	2237.561	2223.992	2311.966	2212.717	416.261	2224.498	1036.507	576.657	2248.563	2241.184	2223.362	2226.166	472.955	578.675	2240.138	641.524	2319.829	2245.875	462.372	479.99	2316.312	2278.552	2241.464	406.032	545.748	2256.774	2261.008	2305.544	470.645	2209.936	450.313	2253.471	502.497	2265.036	2213.769	2284.925	2196.411	2373.709	2215.852	931.834	400.441	1007.495	2258.814	2267.543	1046.293	383.767	351.461	500.514	468.805	2301.445	2250.281	669.646	2254.536	451.012	2314.452	2239.713	2241.029	2256.463	539.381	2349.886	394.029	2255.358	2264.0	2244.832	2309.942	2233.865	2251.468	676.611	532.702	
Six_mouse_models23222.py	872.439	2331.076	352.965	872.438	281.641	2203.323	844.499	361.728	435.293	270.113	2213.523	244.413	376.308	2376.708	2197.723	2237.578	2232.174	2266.795	2216.621	2232.306	0.0	2253.656	2226.169	2253.537	275.517	450.837	2215.774	314.728	2218.714	2184.6	339.292	2312.049	360.445	895.302	2237.878	374.057	2320.527	2219.626	2192.312	542.706	910.175	2216.314	2237.411	2208.873	467.048	2195.425	326.49	294.371	455.334	385.088	2209.732	323.477	438.622	2210.823	519.9	507.8	2275.416	800.567	2220.598	524.711	2217.01	2313.44	398.781	326.439	2226.062	858.708	347.141	284.481	2215.829	375.874	458.783	2179.411	339.126	2247.41	542.495	304.07	2199.34	2229.392	2264.348	2228.818	2275.809	2259.185	443.129	2262.526	2202.949	366.51	383.493	2293.237	2269.395	330.79	2260.064	2201.879	461.021	2256.851	970.744	491.067	2205.977	2240.499	2226.64	2250.749	2234.519	528.216	431.891	2225.329	2313.373	447.586	2238.892	342.036	438.44	2269.21	2254.623	991.55	2241.232	2229.951	540.017	867.366	529.068	2214.35	523.447	719.035	2236.555	2258.182	405.278	2289.144	2185.775	466.663	369.479	2203.298	2233.481	931.771	532.806	432.378	263.276	866.79	399.814	2253.973	431.412	2264.279	2208.62	530.949	464.061	565.928	422.903	2214.789	2269.272	498.875	2237.219	780.347	484.751	2276.819	2240.573	921.76	568.365	331.991	2232.705	2183.595	438.097	508.791	626.848	2290.489	422.549	2223.77	476.636	2269.965	509.868	374.765	456.26	386.949	941.605	423.456	2264.897	2269.261	2308.433	517.894	546.122	2279.603	2209.009	2223.912	2200.013	2282.957	589.874	516.097	2227.129	591.297	2232.949	760.612	525.063	393.764	756.248	2183.713	1014.417	2238.562	524.099	458.658	491.345	659.745	440.726	490.853	2188.5	2225.138	
Six_mouse_models17756.py	2334.971	810.683	2230.855	2344.394	2249.543	404.022	2354.488	2280.961	2237.217	2241.617	390.111	2253.297	2229.102	846.273	403.861	194.684	368.068	966.846	316.862	347.871	2253.656	0.0	509.277	201.597	2254.872	2290.422	369.074	2247.173	603.074	394.774	2244.744	976.677	2222.263	2337.9	299.292	2240.767	794.025	403.989	387.109	2201.825	2324.325	513.367	510.045	571.804	2273.825	529.444	2251.378	2252.9	2256.634	2240.341	341.647	2259.476	2275.923	503.211	2244.933	2255.496	1026.664	2306.541	565.909	2244.048	415.374	934.342	2243.026	2258.022	529.907	2292.405	2252.505	2262.766	491.707	2264.442	2269.489	395.021	2250.393	339.704	2272.032	2241.886	601.785	514.53	509.324	454.321	406.755	372.124	2222.73	371.379	601.417	2231.485	2237.24	509.953	419.753	2247.236	417.075	545.016	2225.905	256.985	2374.435	2237.301	828.851	488.109	392.457	382.413	442.895	2275.523	2249.088	342.362	941.318	2278.861	348.974	2222.579	2258.173	385.134	425.592	2347.762	376.743	402.301	2243.855	2361.295	2278.256	408.67	2245.578	2258.958	318.765	587.276	2271.371	994.801	540.435	2260.66	2237.022	407.541	261.846	2311.141	2236.618	2237.502	2240.315	2286.523	2236.432	327.645	2244.044	1051.401	603.433	2259.519	2247.637	2215.736	2233.105	378.254	479.384	2250.005	666.007	2294.811	2252.644	456.232	439.884	2291.639	2270.054	2250.481	384.791	548.754	2253.438	2269.786	2296.638	395.933	2233.751	389.603	2262.02	428.297	2288.507	2235.401	2299.602	2222.048	2359.182	2240.15	917.518	501.674	983.298	2261.74	2265.56	1022.834	493.746	463.843	540.346	518.18	2310.236	2263.938	652.749	2259.696	412.916	2307.642	2260.363	2246.147	2238.067	533.723	2332.41	392.99	2270.25	2278.771	2262.249	2296.687	2233.561	2283.145	593.204	584.096	
