	SHH_INV_models44728.py	SHH_INV_models16521.py	SHH_INV_models29114.py	SHH_INV_models19205.py	SHH_INV_models21231.py	SHH_INV_models41734.py	SHH_INV_models46024.py	SHH_INV_models38317.py	SHH_INV_models4783.py	SHH_INV_models17285.py	SHH_INV_models47949.py	SHH_INV_models9775.py	SHH_INV_models9343.py	SHH_INV_models44527.py	SHH_INV_models27324.py	SHH_INV_models48063.py	SHH_INV_models32989.py	SHH_INV_models12294.py	SHH_INV_models35185.py	SHH_INV_models41236.py	SHH_INV_models49623.py	SHH_INV_models41504.py	SHH_INV_models33250.py	SHH_INV_models11878.py	SHH_INV_models32588.py	SHH_INV_models4738.py	SHH_INV_models10603.py	SHH_INV_models46386.py	SHH_INV_models36367.py	SHH_INV_models31544.py	SHH_INV_models752.py	SHH_INV_models9934.py	SHH_INV_models12136.py	SHH_INV_models303.py	SHH_INV_models31360.py	SHH_INV_models37821.py	SHH_INV_models24877.py	SHH_INV_models26389.py	SHH_INV_models7085.py	SHH_INV_models4335.py	SHH_INV_models14218.py	SHH_INV_models7363.py	SHH_INV_models3889.py	SHH_INV_models42182.py	SHH_INV_models5675.py	SHH_INV_models27731.py	SHH_INV_models34635.py	SHH_INV_models11759.py	SHH_INV_models26656.py	SHH_INV_models16997.py	SHH_INV_models34908.py	SHH_INV_models23069.py	SHH_INV_models24075.py	SHH_INV_models1789.py	SHH_INV_models39397.py	SHH_INV_models19979.py	SHH_INV_models18336.py	SHH_INV_models44002.py	SHH_INV_models4565.py	SHH_INV_models33503.py	SHH_INV_models43247.py	SHH_INV_models27753.py	SHH_INV_models407.py	SHH_INV_models31807.py	SHH_INV_models2428.py	SHH_INV_models42632.py	SHH_INV_models23162.py	SHH_INV_models8993.py	SHH_INV_models35750.py	SHH_INV_models28130.py	SHH_INV_models46914.py	SHH_INV_models9435.py	SHH_INV_models30420.py	SHH_INV_models6283.py	SHH_INV_models49486.py	SHH_INV_models34488.py	SHH_INV_models43398.py	SHH_INV_models29109.py	SHH_INV_models15318.py	SHH_INV_models39520.py	SHH_INV_models10717.py	SHH_INV_models853.py	SHH_INV_models48219.py	SHH_INV_models2647.py	SHH_INV_models48908.py	SHH_INV_models368.py	SHH_INV_models9466.py	SHH_INV_models15230.py	SHH_INV_models44068.py	SHH_INV_models43522.py	SHH_INV_models15177.py	SHH_INV_models19031.py	SHH_INV_models39150.py	SHH_INV_models34346.py	SHH_INV_models9432.py	SHH_INV_models20110.py	SHH_INV_models15480.py	SHH_INV_models12007.py	SHH_INV_models34874.py	SHH_INV_models19526.py	SHH_INV_models25486.py	SHH_INV_models44933.py	SHH_INV_models35015.py	SHH_INV_models28526.py	SHH_INV_models13586.py	SHH_INV_models3099.py	SHH_INV_models8262.py	SHH_INV_models31200.py	SHH_INV_models23205.py	SHH_INV_models47621.py	SHH_INV_models22324.py	SHH_INV_models37826.py	SHH_INV_models763.py	SHH_INV_models15545.py	SHH_INV_models14303.py	SHH_INV_models20474.py	SHH_INV_models21021.py	SHH_INV_models29121.py	SHH_INV_models49468.py	SHH_INV_models12977.py	SHH_INV_models7749.py	SHH_INV_models35953.py	SHH_INV_models13243.py	SHH_INV_models34617.py	SHH_INV_models17609.py	SHH_INV_models16734.py	SHH_INV_models48431.py	SHH_INV_models32647.py	SHH_INV_models46709.py	SHH_INV_models41489.py	SHH_INV_models41662.py	SHH_INV_models32470.py	SHH_INV_models49367.py	SHH_INV_models10563.py	SHH_INV_models7413.py	SHH_INV_models43979.py	SHH_INV_models31285.py	SHH_INV_models13852.py	SHH_INV_models13110.py	SHH_INV_models6069.py	SHH_INV_models28719.py	SHH_INV_models46385.py	SHH_INV_models48188.py	SHH_INV_models45646.py	SHH_INV_models24452.py	SHH_INV_models31761.py	SHH_INV_models18693.py	SHH_INV_models8715.py	SHH_INV_models31246.py	SHH_INV_models4864.py	SHH_INV_models8640.py	SHH_INV_models17914.py	SHH_INV_models1242.py	SHH_INV_models29492.py	SHH_INV_models2093.py	SHH_INV_models43953.py	SHH_INV_models5998.py	SHH_INV_models25902.py	SHH_INV_models219.py	SHH_INV_models11501.py	SHH_INV_models16003.py	SHH_INV_models19930.py	SHH_INV_models38269.py	SHH_INV_models45486.py	SHH_INV_models10289.py	SHH_INV_models25286.py	SHH_INV_models14269.py	SHH_INV_models36537.py	SHH_INV_models20421.py	SHH_INV_models29262.py	SHH_INV_models23725.py	SHH_INV_models19816.py	SHH_INV_models10829.py	SHH_INV_models18000.py	SHH_INV_models35002.py	SHH_INV_models12621.py	SHH_INV_models47672.py	SHH_INV_models24874.py	SHH_INV_models41386.py	SHH_INV_models1146.py	SHH_INV_models48988.py	SHH_INV_models28974.py	SHH_INV_models9425.py	SHH_INV_models19215.py	SHH_INV_models8192.py	SHH_INV_models6414.py	SHH_INV_models23766.py	SHH_INV_models40758.py	SHH_INV_models32339.py	SHH_INV_models3097.py	SHH_INV_models23234.py	SHH_INV_models34009.py	SHH_INV_models13349.py	SHH_INV_models36972.py	SHH_INV_models2826.py	SHH_INV_models8594.py	SHH_INV_models35358.py	SHH_INV_models14491.py	SHH_INV_models48061.py	SHH_INV_models44526.py	
SHH_INV_models47949.py	498.404	3054.954	3057.273	626.007	402.299	797.961	3010.404	3005.674	3115.9	3036.361	0.0	2981.062	2995.196	3030.225	3097.73	641.33	3103.018	495.945	3144.186	783.284	3200.21	544.953	664.225	762.067	538.084	3110.939	829.709	3039.172	3039.836	3156.91	1015.558	800.644	985.448	3240.834	3286.71	3313.73	1035.266	1195.916	2335.312	2339.208	3558.09	2322.673	3546.37	2292.584	2282.991	2239.2	3532.948	2285.941	3508.315	2302.822	2274.845	3544.835	3563.544	2333.669	2341.795	2338.535	2240.969	2326.375	2329.409	3525.601	2277.474	3552.988	2248.274	3545.127	3548.934	2373.772	2230.346	3549.063	2283.932	3523.031	2354.803	2214.333	3541.218	2255.945	3528.474	2352.535	2234.868	2269.295	3564.182	3515.594	3555.282	2373.029	2344.504	2288.151	3564.445	2231.422	3544.347	3580.925	3537.227	3541.228	3511.989	3538.819	2319.023	2330.097	2230.263	3535.581	3563.423	3543.768	3564.631	2230.795	2317.591	3556.699	3537.377	2371.257	3529.206	2254.139	2193.822	3529.742	2298.927	3528.672	3570.516	3560.065	3535.297	2313.058	3574.501	3553.731	2328.527	3527.799	3540.784	3531.556	3513.587	3537.942	2238.762	2318.921	2325.82	3569.161	2284.833	2357.894	3544.535	3521.199	2349.484	3520.24	2278.359	3548.3	3536.577	3527.759	3539.537	3545.3	2332.071	2333.913	2281.399	2361.695	3556.875	2315.313	3567.026	2362.68	2342.137	2223.773	3554.575	3541.56	2332.545	3516.006	2258.636	3569.641	2181.595	2351.834	2349.53	2290.473	2207.582	3533.018	3531.704	2382.04	2342.297	2229.806	2262.686	3586.722	2294.58	2373.48	3557.739	3542.073	2273.155	3559.812	2359.809	3578.229	2320.409	3543.833	3539.999	2198.821	3590.379	2380.549	3534.529	2282.774	3549.654	2240.616	3548.502	3537.794	3524.008	2336.779	2340.877	2337.773	3545.658	2364.709	3543.911	3523.142	2368.662	3556.877	2365.779	2297.681	2317.956	2273.321	
SHH_INV_models9775.py	2983.867	439.668	520.178	2993.73	2965.869	3048.589	467.727	484.648	624.247	609.794	2981.062	0.0	458.812	586.511	493.162	3063.346	653.445	3052.309	870.016	3071.748	817.193	2998.882	2963.879	3076.841	2984.183	666.004	3143.182	692.628	738.157	678.282	3164.133	3103.03	2946.423	1100.466	1096.969	1011.269	3211.502	3349.279	3472.986	3476.427	2178.857	3462.14	2258.981	3466.521	3488.573	3470.84	2297.724	3445.041	2220.656	3450.192	3501.37	2333.135	2276.411	3476.745	3453.212	3445.741	3471.919	3452.399	3473.074	2300.136	3469.673	2237.898	3468.148	2256.509	2210.873	3466.418	3457.835	2307.208	3463.387	2263.155	3445.247	3483.203	2208.541	3486.036	2276.861	3487.291	3466.71	3463.853	2154.112	2309.377	2200.694	3449.408	3468.601	3467.896	2286.056	3480.078	2243.138	2290.768	2256.767	2312.882	2298.933	2271.875	3450.225	3461.138	3461.295	2338.67	2251.635	2265.077	2276.496	3467.007	3491.237	2175.94	2339.594	3472.76	2349.217	3486.787	3504.548	2272.687	3453.635	2265.202	2314.26	2266.212	2270.326	3462.085	2300.539	2277.377	3494.084	2322.52	2342.245	2318.558	2294.61	2222.656	3478.31	3438.923	3461.868	2324.378	3467.663	3463.644	2319.865	2327.951	3454.821	2301.219	3467.221	2249.192	2262.166	2336.426	2314.457	2221.048	3460.035	3476.747	3484.25	3465.773	2221.837	3465.524	2205.49	3450.406	3482.315	3463.932	2291.532	2353.961	3443.57	2324.418	3442.691	2262.524	3484.679	3464.809	3515.854	3486.935	3489.521	2351.176	2336.932	3454.527	3460.034	3458.956	3459.758	2324.231	3480.666	3483.141	2290.736	2260.846	3467.196	2342.853	3444.064	2234.751	3476.546	2197.681	2323.636	3492.848	2295.568	3483.618	2312.06	3466.257	2298.385	3471.247	2325.098	2228.833	2317.107	3464.586	3438.73	3452.764	2350.903	3464.733	2362.705	2325.106	3487.159	2234.938	3501.963	3511.98	3451.234	3462.067	
SHH_INV_models9343.py	3009.756	629.45	690.67	3023.572	2987.51	3064.144	559.072	603.288	779.205	773.641	2995.196	458.812	0.0	708.746	466.255	3064.612	777.146	3052.646	797.229	3061.476	915.265	3012.923	2999.191	3114.729	2974.378	844.877	3127.32	884.001	873.805	881.914	3147.398	3087.93	2952.061	1132.007	1244.682	1136.795	3182.775	3306.68	3459.966	3448.668	2152.899	3441.456	2218.844	3451.712	3458.245	3450.761	2248.51	3433.645	2172.089	3427.998	3466.272	2256.029	2235.21	3456.162	3433.719	3424.899	3453.32	3429.93	3462.882	2221.007	3440.718	2185.503	3447.807	2222.556	2183.67	3445.764	3442.555	2258.876	3451.215	2199.506	3433.063	3467.04	2141.4	3465.341	2223.043	3474.179	3441.531	3439.034	2126.274	2240.919	2167.067	3425.557	3456.585	3445.926	2258.153	3463.958	2220.902	2262.641	2167.575	2265.142	2235.665	2209.794	3426.065	3432.316	3429.999	2281.48	2196.348	2236.692	2241.301	3459.294	3467.385	2140.356	2277.998	3454.348	2288.015	3469.538	3489.12	2221.921	3424.621	2207.231	2283.822	2228.106	2223.818	3442.105	2262.183	2226.494	3461.538	2266.673	2280.58	2256.918	2246.688	2171.294	3462.463	3430.448	3437.641	2267.762	3459.355	3446.124	2267.54	2275.871	3444.84	2225.782	3444.367	2215.695	2223.823	2259.417	2265.196	2162.725	3454.217	3455.738	3447.611	3436.878	2153.929	3451.315	2197.608	3439.187	3462.9	3449.138	2211.371	2289.235	3422.873	2283.441	3427.213	2222.821	3457.424	3436.213	3505.259	3455.985	3471.33	2298.346	2306.907	3439.705	3435.329	3442.282	3446.739	2277.842	3462.237	3457.702	2263.96	2228.396	3450.003	2292.766	3417.132	2221.074	3452.762	2147.549	2252.387	3467.348	2240.574	3455.997	2265.952	3444.977	2265.469	3446.19	2273.255	2174.578	2256.723	3434.605	3421.358	3428.292	2299.5	3444.963	2315.752	2274.173	3453.804	2219.763	3470.111	3489.288	3432.102	3430.365	
SHH_INV_models44527.py	3013.777	501.606	359.701	3028.139	2999.906	3126.983	511.054	527.191	612.657	325.067	3030.225	586.511	708.746	0.0	752.204	3133.122	570.759	3101.815	1089.923	3150.546	1035.463	3056.437	2998.087	3135.622	3030.142	698.003	3196.654	510.984	535.582	802.797	3240.685	3173.532	2928.284	1127.042	1160.264	1084.491	3280.901	3405.136	3568.637	3569.892	2232.222	3555.324	2305.144	3566.424	3576.543	3567.692	2283.575	3542.093	2247.657	3529.525	3607.952	2373.96	2325.278	3563.633	3558.126	3541.613	3565.002	3553.639	3563.366	2317.909	3558.316	2232.555	3552.349	2247.552	2205.859	3567.862	3523.473	2337.061	3563.644	2328.15	3545.373	3569.811	2253.336	3564.55	2282.732	3565.407	3550.436	3565.398	2157.631	2296.679	2204.765	3553.408	3559.418	3556.246	2306.761	3568.643	2211.055	2298.222	2292.887	2355.735	2351.953	2290.756	3544.381	3534.666	3543.508	2362.282	2252.02	2245.954	2289.023	3556.456	3586.205	2166.428	2370.133	3552.167	2376.255	3567.583	3618.042	2270.987	3535.765	2337.128	2340.803	2312.179	2248.397	3549.832	2290.91	2301.041	3559.336	2338.182	2361.543	2359.596	2318.21	2244.873	3564.004	3528.836	3537.597	2323.754	3550.424	3559.407	2328.407	2371.304	3539.611	2343.871	3543.996	2315.403	2287.218	2351.846	2342.69	2255.054	3554.567	3566.78	3569.067	3548.83	2234.379	3539.396	2240.063	3529.43	3563.827	3544.313	2323.241	2360.904	3536.35	2337.939	3532.731	2238.917	3562.811	3544.322	3592.606	3560.415	3580.862	2359.355	2383.635	3549.232	3539.232	3543.551	3542.367	2332.636	3550.474	3574.702	2338.462	2257.492	3537.75	2377.067	3531.486	2253.197	3553.984	2226.125	2356.022	3566.226	2287.05	3576.165	2320.952	3539.913	2290.337	3545.198	2353.116	2246.644	2369.019	3549.904	3525.952	3527.433	2347.792	3540.06	2350.04	2350.508	3565.436	2232.698	3587.922	3578.796	3541.126	3558.784	
SHH_INV_models27324.py	3112.718	578.461	644.578	3116.233	3098.192	3129.323	564.958	561.994	712.199	771.188	3097.73	493.162	466.255	752.204	0.0	3164.919	778.698	3164.692	727.826	3153.147	778.173	3120.546	3086.67	3195.608	3082.772	779.006	3242.174	886.097	865.308	693.113	3244.36	3196.991	3059.515	1032.236	1098.359	1007.929	3286.973	3429.273	3405.161	3399.285	2036.321	3399.771	2122.739	3410.101	3413.254	3414.573	2178.359	3388.792	2098.316	3385.274	3425.617	2191.57	2137.804	3410.064	3383.576	3381.996	3420.381	3390.675	3412.059	2152.722	3404.582	2137.217	3418.875	2142.967	2107.111	3392.722	3412.01	2171.609	3413.834	2129.334	3386.782	3442.613	2076.725	3441.721	2146.561	3407.969	3404.612	3394.926	2044.57	2179.569	2085.539	3392.621	3409.667	3405.111	2148.709	3434.66	2159.869	2171.617	2111.51	2199.545	2161.804	2139.655	3393.046	3398.0	3396.819	2221.618	2147.903	2172.397	2178.415	3424.916	3412.247	2050.176	2194.953	3414.422	2213.568	3418.932	3437.878	2162.941	3394.045	2117.421	2188.427	2124.476	2172.509	3403.396	2215.241	2137.132	3421.931	2203.001	2204.29	2212.512	2161.364	2108.992	3430.269	3378.009	3392.061	2190.567	3409.587	3404.529	2188.825	2200.992	3403.869	2167.732	3407.57	2110.732	2137.225	2204.012	2175.357	2105.453	3386.774	3419.347	3424.526	3402.542	2106.088	3399.884	2117.934	3378.706	3420.432	3423.725	2170.651	2212.619	3377.263	2213.631	3390.355	2150.264	3439.221	3405.788	3444.425	3427.087	3422.253	2233.375	2201.885	3398.936	3389.224	3419.24	3404.458	2183.484	3414.043	3417.576	2168.798	2169.997	3421.367	2203.686	3380.668	2110.532	3405.859	2094.474	2175.84	3445.929	2198.86	3411.766	2190.531	3395.916	2176.389	3421.175	2179.924	2125.732	2179.738	3399.913	3369.53	3397.219	2225.119	3392.358	2230.918	2194.509	3422.259	2117.38	3426.753	3436.767	3382.289	3392.602	
SHH_INV_models48063.py	645.339	3148.94	3170.915	736.667	777.804	511.084	3086.875	3089.497	3215.596	3144.843	641.33	3063.346	3064.612	3133.122	3164.919	0.0	3224.476	600.384	3146.48	410.148	3216.488	624.2	868.642	709.622	569.094	3215.864	444.714	3128.51	3134.545	3219.884	577.776	420.865	1157.22	3200.227	3282.636	3353.498	689.848	912.834	2319.918	2348.591	3575.32	2331.349	3554.204	2324.979	2254.598	2300.317	3553.967	2314.036	3519.666	2297.844	2264.389	3559.215	3585.6	2331.108	2326.984	2357.898	2302.188	2366.863	2372.998	3542.627	2296.04	3590.655	2295.384	3564.99	3576.394	2376.293	2292.652	3574.005	2316.831	3535.506	2382.3	2287.901	3562.986	2327.978	3542.902	2307.66	2243.376	2303.327	3587.758	3524.581	3573.865	2392.166	2350.395	2277.898	3566.756	2248.067	3567.196	3585.394	3548.323	3563.87	3535.998	3561.859	2342.677	2364.08	2273.741	3552.525	3600.317	3554.907	3604.319	2281.343	2290.384	3581.919	3562.401	2372.481	3551.733	2250.39	2211.37	3572.826	2305.728	3533.573	3591.892	3572.895	3561.498	2309.067	3599.452	3584.215	2321.818	3533.078	3554.1	3558.029	3540.712	3561.71	2307.78	2334.139	2311.728	3588.784	2356.339	2327.804	3567.418	3537.809	2372.258	3542.848	2331.943	3559.21	3566.922	3540.22	3567.727	3577.246	2321.338	2317.412	2316.746	2339.67	3578.068	2317.388	3593.675	2365.563	2352.691	2315.138	3579.398	3567.883	2327.231	3542.266	2302.742	3601.263	2261.958	2345.809	2286.448	2261.828	2208.591	3562.534	3540.58	2390.535	2330.146	2305.016	2269.991	3608.367	2284.692	2354.355	3570.594	3596.841	2285.048	3582.868	2359.159	3588.212	2328.74	3563.359	3556.719	2282.23	3607.937	2353.653	3566.402	2278.124	3583.41	2341.564	3576.931	3582.225	3547.985	2371.48	2334.341	2348.46	3580.398	2337.075	3576.248	3553.73	2353.811	3599.965	2333.335	2256.933	2304.164	2321.015	
SHH_INV_models32989.py	3082.669	507.587	450.383	3074.605	3066.147	3191.883	788.296	726.416	314.538	502.969	3103.018	653.445	777.146	570.759	778.698	3224.476	0.0	3193.594	1141.718	3222.311	1010.58	3142.42	3026.452	3199.316	3106.779	406.27	3302.907	591.42	593.767	703.413	3332.988	3275.442	2960.877	1118.656	1125.091	912.279	3401.936	3556.273	3590.033	3608.197	2251.648	3602.136	2317.83	3599.13	3610.155	3600.776	2327.424	3560.657	2312.421	3579.461	3640.429	2380.74	2323.783	3603.728	3580.892	3571.129	3616.822	3584.002	3591.948	2345.364	3591.392	2270.623	3585.117	2283.103	2235.811	3600.935	3585.277	2343.364	3606.911	2310.68	3576.747	3613.436	2290.79	3601.518	2330.629	3598.475	3589.283	3593.741	2180.593	2375.84	2222.753	3587.059	3588.509	3574.137	2312.325	3601.174	2270.34	2310.683	2306.901	2354.356	2374.7	2303.66	3568.465	3585.652	3584.077	2380.301	2269.512	2315.754	2284.151	3599.449	3614.568	2217.796	2387.441	3597.039	2374.594	3628.83	3625.668	2289.128	3567.188	2379.839	2333.373	2324.421	2302.054	3577.282	2307.49	2296.142	3615.859	2384.09	2402.738	2362.151	2329.877	2270.097	3617.822	3546.646	3579.881	2356.948	3594.194	3586.668	2353.809	2385.784	3569.88	2377.019	3588.411	2337.893	2299.842	2382.393	2352.898	2271.58	3567.168	3587.093	3617.11	3594.157	2239.364	3585.606	2228.408	3563.928	3635.211	3573.335	2316.858	2362.996	3563.995	2377.032	3563.414	2264.021	3597.758	3571.939	3615.231	3604.299	3615.886	2375.115	2400.433	3574.796	3574.815	3583.332	3565.607	2351.564	3570.069	3601.028	2355.995	2278.147	3577.434	2403.275	3568.966	2263.029	3589.351	2258.31	2367.072	3623.704	2291.809	3600.69	2329.682	3580.842	2293.249	3574.859	2354.716	2271.95	2376.284	3574.577	3551.833	3558.519	2384.408	3585.467	2367.131	2368.418	3612.279	2268.574	3631.731	3602.856	3566.56	3591.724	
SHH_INV_models12294.py	533.242	3132.419	3148.374	664.289	605.734	759.264	3075.572	3055.468	3195.493	3114.958	495.945	3052.309	3052.646	3101.815	3164.692	600.384	3193.594	0.0	3210.928	720.214	3274.744	485.296	705.629	774.526	523.306	3210.267	634.68	3106.056	3085.892	3252.648	856.356	663.461	990.309	3293.216	3353.441	3409.426	979.862	1001.39	2311.579	2329.746	3577.896	2294.947	3562.985	2265.351	2275.409	2215.93	3559.56	2266.399	3528.427	2299.415	2243.587	3552.046	3585.079	2316.452	2311.535	2320.925	2227.809	2309.22	2317.8	3555.061	2264.335	3569.703	2237.714	3572.146	3579.415	2348.603	2221.291	3569.644	2242.172	3529.104	2339.246	2204.994	3557.124	2231.287	3555.172	2336.012	2214.285	2274.497	3582.945	3542.968	3574.1	2343.472	2325.859	2249.015	3590.576	2192.027	3582.886	3600.89	3550.784	3554.232	3538.011	3563.063	2288.916	2338.578	2235.154	3558.603	3579.052	3575.574	3590.491	2194.705	2306.519	3586.118	3562.913	2340.551	3563.311	2231.493	2171.006	3551.995	2286.486	3547.888	3592.556	3583.61	3561.825	2294.609	3589.86	3586.149	2327.304	3544.691	3564.18	3548.001	3540.103	3554.858	2243.768	2314.593	2324.155	3604.185	2281.041	2330.372	3572.552	3534.954	2338.658	3530.954	2294.421	3564.223	3548.562	3551.4	3573.696	3564.932	2328.421	2299.229	2279.767	2327.802	3575.222	2318.017	3588.148	2380.15	2332.63	2227.724	3570.035	3572.81	2314.543	3539.111	2242.668	3608.33	2161.234	2335.961	2318.037	2253.36	2175.743	3562.954	3549.279	2370.517	2317.516	2208.938	2261.035	3605.122	2295.006	2345.216	3571.282	3559.969	2255.97	3584.818	2333.117	3607.061	2315.125	3555.48	3566.114	2186.761	3605.632	2344.737	3565.337	2276.195	3588.432	2244.201	3585.305	3557.717	3539.237	2322.811	2343.083	2321.326	3586.022	2353.644	3583.946	3558.859	2350.248	3589.714	2321.858	2301.388	2291.816	2276.267	
SHH_INV_models35185.py	3160.331	1045.596	1048.634	3146.749	3144.803	3146.168	918.334	1017.245	1097.443	1134.637	3144.186	870.016	797.229	1089.923	727.826	3146.48	1141.718	3210.928	0.0	3115.513	533.63	3181.708	3161.074	3231.186	3122.27	1126.63	3234.907	1226.126	1269.85	762.745	3197.586	3177.884	3115.814	730.747	884.887	918.036	3236.592	3392.173	3523.705	3483.802	2264.97	3507.322	2303.6	3512.757	3514.114	3523.554	2396.526	3504.616	2316.199	3481.654	3515.907	2379.955	2359.061	3501.197	3501.494	3472.952	3510.938	3479.063	3515.029	2328.432	3507.408	2376.303	3526.171	2401.184	2348.615	3477.799	3520.246	2359.98	3529.429	2343.378	3489.581	3530.548	2260.351	3558.059	2376.215	3514.079	3504.934	3494.275	2305.37	2383.133	2305.082	3499.336	3533.449	3522.254	2357.414	3543.187	2424.578	2391.562	2275.833	2409.124	2341.819	2348.813	3509.907	3471.436	3497.62	2426.561	2395.931	2415.496	2430.527	3540.973	3522.141	2264.306	2371.63	3518.306	2400.578	3505.132	3556.751	2403.988	3487.09	2263.595	2412.556	2290.55	2430.164	3509.212	2483.404	2304.16	3510.227	2418.997	2379.403	2420.236	2369.673	2320.646	3535.691	3496.428	3473.933	2335.588	3487.462	3515.67	2363.416	2413.674	3510.776	2380.732	3468.64	2278.714	2393.307	2408.964	2347.92	2305.33	3495.242	3538.357	3511.526	3511.561	2329.429	3496.666	2394.243	3475.056	3495.639	3537.684	2364.119	2391.408	3482.955	2415.947	3506.112	2356.154	3550.549	3510.015	3555.276	3545.925	3543.605	2420.359	2411.406	3485.77	3505.231	3541.886	3516.086	2358.558	3514.929	3521.874	2364.308	2413.355	3532.304	2314.764	3496.338	2322.493	3511.549	2322.512	2328.152	3541.795	2441.064	3510.511	2371.433	3498.756	2386.258	3511.05	2351.288	2352.844	2340.346	3508.271	3480.168	3508.996	2403.748	3484.663	2420.072	2383.119	3491.329	2322.505	3528.341	3532.302	3489.984	3483.658	
SHH_INV_models41236.py	819.652	3167.754	3189.302	883.76	933.106	568.719	3091.027	3093.707	3212.791	3162.471	783.284	3071.748	3061.476	3150.546	3153.147	410.148	3222.311	720.214	3115.513	0.0	3190.949	746.904	977.743	914.852	728.894	3223.326	514.891	3158.499	3146.385	3201.355	411.177	456.632	1201.123	3156.141	3254.637	3337.149	704.774	912.576	2365.581	2401.787	3582.446	2389.416	3554.613	2374.98	2289.628	2367.363	3559.52	2355.876	3530.245	2359.668	2306.038	3550.208	3586.468	2379.342	2364.687	2406.89	2368.914	2412.657	2443.841	3535.714	2340.291	3589.623	2337.67	3572.051	3582.155	2432.703	2356.166	3577.509	2382.605	3528.322	2433.699	2353.611	3567.023	2382.654	3548.356	2335.745	2278.298	2351.108	3583.529	3525.189	3571.01	2447.148	2403.92	2313.367	3571.098	2300.266	3582.531	3586.316	3541.722	3556.77	3546.299	3560.426	2378.746	2428.173	2331.272	3554.808	3600.881	3571.872	3606.621	2345.854	2329.861	3591.569	3564.604	2413.474	3551.996	2298.111	2239.634	3574.783	2342.661	3538.695	3591.254	3573.217	3560.717	2369.642	3599.362	3583.198	2360.125	3533.529	3550.241	3555.395	3551.588	3559.968	2401.308	2392.477	2344.142	3586.078	2415.855	2356.431	3565.578	3537.464	2431.741	3537.82	2398.771	3573.391	3562.461	3544.808	3561.991	3574.652	2360.263	2363.118	2365.933	2388.438	3568.172	2356.071	3601.662	2424.183	2427.231	2376.925	3572.34	3560.797	2383.2	3541.519	2349.139	3594.086	2313.052	2384.894	2274.195	2297.547	2237.894	3561.776	3540.677	2443.136	2370.477	2368.533	2314.83	3604.056	2309.885	2397.682	3583.377	3602.008	2329.398	3574.126	2398.129	3597.522	2363.249	3566.552	3561.313	2365.189	3598.178	2390.211	3571.177	2330.762	3570.731	2402.322	3582.889	3582.579	3546.741	2405.34	2389.311	2396.121	3587.384	2382.027	3573.806	3556.862	2405.902	3603.729	2382.01	2253.111	2337.146	2365.852	
SHH_INV_models49623.py	3187.247	945.818	932.683	3167.316	3181.356	3185.719	954.164	1012.243	944.176	1028.615	3200.21	817.193	915.265	1035.463	778.173	3216.488	1010.58	3274.744	533.63	3190.949	0.0	3242.703	3175.86	3248.701	3185.596	976.858	3323.619	1078.481	1153.052	500.532	3286.083	3258.664	3144.616	714.021	549.944	563.01	3362.159	3522.088	3580.868	3560.888	2302.355	3567.871	2345.861	3571.406	3586.004	3584.956	2446.004	3558.091	2381.303	3547.511	3601.875	2452.735	2404.173	3573.987	3565.831	3535.483	3579.556	3548.58	3566.173	2408.737	3581.522	2428.874	3595.771	2445.602	2385.225	3541.143	3580.441	2407.25	3587.596	2398.982	3543.943	3598.183	2329.934	3619.285	2446.436	3575.262	3567.58	3569.611	2333.282	2464.07	2335.266	3566.967	3590.978	3579.631	2388.443	3597.303	2453.039	2397.38	2360.957	2442.004	2401.051	2423.366	3573.371	3549.151	3576.473	2468.508	2450.873	2462.944	2470.296	3588.782	3597.142	2304.006	2437.082	3574.361	2469.377	3572.298	3618.168	2453.923	3562.49	2331.521	2436.819	2343.042	2487.471	3573.063	2513.532	2359.648	3594.325	2468.154	2447.256	2490.413	2422.914	2372.288	3604.173	3548.796	3543.717	2394.575	3544.995	3575.759	2424.056	2463.564	3559.939	2462.685	3543.189	2305.057	2435.181	2466.827	2404.404	2383.382	3552.416	3598.023	3597.774	3578.37	2403.912	3560.456	2405.44	3537.271	3569.264	3595.814	2442.404	2460.869	3543.254	2469.841	3563.573	2395.434	3620.512	3578.149	3608.056	3611.247	3606.792	2482.891	2456.587	3548.416	3571.155	3599.608	3573.902	2388.56	3574.157	3591.08	2394.872	2440.583	3594.78	2375.458	3561.035	2346.148	3587.706	2370.945	2392.956	3612.712	2487.788	3582.689	2411.405	3562.47	2422.99	3581.127	2417.653	2425.203	2401.27	3581.039	3541.798	3575.068	2465.991	3548.633	2472.785	2445.046	3572.429	2345.407	3603.758	3598.197	3550.97	3565.992	
