	SHH_INV_models5998.py	SHH_INV_models14491.py	SHH_INV_models8262.py	SHH_INV_models219.py	SHH_INV_models13243.py	SHH_INV_models24874.py	SHH_INV_models45486.py	SHH_INV_models9435.py	SHH_INV_models2093.py	SHH_INV_models6283.py	SHH_INV_models8715.py	SHH_INV_models19215.py	SHH_INV_models18336.py	SHH_INV_models27731.py	SHH_INV_models35750.py	SHH_INV_models19526.py	SHH_INV_models18693.py	SHH_INV_models4565.py	SHH_INV_models48431.py	SHH_INV_models34617.py	SHH_INV_models39397.py	SHH_INV_models48061.py	SHH_INV_models1146.py	SHH_INV_models21021.py	SHH_INV_models2826.py	SHH_INV_models16997.py	SHH_INV_models46385.py	SHH_INV_models10829.py	SHH_INV_models40758.py	SHH_INV_models32647.py	SHH_INV_models43953.py	SHH_INV_models19930.py	SHH_INV_models46914.py	SHH_INV_models853.py	SHH_INV_models28526.py	SHH_INV_models48219.py	SHH_INV_models41662.py	SHH_INV_models34346.py	SHH_INV_models49367.py	SHH_INV_models42182.py	SHH_INV_models23162.py	SHH_INV_models14269.py	SHH_INV_models34488.py	SHH_INV_models13110.py	SHH_INV_models35358.py	SHH_INV_models45646.py	SHH_INV_models34009.py	SHH_INV_models31761.py	SHH_INV_models32339.py	SHH_INV_models5675.py	SHH_INV_models25486.py	SHH_INV_models17609.py	SHH_INV_models28974.py	SHH_INV_models39150.py	SHH_INV_models407.py	SHH_INV_models1242.py	SHH_INV_models29109.py	SHH_INV_models44526.py	SHH_INV_models9432.py	SHH_INV_models28719.py	SHH_INV_models4335.py	SHH_INV_models1789.py	SHH_INV_models42632.py	SHH_INV_models7363.py	SHH_INV_models19979.py	SHH_INV_models44002.py	SHH_INV_models23725.py	SHH_INV_models23205.py	SHH_INV_models3097.py	SHH_INV_models43247.py	SHH_INV_models35002.py	SHH_INV_models43398.py	SHH_INV_models11759.py	SHH_INV_models2647.py	SHH_INV_models10289.py	SHH_INV_models36537.py	SHH_INV_models15545.py	SHH_INV_models6069.py	SHH_INV_models7085.py	SHH_INV_models8640.py	SHH_INV_models38269.py	SHH_INV_models34908.py	SHH_INV_models3099.py	SHH_INV_models368.py	SHH_INV_models25902.py	SHH_INV_models24877.py	SHH_INV_models26389.py	SHH_INV_models12136.py	SHH_INV_models11878.py	SHH_INV_models21231.py	SHH_INV_models33250.py	SHH_INV_models44728.py	SHH_INV_models19205.py	SHH_INV_models752.py	SHH_INV_models10603.py	SHH_INV_models9934.py	SHH_INV_models48063.py	SHH_INV_models41236.py	SHH_INV_models41734.py	SHH_INV_models32588.py	SHH_INV_models47949.py	SHH_INV_models12294.py	SHH_INV_models41504.py	
SHH_INV_models12136.py	3491.365	2258.166	2255.884	3481.091	3530.046	3498.988	2236.241	2202.909	2271.576	2277.966	3580.925	2290.768	2262.641	2298.222	2171.617	3585.394	2310.683	3600.89	2391.562	3586.316	2397.38	3585.263	3465.389	3400.557	3564.112	2338.716	3627.385	2334.833	2322.295	2350.694	3655.193	3612.593	3530.089	2524.742	2488.843	2460.094	3793.301	3825.907	2632.608	2645.58	498.125	2650.55	370.003	2677.862	2633.86	2688.915	341.19	2634.3	565.061	2614.065	2679.71	486.59	461.877	2644.898	2622.137	2621.908	2691.275	2640.4	2680.254	560.844	2625.563	475.487	2660.869	453.29	375.795	2644.373	2666.162	396.877	2686.153	560.234	2640.8	2715.263	550.954	2698.589	464.436	2619.544	2640.5	2625.572	449.859	513.745	377.385	2641.12	2646.124	2624.416	307.764	2677.735	462.516	0.0	536.895	443.15	541.623	499.901	2615.314	2645.378	2643.18	446.059	552.96	487.094	509.789	2685.393	2636.713	446.231	543.991	
SHH_INV_models11878.py	3468.266	2263.718	2264.441	3454.001	3490.745	3480.017	2201.104	2191.306	2280.265	2295.705	3537.227	2256.767	2167.575	2292.887	2111.51	3548.323	2306.901	3550.784	2275.833	3541.722	2360.957	3547.77	3447.426	3395.306	3520.47	2344.893	3582.391	2350.359	2337.271	2341.567	3608.982	3569.11	3492.926	2451.89	2485.273	2463.804	3737.706	3759.283	2613.668	2596.572	514.841	2626.387	466.416	2649.834	2596.662	2655.131	527.514	2609.435	504.479	2588.447	2620.817	404.499	548.529	2609.842	2583.866	2583.797	2654.805	2600.645	2664.31	442.1	2596.041	506.388	2630.265	597.732	513.581	2613.128	2647.227	502.255	2660.641	490.931	2619.338	2680.122	373.002	2679.885	516.578	2597.133	2603.225	2585.752	534.326	482.49	436.014	2608.574	2639.739	2600.883	498.504	2649.145	661.329	536.895	0.0	544.141	513.431	425.496	2591.92	2599.208	2603.354	568.6	559.107	646.685	640.835	2672.737	2605.345	504.028	544.106	
SHH_INV_models21231.py	3458.998	2307.748	2317.287	3449.242	3487.2	3476.738	2272.954	2248.189	2319.952	2344.094	3541.228	2312.882	2265.142	2355.735	2199.545	3563.87	2354.356	3554.232	2409.124	3556.77	2442.004	3530.2	3427.725	3379.556	3530.624	2360.819	3595.855	2401.416	2361.25	2399.813	3625.479	3582.605	3476.955	2575.259	2564.098	2524.737	3768.706	3784.574	2597.904	2598.032	605.227	2603.663	493.884	2608.195	2600.108	2637.499	530.33	2591.441	531.554	2563.294	2625.374	463.077	525.162	2605.706	2551.807	2577.384	2639.019	2582.982	2642.955	464.238	2582.557	523.568	2607.859	610.197	543.199	2605.104	2607.53	462.472	2637.249	459.764	2572.808	2663.564	593.376	2648.215	587.272	2596.77	2597.491	2573.127	606.567	633.869	530.774	2566.049	2589.205	2589.339	500.982	2638.618	671.404	443.15	544.141	0.0	403.621	571.336	2561.294	2579.028	2595.845	315.408	607.304	685.519	538.632	2644.357	2601.017	622.164	424.437	
SHH_INV_models33250.py	3449.804	2309.052	2309.533	3447.667	3461.477	3462.839	2239.312	2238.017	2351.536	2354.877	3511.989	2298.933	2235.665	2351.953	2161.804	3535.998	2374.7	3538.011	2341.819	3546.299	2401.051	3515.124	3430.986	3359.621	3505.374	2385.26	3587.596	2426.911	2406.859	2387.723	3624.874	3561.539	3488.526	2561.183	2552.063	2512.181	3734.081	3764.728	2609.15	2597.052	506.826	2618.633	462.425	2625.315	2597.051	2638.588	514.603	2605.562	411.519	2559.332	2614.797	452.1	446.936	2612.179	2561.854	2587.046	2629.566	2595.984	2657.723	349.34	2591.407	560.666	2623.932	623.396	560.737	2609.774	2613.332	431.661	2647.167	456.503	2589.007	2661.947	450.786	2671.4	508.244	2601.512	2607.642	2557.271	667.66	564.42	630.472	2581.79	2606.155	2607.93	525.468	2649.029	675.891	541.623	513.431	403.621	0.0	500.178	2583.744	2583.921	2587.771	411.415	603.941	625.018	582.451	2655.235	2592.959	587.608	306.252	
SHH_INV_models44728.py	3472.396	2260.598	2254.74	3466.658	3495.992	3487.26	2216.557	2185.592	2285.635	2302.183	3538.819	2271.875	2209.794	2290.756	2139.655	3561.859	2303.66	3563.063	2348.813	3560.426	2423.366	3547.434	3439.698	3389.178	3529.873	2349.516	3604.408	2382.81	2353.217	2359.399	3640.792	3592.492	3502.271	2526.28	2556.465	2510.234	3749.181	3797.728	2644.028	2648.194	470.381	2670.285	420.173	2693.588	2638.041	2694.997	368.404	2638.923	508.657	2625.313	2669.934	371.206	421.034	2649.033	2624.299	2629.943	2688.355	2639.718	2702.142	471.139	2625.583	473.767	2648.859	445.827	407.941	2660.937	2675.88	370.245	2692.452	467.145	2662.218	2701.332	391.542	2704.231	368.787	2633.685	2649.408	2606.932	461.037	459.444	461.106	2649.558	2658.503	2633.269	474.509	2679.803	530.064	499.901	425.496	571.336	500.178	0.0	2618.619	2647.729	2631.853	573.939	375.08	517.147	471.711	2695.272	2630.989	477.662	451.327	
SHH_INV_models19205.py	2221.5	3494.75	3520.185	2227.501	2265.934	2305.728	3450.317	3420.227	3546.778	3539.632	2319.023	3450.225	3426.065	3544.381	3393.046	2342.677	3568.465	2288.916	3509.907	2378.746	3573.371	2330.736	2238.362	2135.359	2349.011	3581.471	2367.682	3575.343	3552.656	3569.423	2469.781	2406.256	2402.418	3711.436	3670.248	3681.825	2632.375	2630.36	447.291	439.223	2641.534	337.658	2591.739	538.755	477.734	489.316	2609.285	404.396	2604.543	508.571	449.51	2584.295	2620.991	386.982	511.216	365.746	470.646	331.189	603.253	2611.626	361.231	2626.058	295.631	2628.948	2635.51	459.025	520.076	2600.309	435.189	2575.37	453.186	479.874	2620.886	442.038	2614.711	584.036	428.34	438.42	2642.183	2616.664	2612.971	428.347	538.109	430.859	2611.28	451.109	2648.901	2615.314	2591.92	2561.294	2583.744	2618.619	0.0	585.712	389.01	2574.151	2647.934	2641.769	2622.734	447.555	487.309	2647.777	2607.672	
SHH_INV_models752.py	2241.768	3507.873	3522.593	2213.429	2263.147	2339.124	3456.587	3438.202	3560.179	3534.04	2330.097	3461.138	3432.316	3534.666	3398.0	2364.08	3585.652	2338.578	3471.436	2428.173	3549.151	2361.486	2269.669	2147.208	2386.367	3575.765	2420.742	3559.62	3553.398	3561.155	2516.437	2449.494	2409.877	3657.659	3621.886	3652.312	2651.038	2681.567	544.268	407.143	2662.404	482.234	2619.252	405.521	551.004	527.147	2640.537	556.29	2595.985	363.803	552.661	2629.382	2668.4	451.207	491.77	452.952	522.305	460.304	518.416	2607.572	515.33	2671.577	529.011	2655.181	2654.111	487.157	421.537	2622.709	546.244	2604.102	421.866	538.748	2644.497	586.272	2637.469	611.69	533.954	572.733	2681.538	2627.248	2634.401	405.852	481.289	602.604	2619.238	573.853	2671.328	2645.378	2599.208	2579.028	2583.921	2647.729	585.712	0.0	505.753	2595.337	2706.394	2663.102	2683.434	617.641	586.273	2655.89	2613.45	
SHH_INV_models10603.py	2166.681	3503.584	3520.521	2169.855	2179.58	2245.32	3451.884	3434.759	3561.388	3538.507	2230.263	3461.295	3429.999	3543.508	3396.819	2273.741	3584.077	2235.154	3497.62	2331.272	3576.473	2259.496	2182.418	2067.035	2265.438	3590.358	2321.649	3573.869	3568.627	3577.715	2430.114	2353.033	2334.532	3711.898	3670.113	3685.023	2555.678	2573.586	490.17	389.604	2648.32	402.827	2608.476	529.232	400.052	453.185	2623.03	453.881	2610.719	448.998	356.417	2613.965	2642.249	418.051	555.448	431.921	385.067	406.369	558.855	2620.906	385.682	2652.211	361.592	2639.197	2647.571	486.956	481.214	2617.032	465.999	2607.159	503.731	425.954	2632.844	510.33	2621.234	577.493	407.149	359.175	2664.801	2624.295	2635.695	512.694	569.907	488.751	2622.497	495.012	2656.449	2643.18	2603.354	2595.845	2587.771	2631.853	389.01	505.753	0.0	2603.636	2677.552	2649.343	2653.013	480.327	439.282	2651.636	2622.643	
SHH_INV_models9934.py	3458.562	2327.144	2327.543	3452.434	3492.015	3471.785	2288.282	2267.48	2354.476	2354.496	3535.581	2338.67	2281.48	2362.282	2221.618	3552.525	2380.301	3558.603	2426.561	3554.808	2468.508	3534.352	3433.302	3375.699	3526.189	2388.807	3594.172	2425.153	2381.318	2428.857	3626.276	3576.726	3497.083	2605.591	2599.87	2555.824	3751.347	3775.43	2608.109	2610.723	650.747	2616.649	529.031	2632.928	2603.948	2653.552	467.479	2604.988	509.843	2566.46	2637.201	478.828	508.323	2614.596	2566.334	2589.388	2654.713	2601.238	2661.571	446.797	2582.385	503.038	2622.792	567.012	546.321	2619.194	2616.263	515.202	2656.493	496.799	2589.316	2681.589	615.872	2663.329	532.679	2603.678	2609.33	2577.25	624.243	578.648	566.072	2580.394	2599.996	2599.914	527.52	2651.716	616.718	446.059	568.6	315.408	411.415	573.939	2574.151	2595.337	2603.636	0.0	590.067	610.987	513.699	2662.964	2602.146	638.624	401.229	
SHH_INV_models48063.py	3486.727	2231.796	2218.032	3491.293	3516.722	3523.16	2187.42	2156.821	2262.13	2267.412	3563.423	2251.635	2196.348	2252.02	2147.903	3600.317	2269.512	3579.052	2395.931	3600.881	2450.873	3568.47	3454.31	3420.155	3552.993	2330.699	3633.341	2353.367	2312.675	2365.634	3680.196	3623.432	3511.776	2576.286	2596.485	2534.247	3799.083	3826.308	2699.276	2709.816	586.562	2710.544	542.705	2740.351	2703.075	2731.0	391.075	2687.693	573.922	2677.29	2731.945	436.444	485.434	2705.985	2676.589	2675.651	2727.988	2685.552	2755.189	562.695	2674.563	340.859	2686.707	501.15	433.9	2717.733	2707.102	484.089	2729.577	569.182	2706.019	2737.76	466.96	2731.785	479.533	2701.855	2698.978	2665.04	485.749	543.593	504.399	2689.339	2712.895	2682.436	610.267	2718.818	511.753	552.96	559.107	607.304	603.941	375.08	2647.934	2706.394	2677.552	590.067	0.0	534.179	368.781	2725.497	2697.451	501.357	529.301	
SHH_INV_models41236.py	3467.229	2240.984	2236.244	3467.328	3497.826	3481.938	2180.196	2167.138	2303.226	2252.129	3543.768	2265.077	2236.692	2245.954	2172.397	3554.907	2315.754	3575.574	2415.496	3571.872	2462.944	3547.767	3443.927	3383.446	3537.412	2351.03	3606.797	2311.128	2316.869	2402.32	3641.94	3588.824	3511.624	2569.644	2572.716	2535.832	3745.509	3792.84	2659.411	2669.389	527.631	2672.226	567.959	2707.821	2653.507	2705.091	394.285	2659.457	479.464	2628.566	2694.122	629.897	535.896	2663.666	2644.182	2649.38	2690.9	2669.365	2714.184	612.83	2644.175	456.044	2678.803	367.586	341.589	2679.094	2673.141	576.05	2698.354	692.608	2674.598	2723.505	542.233	2718.075	343.738	2644.663	2667.272	2632.978	522.658	406.373	566.555	2662.552	2668.483	2658.503	499.06	2697.98	268.186	487.094	646.685	685.519	625.018	517.147	2641.769	2663.102	2649.343	610.987	534.179	0.0	535.988	2699.606	2649.789	506.31	659.09	
SHH_INV_models41734.py	3489.492	2250.728	2250.335	3485.879	3514.288	3510.506	2229.657	2214.513	2281.755	2293.435	3564.631	2276.496	2241.301	2289.023	2178.415	3604.319	2284.151	3590.491	2430.527	3606.621	2470.296	3571.169	3445.562	3408.941	3565.299	2324.697	3649.516	2371.23	2351.227	2377.477	3689.516	3632.927	3523.47	2608.069	2610.273	2524.298	3810.919	3841.329	2670.143	2680.488	596.531	2685.313	549.484	2715.916	2680.826	2708.688	437.258	2659.715	648.948	2658.712	2708.377	481.375	384.65	2682.194	2646.566	2656.237	2709.601	2660.906	2719.506	611.255	2650.146	379.303	2667.009	484.995	419.705	2694.255	2693.802	478.237	2707.563	637.646	2675.793	2729.586	582.916	2713.058	447.249	2674.914	2682.737	2633.805	557.358	620.776	574.87	2662.706	2681.454	2663.931	541.548	2713.333	508.784	509.789	640.835	538.632	582.451	471.711	2622.734	2683.434	2653.013	513.699	368.781	535.988	0.0	2710.129	2669.117	600.723	533.439	
SHH_INV_models32588.py	2127.292	3520.175	3540.317	2125.205	2170.004	2241.84	3474.036	3437.32	3578.639	3554.016	2230.795	3467.007	3459.294	3556.456	3424.916	2281.343	3599.449	2194.705	3540.973	2345.854	3588.782	2255.587	2138.837	2036.854	2278.309	3609.952	2324.364	3576.922	3563.3	3592.533	2429.422	2357.24	2317.822	3736.525	3673.374	3698.866	2592.004	2588.805	492.765	553.65	2693.366	398.763	2657.954	460.424	594.06	370.184	2679.618	378.38	2661.862	559.344	565.143	2671.714	2697.642	478.638	610.748	432.513	382.95	429.29	441.601	2696.502	501.857	2701.39	424.6	2690.902	2697.425	465.133	421.468	2668.605	294.785	2649.842	483.81	388.849	2682.499	343.028	2687.43	636.672	424.689	568.441	2708.822	2686.292	2680.492	566.471	558.595	440.855	2679.896	312.008	2708.721	2685.393	2672.737	2644.357	2655.235	2695.272	447.555	617.641	480.327	2662.964	2725.497	2699.606	2710.129	0.0	623.907	2707.425	2688.33	
SHH_INV_models47949.py	2241.884	3524.936	3552.875	2232.075	2289.463	2238.001	3488.818	3460.464	3581.765	3575.02	2317.591	3491.237	3467.385	3586.205	3412.247	2290.384	3614.568	2306.519	3522.141	2329.861	3597.142	2327.77	2259.122	2111.786	2333.467	3608.831	2351.077	3603.33	3594.902	3597.94	2410.373	2370.727	2444.875	3710.912	3687.612	3704.687	2548.173	2591.53	303.833	377.326	2639.423	462.186	2603.816	577.085	266.153	569.885	2630.724	438.008	2605.231	456.669	380.008	2616.258	2636.105	373.589	441.439	464.871	604.944	489.57	600.035	2626.186	381.621	2677.032	501.958	2632.839	2654.26	459.454	627.279	2620.313	561.657	2596.867	542.024	641.681	2649.937	638.012	2617.912	349.041	434.421	358.082	2666.491	2618.855	2641.449	547.777	465.566	425.789	2605.137	534.853	2660.643	2636.713	2605.345	2601.017	2592.959	2630.989	487.309	586.273	439.282	2602.146	2697.451	2649.789	2669.117	623.907	0.0	2669.805	2626.214	
SHH_INV_models12294.py	3480.464	2148.665	2128.643	3475.405	3503.296	3510.094	2102.296	2073.79	2174.504	2156.784	3556.699	2175.94	2140.356	2166.428	2050.176	3581.919	2217.796	3586.118	2264.306	3591.569	2304.006	3573.098	3463.413	3406.802	3542.356	2253.01	3621.44	2232.787	2218.581	2244.48	3666.797	3608.791	3510.186	2429.8	2403.358	2387.7	3780.65	3823.793	2672.988	2666.932	459.604	2675.374	431.952	2702.567	2661.804	2708.027	408.157	2670.94	502.745	2633.981	2697.815	574.261	586.721	2672.367	2659.754	2649.008	2699.579	2667.321	2706.972	535.431	2658.06	463.914	2680.203	522.733	392.191	2673.104	2678.466	509.447	2706.903	610.983	2673.439	2716.113	442.473	2722.572	473.236	2653.988	2666.657	2655.593	406.747	519.398	327.247	2669.557	2686.765	2661.123	460.528	2701.512	482.531	446.231	504.028	622.164	587.608	477.662	2647.777	2655.89	2651.636	638.624	501.357	506.31	600.723	2707.425	2669.805	0.0	598.603	
SHH_INV_models41504.py	3472.156	2336.592	2326.98	3468.229	3489.992	3484.546	2276.301	2262.145	2367.669	2380.713	3537.377	2339.594	2277.998	2370.133	2194.953	3562.401	2387.441	3562.913	2371.63	3564.604	2437.082	3547.569	3448.015	3385.087	3533.851	2400.097	3614.332	2466.729	2423.298	2396.295	3649.831	3589.52	3508.779	2565.539	2584.587	2537.267	3757.817	3794.201	2639.129	2632.257	581.416	2654.901	482.081	2659.808	2632.354	2674.431	462.899	2637.537	479.487	2592.541	2657.202	390.738	435.477	2641.108	2591.864	2614.103	2669.836	2625.294	2690.103	320.365	2612.402	548.024	2648.162	619.859	556.222	2644.964	2644.634	381.858	2685.296	475.6	2627.287	2692.728	495.875	2696.831	502.165	2626.457	2639.905	2591.595	680.283	568.425	607.845	2616.984	2638.106	2634.353	535.86	2676.706	700.205	543.991	544.106	424.437	306.252	451.327	2607.672	2613.45	2622.643	401.229	529.301	659.09	533.439	2688.33	2626.214	598.603	0.0	
