	Six_zebra_models19141.py	Six_zebra_models30685.py	Six_zebra_models31521.py	Six_zebra_models5357.py	Six_zebra_models21964.py	Six_zebra_models33077.py	Six_zebra_models13971.py	Six_zebra_models31450.py	Six_zebra_models30077.py	Six_zebra_models40097.py	Six_zebra_models6232.py	Six_zebra_models11675.py	Six_zebra_models9809.py	Six_zebra_models16815.py	Six_zebra_models31407.py	Six_zebra_models31012.py	Six_zebra_models23934.py	Six_zebra_models32367.py	Six_zebra_models29975.py	Six_zebra_models41766.py	Six_zebra_models45108.py	Six_zebra_models10562.py	Six_zebra_models40274.py	Six_zebra_models20989.py	Six_zebra_models48603.py	Six_zebra_models18520.py	Six_zebra_models28610.py	Six_zebra_models6742.py	Six_zebra_models6845.py	Six_zebra_models44976.py	Six_zebra_models26549.py	Six_zebra_models15390.py	Six_zebra_models41230.py	Six_zebra_models13986.py	Six_zebra_models9343.py	Six_zebra_models32843.py	Six_zebra_models17723.py	Six_zebra_models48110.py	Six_zebra_models7301.py	Six_zebra_models8148.py	Six_zebra_models45514.py	Six_zebra_models6070.py	Six_zebra_models18265.py	Six_zebra_models3208.py	Six_zebra_models31570.py	Six_zebra_models26789.py	Six_zebra_models11849.py	Six_zebra_models26054.py	Six_zebra_models24118.py	Six_zebra_models8646.py	Six_zebra_models42748.py	Six_zebra_models19011.py	Six_zebra_models49458.py	Six_zebra_models47696.py	Six_zebra_models26526.py	Six_zebra_models48658.py	Six_zebra_models24181.py	Six_zebra_models39759.py	Six_zebra_models5087.py	Six_zebra_models8371.py	Six_zebra_models35233.py	Six_zebra_models6913.py	Six_zebra_models38315.py	Six_zebra_models40040.py	Six_zebra_models13643.py	Six_zebra_models43329.py	Six_zebra_models17323.py	Six_zebra_models48117.py	Six_zebra_models27030.py	Six_zebra_models7326.py	Six_zebra_models29145.py	Six_zebra_models6022.py	Six_zebra_models12459.py	Six_zebra_models30406.py	Six_zebra_models23632.py	Six_zebra_models47209.py	Six_zebra_models33241.py	Six_zebra_models49742.py	Six_zebra_models7675.py	Six_zebra_models33593.py	Six_zebra_models31239.py	Six_zebra_models41213.py	Six_zebra_models32405.py	Six_zebra_models19570.py	Six_zebra_models31567.py	Six_zebra_models32794.py	Six_zebra_models38753.py	Six_zebra_models70.py	Six_zebra_models39147.py	Six_zebra_models14045.py	Six_zebra_models40466.py	Six_zebra_models44165.py	Six_zebra_models44419.py	Six_zebra_models42684.py	Six_zebra_models47909.py	Six_zebra_models42582.py	Six_zebra_models7070.py	Six_zebra_models42418.py	Six_zebra_models30110.py	Six_zebra_models36599.py	Six_zebra_models41366.py	Six_zebra_models22688.py	Six_zebra_models8758.py	Six_zebra_models33742.py	Six_zebra_models13458.py	Six_zebra_models44763.py	Six_zebra_models44.py	Six_zebra_models39827.py	Six_zebra_models24276.py	Six_zebra_models34481.py	Six_zebra_models37407.py	Six_zebra_models48782.py	Six_zebra_models1567.py	Six_zebra_models35444.py	Six_zebra_models27943.py	Six_zebra_models688.py	Six_zebra_models49070.py	Six_zebra_models32355.py	Six_zebra_models17665.py	Six_zebra_models44006.py	Six_zebra_models45283.py	Six_zebra_models7937.py	Six_zebra_models46895.py	Six_zebra_models8788.py	Six_zebra_models34065.py	Six_zebra_models7436.py	Six_zebra_models16607.py	Six_zebra_models24449.py	Six_zebra_models44732.py	Six_zebra_models49145.py	Six_zebra_models43232.py	Six_zebra_models43305.py	Six_zebra_models27294.py	Six_zebra_models41696.py	Six_zebra_models19050.py	Six_zebra_models48514.py	Six_zebra_models12356.py	Six_zebra_models28341.py	Six_zebra_models39576.py	Six_zebra_models44714.py	Six_zebra_models814.py	Six_zebra_models11123.py	Six_zebra_models46800.py	Six_zebra_models44457.py	Six_zebra_models43140.py	Six_zebra_models23020.py	Six_zebra_models39091.py	Six_zebra_models36304.py	Six_zebra_models20028.py	Six_zebra_models49576.py	Six_zebra_models44432.py	Six_zebra_models10386.py	Six_zebra_models13485.py	Six_zebra_models28596.py	Six_zebra_models40470.py	Six_zebra_models45725.py	Six_zebra_models29901.py	Six_zebra_models46815.py	Six_zebra_models1011.py	Six_zebra_models30383.py	Six_zebra_models11801.py	Six_zebra_models25374.py	Six_zebra_models49388.py	Six_zebra_models30473.py	Six_zebra_models41232.py	Six_zebra_models30001.py	Six_zebra_models9215.py	Six_zebra_models26211.py	Six_zebra_models2299.py	Six_zebra_models17787.py	Six_zebra_models48389.py	Six_zebra_models19111.py	Six_zebra_models557.py	Six_zebra_models41516.py	Six_zebra_models19885.py	Six_zebra_models16368.py	Six_zebra_models43332.py	Six_zebra_models17743.py	Six_zebra_models20594.py	Six_zebra_models16120.py	Six_zebra_models21838.py	Six_zebra_models45198.py	Six_zebra_models9786.py	Six_zebra_models23434.py	Six_zebra_models23904.py	Six_zebra_models5319.py	Six_zebra_models19053.py	Six_zebra_models10463.py	Six_zebra_models15851.py	Six_zebra_models36984.py	Six_zebra_models861.py	Six_zebra_models23773.py	Six_zebra_models44090.py	Six_zebra_models10552.py	Six_zebra_models49499.py	Six_zebra_models13808.py	Six_zebra_models45324.py	Six_zebra_models48085.py	Six_zebra_models42190.py	Six_zebra_models23114.py	
Six_zebra_models6232.py	4054.389	2598.245	2514.544	3992.292	2561.718	2583.528	4103.299	3964.287	2714.72	3918.612	0.0	2685.147	4347.873	480.651	2840.682	4405.463	4579.5	569.668	4480.424	441.954	4408.161	4614.266	4599.075	544.896	841.125	4666.887	395.409	4295.391	4669.187	626.048	408.689	564.84	355.098	829.604	4448.248	4340.108	342.489	4720.082	4636.159	4648.946	308.967	4561.492	3888.648	515.976	608.457	555.986	4564.949	4660.365	4489.095	4374.85	799.525	529.157	4701.135	4611.193	980.844	4550.716	316.924	447.524	531.071	432.279	4533.66	4390.157	895.715	405.801	4422.752	4343.266	4473.914	567.963	4472.088	4628.704	482.323	557.467	628.827	839.934	576.961	4581.941	4421.124	4645.286	367.736	721.465	652.349	406.18	708.522	715.507	4348.942	533.891	834.244	766.306	368.271	4647.7	474.093	4380.719	767.414	882.581	4571.998	819.388	4376.501	702.927	611.658	4731.956	817.424	4617.054	438.543	4468.294	648.875	440.526	4480.869	393.125	864.543	4620.88	4636.315	636.054	866.917	4716.881	4762.99	554.565	727.733	4371.38	542.989	746.744	712.285	557.341	4453.019	838.405	4521.809	930.703	4257.199	4657.122	612.867	4654.668	4716.414	833.731	799.848	4673.441	4373.94	573.176	560.282	850.279	4358.129	4566.328	450.681	4662.918	644.87	4534.357	4497.117	4543.293	539.68	4500.828	4624.484	839.926	575.998	842.063	858.193	631.357	582.573	563.31	4575.367	907.145	562.873	971.83	759.418	604.688	909.236	4463.7	4484.45	906.923	746.17	4364.802	4488.006	4392.297	4626.249	4612.557	4687.589	4698.537	4700.077	4738.489	621.72	753.212	4728.358	436.07	4413.627	828.431	667.271	525.848	471.846	647.924	4609.048	4411.418	692.083	4627.74	386.292	802.3	604.496	629.819	4559.883	4602.748	529.369	4503.861	580.539	4701.799	
Six_zebra_models11675.py	4341.164	476.65	397.733	4310.622	364.55	463.447	4434.214	4365.832	328.327	4299.836	2685.147	0.0	3818.005	2687.432	366.489	3744.308	3868.005	2664.055	3765.592	2491.504	3885.77	3840.068	3876.036	2807.316	2664.03	3898.8	2599.295	3727.949	3939.837	2794.677	2676.665	2773.663	2799.663	2781.091	3814.491	3748.73	2835.373	4013.513	3923.123	3948.932	2833.238	3873.952	4365.184	2792.92	2821.216	2801.463	3895.73	3949.16	3762.956	3750.814	2829.829	2886.777	3969.567	3877.322	2336.416	3768.338	2870.17	2899.109	2853.844	2906.674	3817.633	3689.829	2773.524	2882.948	3741.922	3674.143	3785.083	2853.178	3844.357	3900.821	2803.764	2900.59	2818.243	2810.748	2865.29	3795.671	3716.452	3912.082	2486.156	2844.59	2803.894	2803.053	2898.66	2829.534	3782.486	2884.647	2884.448	2731.08	2914.15	3890.278	2648.427	3724.373	2751.156	2859.727	3821.545	2830.167	3781.831	2805.205	2957.819	3963.577	2820.798	3973.752	2906.726	3815.058	2896.299	2791.402	3852.822	2843.722	2845.502	3893.981	3846.096	2948.268	2875.019	3933.778	3942.148	2970.366	2725.711	3673.724	2908.717	2923.889	2904.889	2855.4	3687.142	2792.406	3759.301	2862.78	3651.604	3925.363	2926.226	3813.746	3890.256	2932.589	2866.425	3906.851	3840.141	2952.875	2925.761	2712.344	3647.409	3912.184	2813.252	3846.139	2965.137	3871.653	3705.352	3752.136	2944.921	3817.554	3902.784	2887.358	2948.362	2932.559	2712.063	2941.469	2947.354	2663.768	3772.384	2828.909	2909.403	2835.492	2910.145	2983.518	2905.646	3819.999	3749.541	2914.705	2960.519	3855.206	3786.419	3696.105	3819.622	3791.37	3923.461	3907.508	3930.638	4008.866	2969.983	2928.295	3883.543	2777.773	3741.42	2881.193	2944.951	2932.681	2809.69	2874.66	3897.571	3726.87	2912.879	3788.441	2827.619	2910.587	2913.664	2948.879	3819.695	3791.962	2926.468	3792.426	3000.988	3881.984	
Six_zebra_models9809.py	2408.491	3906.878	3938.357	2462.494	3933.744	3996.952	2491.748	2540.395	3897.508	2467.975	4347.873	3818.005	0.0	4302.949	3894.69	378.788	554.326	4397.15	434.812	4216.589	343.513	789.603	551.766	4419.225	4316.257	833.487	4351.114	490.811	903.537	4474.297	4381.316	4461.961	4424.271	4269.163	818.084	280.835	4472.95	1050.502	1011.854	1057.985	4398.026	783.583	2604.181	4495.667	4355.365	4436.344	693.871	938.173	466.959	429.175	4310.37	4543.495	1015.746	774.711	4050.106	714.391	4428.205	4542.258	4512.013	4483.421	566.044	453.874	4160.819	4519.081	404.399	478.485	403.822	4435.779	548.379	951.159	4520.497	4522.92	4565.135	4291.236	4553.849	606.373	510.799	972.512	4304.921	4313.516	4243.973	4409.744	4471.138	4313.433	487.087	4485.659	4355.865	4148.305	4461.626	714.349	4234.009	602.742	4395.483	4348.553	958.149	4331.108	563.494	4233.855	4549.917	1029.497	4268.513	682.427	4510.611	574.979	4461.001	4460.714	494.57	4547.593	4187.375	954.103	856.186	4577.845	4305.34	1054.721	1044.012	4570.319	4386.295	525.732	4477.998	4297.022	4364.389	4476.318	577.323	4342.578	538.094	4366.045	382.612	721.831	4489.102	786.394	999.494	4308.136	4355.847	972.338	349.553	4458.272	4513.848	4234.35	559.382	603.842	4428.636	995.149	4574.554	811.126	627.972	640.727	4559.291	525.165	947.307	4366.278	4509.85	4304.711	4232.763	4520.358	4427.944	4145.901	742.452	4356.174	4407.034	4260.83	4329.696	4478.018	4353.287	500.363	839.91	4329.576	4410.449	358.476	567.153	567.242	668.829	725.532	936.606	1073.727	1028.005	1170.224	4456.217	4429.066	1069.992	4434.455	650.054	4243.9	4469.181	4469.515	4575.603	4558.838	943.495	483.921	4318.242	707.222	4405.429	4273.81	4367.989	4571.56	610.643	636.223	4519.361	643.292	4540.79	943.87	
Six_zebra_models16815.py	4038.892	2593.212	2505.579	3973.887	2579.057	2590.351	4091.748	3931.006	2706.974	3898.481	480.651	2687.432	4302.949	0.0	2834.259	4370.501	4534.157	425.457	4435.312	403.031	4378.012	4580.039	4553.396	665.7	570.029	4632.686	780.655	4263.117	4649.309	800.364	519.889	440.322	540.135	454.531	4443.841	4297.749	644.731	4710.535	4632.551	4626.671	381.082	4550.202	3856.175	751.069	377.631	337.538	4539.197	4651.221	4440.105	4339.811	495.235	728.891	4696.653	4565.468	728.676	4499.514	602.869	549.383	553.055	582.492	4503.039	4349.79	628.334	657.471	4382.907	4297.302	4416.343	517.788	4452.988	4621.465	657.915	674.559	679.883	485.433	758.125	4533.97	4384.031	4620.934	584.328	485.893	390.559	352.54	785.216	760.306	4322.248	580.928	556.461	659.789	500.309	4615.474	278.254	4364.866	499.848	613.542	4541.668	491.756	4355.188	457.334	840.961	4730.193	488.218	4568.389	702.899	4448.976	539.09	435.716	4456.906	734.734	652.411	4625.966	4601.117	819.752	666.05	4706.149	4743.363	665.111	410.03	4328.346	512.661	698.388	740.83	426.019	4410.744	561.698	4477.488	594.652	4212.032	4632.872	550.484	4610.915	4700.018	649.143	726.087	4674.034	4343.377	458.219	441.45	486.318	4320.493	4539.906	505.404	4643.871	798.235	4539.705	4442.901	4506.275	627.305	4467.408	4629.515	511.448	690.225	602.024	730.26	518.006	535.663	454.404	4545.743	608.346	526.775	660.545	494.618	784.657	593.834	4436.914	4480.014	619.676	552.647	4326.212	4454.327	4359.725	4583.251	4580.79	4685.624	4696.369	4699.897	4725.029	455.359	658.992	4707.582	353.337	4402.568	551.053	621.126	496.115	694.648	724.987	4616.946	4376.59	646.667	4582.572	770.07	572.524	444.148	699.049	4528.34	4549.212	627.728	4477.326	602.647	4687.437	
Six_zebra_models31407.py	4458.896	577.486	602.025	4424.074	486.355	617.981	4547.203	4488.88	316.43	4412.107	2840.682	366.489	3894.69	2834.259	0.0	3812.268	3931.708	2801.237	3826.606	2641.916	3973.096	3896.315	3941.882	2964.259	2791.726	3955.872	2749.872	3801.655	4004.885	2934.045	2814.351	2904.406	2954.435	2929.412	3879.088	3822.961	2979.657	4079.8	3984.281	4003.531	2986.625	3943.475	4488.333	2933.193	2969.622	2948.36	3974.456	4015.44	3822.535	3822.337	2974.094	3034.393	4036.39	3931.173	2454.831	3818.804	3020.829	3035.501	2989.106	3057.624	3887.539	3753.984	2924.54	3023.535	3812.896	3735.851	3850.659	2996.491	3924.49	3963.39	2943.333	3045.757	2948.1	2950.062	2999.571	3854.426	3783.303	3965.219	2621.927	2995.909	2957.525	2947.53	3039.818	2987.121	3856.886	3028.379	3027.689	2893.625	3064.846	3954.674	2789.638	3798.108	2883.411	2995.675	3870.028	2962.483	3855.277	2966.27	3100.29	4028.259	2963.394	4040.652	3056.911	3891.311	3036.037	2921.697	3933.637	2985.994	2999.874	3961.427	3903.165	3084.863	3017.555	3990.704	3996.861	3112.292	2856.421	3736.754	3056.203	3082.904	3053.8	2990.588	3746.318	2931.4	3820.346	3001.422	3720.29	3996.112	3073.137	3866.064	3947.844	3085.796	3014.977	3974.145	3917.86	3097.913	3059.763	2858.964	3710.441	3992.363	2961.645	3898.821	3108.389	3954.246	3762.169	3812.967	3077.038	3893.384	3974.358	3027.312	3091.186	3084.622	2861.253	3086.225	3098.792	2827.029	3834.464	2960.883	3053.706	2979.465	3056.095	3135.728	3044.021	3900.336	3819.01	3057.227	3107.993	3928.564	3859.273	3767.107	3883.634	3852.892	3990.919	3966.476	3993.338	4066.187	3116.046	3069.869	3935.048	2913.097	3812.307	3034.692	3094.114	3074.083	2937.925	3012.41	3972.66	3797.604	3069.006	3845.185	2984.664	3068.654	3073.303	3089.65	3891.309	3850.844	3066.413	3865.408	3147.02	3945.283	
Six_zebra_models31012.py	2603.122	3845.678	3877.92	2654.389	3863.849	3932.12	2699.426	2760.545	3821.182	2681.178	4405.463	3744.308	378.788	4370.501	3812.268	0.0	429.007	4447.006	214.108	4271.88	467.694	635.865	457.684	4464.772	4370.207	687.576	4392.554	531.715	788.613	4515.199	4440.946	4519.746	4486.518	4337.947	647.014	245.69	4533.233	931.042	853.819	965.097	4466.298	670.287	2838.122	4539.319	4420.319	4501.322	614.018	776.937	289.13	343.429	4376.161	4597.427	865.59	668.172	4104.034	589.234	4490.46	4603.608	4567.375	4544.857	297.875	190.624	4225.86	4573.838	260.71	362.316	397.423	4494.411	404.969	762.847	4570.157	4577.307	4617.028	4357.446	4600.978	448.152	237.948	855.959	4352.841	4381.151	4318.886	4474.095	4515.326	4359.038	492.004	4540.722	4417.208	4206.831	4531.995	545.248	4303.619	420.155	4449.94	4407.129	803.048	4399.574	500.089	4302.136	4598.388	849.113	4339.545	694.982	4564.911	371.549	4515.244	4524.773	368.844	4597.284	4255.609	731.569	732.257	4627.303	4363.644	904.748	864.019	4631.572	4442.214	400.409	4535.902	4354.07	4411.699	4536.861	337.593	4401.985	320.172	4430.75	374.591	566.592	4546.682	602.4	820.878	4371.545	4402.462	757.381	464.311	4530.616	4581.246	4302.538	391.734	492.758	4482.382	790.237	4626.793	607.16	462.267	437.999	4619.471	374.522	746.562	4438.908	4564.761	4373.183	4277.691	4586.256	4495.396	4213.756	471.219	4420.59	4468.613	4327.141	4401.116	4529.974	4418.629	367.588	620.641	4393.103	4475.406	536.239	370.062	435.377	437.638	475.771	718.877	857.722	822.412	1037.909	4526.755	4486.267	886.135	4495.732	392.72	4318.689	4523.753	4536.826	4624.468	4613.072	723.53	285.199	4380.953	480.225	4461.034	4344.787	4442.347	4623.87	385.649	485.486	4578.24	389.251	4604.306	715.434	
Six_zebra_models23934.py	2608.552	3974.452	3996.706	2662.862	3996.671	4063.619	2705.203	2765.491	3940.719	2717.443	4579.5	3868.005	554.326	4534.157	3931.708	429.007	0.0	4611.902	308.783	4437.144	552.822	431.086	135.101	4637.588	4530.191	463.113	4571.22	672.402	618.541	4693.796	4617.182	4689.981	4658.282	4490.369	763.802	525.883	4711.379	683.869	753.202	797.748	4636.981	611.769	2863.017	4712.218	4588.382	4668.969	414.577	615.476	391.959	662.365	4535.466	4771.941	665.338	426.636	4251.337	474.592	4666.993	4781.352	4740.059	4720.063	379.36	500.669	4377.681	4755.358	525.332	638.575	450.794	4658.568	466.882	574.243	4745.98	4747.018	4789.053	4515.91	4779.08	278.676	557.368	702.352	4524.164	4546.63	4479.171	4650.199	4690.993	4526.995	742.855	4717.818	4576.275	4361.895	4703.4	245.69	4465.986	694.049	4614.019	4566.441	674.111	4559.895	711.16	4463.51	4780.634	683.73	4495.979	430.673	4743.792	604.21	4684.825	4698.268	563.793	4778.636	4406.405	744.872	570.517	4806.333	4524.215	738.401	652.755	4805.087	4601.987	646.402	4704.975	4519.104	4582.694	4707.786	594.917	4558.533	461.898	4584.419	657.546	336.008	4715.941	449.417	677.757	4530.774	4567.131	726.03	679.562	4700.937	4751.282	4446.829	684.749	451.327	4646.707	635.103	4801.019	711.671	625.189	417.582	4795.44	562.181	765.211	4595.152	4742.305	4530.584	4429.717	4750.113	4663.908	4377.918	550.393	4579.059	4638.901	4475.128	4564.048	4710.745	4575.724	579.916	712.773	4550.439	4639.853	730.372	576.629	677.697	468.786	406.579	661.945	690.407	757.991	814.507	4697.046	4653.542	742.68	4664.39	676.48	4474.456	4692.934	4710.532	4799.635	4776.438	758.358	607.233	4544.112	444.177	4645.022	4504.011	4606.853	4796.842	508.486	517.527	4757.436	614.31	4779.078	590.443	
Six_zebra_models32367.py	4156.788	2539.275	2476.341	4088.901	2538.793	2541.661	4206.978	4053.473	2675.21	4016.135	569.668	2664.055	4397.15	425.457	2801.237	4447.006	4611.902	0.0	4513.957	572.113	4473.201	4639.225	4635.1	535.866	416.606	4689.139	754.636	4332.272	4700.171	559.805	498.369	301.066	535.942	575.518	4487.415	4381.482	606.46	4758.142	4669.942	4664.325	553.064	4602.33	3976.2	562.896	403.879	344.007	4609.544	4697.399	4525.782	4417.711	508.52	594.604	4745.014	4624.689	756.076	4565.415	668.75	495.313	369.101	539.952	4571.886	4429.222	702.501	606.585	4467.692	4374.114	4498.9	391.848	4533.033	4670.337	496.377	522.407	457.461	606.902	564.782	4610.392	4458.6	4667.438	659.34	529.259	626.493	469.189	591.292	641.283	4392.564	441.278	522.072	728.147	605.229	4686.174	541.167	4429.609	321.913	526.307	4582.635	548.212	4419.11	666.258	714.845	4776.206	575.015	4642.068	655.498	4519.169	426.839	431.0	4539.115	684.234	727.239	4670.634	4658.871	635.258	588.187	4749.464	4788.983	601.094	368.324	4407.231	450.125	707.525	659.479	389.399	4485.474	430.286	4558.476	548.148	4300.088	4706.129	466.176	4673.224	4746.29	683.59	570.942	4718.536	4438.289	553.962	487.751	551.343	4397.697	4622.591	474.039	4688.641	625.747	4595.772	4522.501	4579.429	555.718	4552.01	4675.444	540.93	603.636	711.606	620.808	460.125	620.114	694.272	4610.165	516.014	582.646	646.436	690.278	734.765	615.996	4519.226	4527.218	658.26	572.496	4419.139	4534.347	4436.286	4659.904	4650.384	4735.913	4738.121	4743.262	4759.54	604.257	519.756	4750.373	439.974	4468.65	721.794	547.631	566.849	545.145	520.373	4663.487	4456.193	636.579	4655.461	830.276	730.422	654.802	530.6	4606.229	4636.047	565.863	4550.933	606.061	4738.773	
Six_zebra_models29975.py	2649.101	3866.997	3897.61	2693.827	3889.385	3956.622	2739.979	2795.436	3839.104	2727.554	4480.424	3765.592	434.812	4435.312	3826.606	214.108	308.783	4513.957	0.0	4339.525	535.235	524.333	320.828	4539.964	4431.603	588.796	4472.222	561.672	727.767	4592.96	4513.316	4588.377	4560.519	4395.479	694.451	356.59	4610.779	875.317	828.139	902.687	4538.026	643.839	2876.833	4615.377	4487.393	4568.826	571.051	737.51	206.909	437.888	4437.401	4674.747	811.713	555.206	4156.138	463.625	4567.353	4678.132	4639.526	4620.552	296.942	244.95	4284.213	4652.184	318.524	408.484	337.986	4563.841	462.056	717.075	4646.634	4650.457	4689.569	4416.391	4678.113	304.762	332.444	781.815	4423.792	4447.762	4382.427	4545.862	4590.713	4431.031	586.654	4615.476	4479.497	4271.496	4605.47	437.747	4368.486	515.714	4513.497	4468.88	725.874	4460.14	566.627	4366.308	4679.236	804.497	4398.556	612.971	4644.241	469.091	4584.447	4596.206	469.052	4677.026	4315.903	744.086	631.391	4705.753	4427.44	839.564	776.499	4706.517	4502.916	417.683	4606.853	4424.156	4484.266	4606.353	341.175	4463.306	272.152	4488.601	441.324	493.365	4617.54	473.626	738.039	4434.911	4470.891	747.038	563.523	4600.393	4649.675	4358.742	442.635	502.209	4552.06	714.117	4703.187	682.694	416.811	352.254	4693.401	427.088	762.844	4499.687	4641.411	4435.33	4341.597	4654.378	4566.401	4280.985	435.501	4480.838	4539.687	4383.707	4463.42	4608.943	4477.672	462.773	646.155	4453.05	4540.774	606.69	413.51	475.967	366.182	390.798	704.535	804.392	799.318	976.393	4594.443	4555.269	806.725	4564.08	502.923	4379.957	4595.015	4609.523	4699.208	4683.77	761.482	387.598	4450.265	373.643	4543.511	4407.641	4510.051	4697.869	401.299	386.391	4653.794	458.392	4677.763	655.264	
Six_zebra_models41766.py	4030.053	2429.858	2324.129	3969.675	2382.132	2409.789	4089.916	3939.006	2517.625	3902.573	441.954	2491.504	4216.589	403.031	2641.916	4271.88	4437.144	572.113	4339.525	0.0	4280.879	4478.359	4453.887	719.759	747.711	4533.921	599.754	4172.862	4547.918	858.73	575.909	661.468	650.291	704.127	4344.122	4204.347	705.914	4604.402	4528.382	4532.921	522.532	4449.017	3878.598	786.221	642.797	606.973	4433.695	4543.976	4345.768	4249.554	778.665	821.552	4585.785	4475.537	725.042	4405.833	659.243	731.291	747.007	725.65	4403.005	4250.795	805.019	753.978	4287.747	4205.155	4328.299	712.125	4345.884	4509.626	743.904	822.317	828.744	732.577	858.013	4435.085	4285.439	4523.625	369.531	728.874	596.474	553.026	909.135	830.649	4233.101	759.059	827.812	698.224	643.689	4509.663	394.285	4262.782	763.139	862.083	4446.161	755.958	4261.035	624.873	913.545	4616.728	767.141	4482.838	765.177	4347.155	746.451	614.43	4354.248	733.036	820.098	4513.305	4500.768	929.668	894.292	4599.931	4637.162	836.778	644.329	4234.93	701.182	840.298	852.077	664.494	4313.799	813.211	4380.839	887.591	4119.449	4523.146	763.515	4512.382	4594.369	866.947	874.408	4563.287	4249.628	715.536	708.52	715.939	4222.912	4435.517	588.52	4536.965	930.922	4425.363	4351.09	4403.168	806.525	4367.136	4519.09	809.211	821.15	815.916	800.819	776.18	726.11	450.71	4441.849	891.142	678.795	903.153	737.198	877.582	870.132	4337.593	4367.194	865.526	818.163	4241.518	4354.427	4262.57	4484.596	4472.066	4573.419	4582.338	4589.748	4623.312	724.783	880.291	4603.037	528.857	4293.802	769.945	809.694	697.053	734.334	861.585	4502.751	4280.191	815.336	4482.057	709.74	775.022	666.668	874.019	4424.179	4455.604	810.918	4375.044	826.695	4576.76	
Six_zebra_models45108.py	2380.546	3990.131	4006.114	2450.895	4004.459	4071.913	2479.519	2543.829	3971.566	2482.929	4408.161	3885.77	343.513	4378.012	3973.096	467.694	552.822	4473.201	535.235	4280.879	0.0	850.404	546.2	4479.676	4398.953	883.779	4403.613	657.736	924.338	4541.767	4453.917	4541.923	4489.482	4348.491	884.76	419.351	4537.094	989.954	1027.841	1128.555	4462.781	828.722	2628.612	4559.815	4432.335	4511.751	598.29	890.731	586.632	613.419	4390.817	4606.733	953.752	864.807	4136.179	873.07	4487.928	4614.349	4586.023	4549.844	554.133	555.659	4238.96	4584.016	528.221	707.199	603.236	4508.121	366.317	902.934	4589.872	4590.25	4641.352	4371.665	4623.24	680.057	588.66	1047.454	4367.728	4389.651	4318.163	4481.676	4539.964	4376.647	662.595	4557.724	4434.231	4213.718	4524.757	662.954	4307.732	651.943	4479.114	4427.898	1057.027	4412.242	682.453	4303.834	4612.182	986.351	4350.722	723.995	4569.286	548.632	4532.616	4535.672	421.976	4606.712	4261.388	915.062	945.405	4645.391	4383.041	1080.701	1049.16	4637.738	4466.526	708.663	4545.861	4363.205	4429.199	4552.898	719.336	4423.341	624.008	4448.532	586.041	626.0	4559.022	875.602	1036.838	4380.879	4423.625	948.237	476.365	4530.927	4589.153	4314.711	720.229	416.486	4490.385	1031.007	4639.438	694.429	796.936	721.943	4631.828	487.746	909.897	4448.989	4577.112	4377.902	4299.835	4592.749	4495.363	4213.258	760.337	4441.401	4474.692	4342.787	4404.55	4538.232	4433.729	452.303	855.911	4407.8	4484.294	589.159	550.476	693.834	693.214	751.424	885.658	1030.327	1008.034	1148.838	4528.211	4504.557	1123.276	4507.955	654.653	4319.602	4536.078	4540.491	4643.117	4630.973	856.671	582.451	4387.259	788.495	4457.429	4345.516	4435.657	4639.845	566.983	733.855	4592.051	608.705	4610.926	915.255	
Six_zebra_models10562.py	2694.6	3936.818	3972.23	2739.93	3967.831	4035.111	2778.678	2822.349	3902.878	2783.351	4614.266	3840.068	789.603	4580.039	3896.315	635.865	431.086	4639.225	524.333	4478.359	850.404	0.0	434.763	4654.912	4566.787	184.306	4588.706	705.049	378.793	4700.725	4646.31	4717.332	4688.121	4542.628	607.321	746.091	4739.774	512.789	473.949	458.727	4678.936	382.683	2911.802	4717.841	4629.764	4713.975	567.868	431.117	627.756	748.609	4581.053	4787.469	456.397	310.15	4280.4	301.586	4698.876	4815.079	4765.969	4751.105	535.802	706.775	4418.583	4779.898	733.406	725.227	584.609	4680.5	742.568	404.42	4760.566	4762.989	4803.624	4566.264	4790.821	407.08	735.715	341.637	4556.894	4593.86	4533.724	4689.334	4701.989	4551.437	784.56	4745.051	4613.098	4395.581	4743.668	364.378	4506.433	760.705	4644.509	4605.16	333.381	4613.016	700.144	4512.047	4793.62	462.565	4542.006	483.29	4764.113	746.262	4715.086	4732.293	807.755	4800.801	4447.903	606.651	209.449	4819.069	4556.533	397.97	346.578	4828.28	4637.062	735.974	4738.683	4546.693	4603.578	4738.988	702.008	4594.413	684.96	4627.701	814.897	454.887	4745.265	291.411	338.903	4572.406	4593.859	543.494	894.274	4748.099	4792.686	4487.282	777.697	754.957	4674.909	327.123	4815.678	758.328	710.409	502.519	4820.196	817.605	635.306	4639.498	4765.588	4579.331	4450.273	4785.054	4699.741	4423.673	602.079	4620.031	4673.233	4516.332	4618.941	4734.338	4626.674	848.964	583.052	4595.9	4684.899	882.204	783.73	747.978	620.975	448.921	542.229	473.227	542.025	572.95	4749.545	4679.803	381.059	4702.604	771.549	4526.135	4718.896	4748.735	4817.519	4785.848	697.991	749.462	4571.752	482.043	4672.819	4556.502	4654.018	4816.566	724.685	670.354	4779.862	795.798	4810.407	401.723	
